name,address,Is Early Voting,Precincts (Or Locality-wide),Is Drop Off,lon,lat
African American Community Service Agency,304 N 6TH ST SAN JOSE CA 95112,False,Locality wide location,False,-121.88839,37.34341
Almaden Community Center,6445 CAMDEN AVE SAN JOSE CA 95120,False,Locality wide location,False,-121.86916,37.22142
Andrew Hill High School,3200 SENTER RD SAN JOSE CA 95111,False,Locality wide location,False,-121.83091,37.29233
Ann Sobrato High School,401 BURNETT AVE MORGAN HILL CA 95037,False,Locality wide location,False,-121.67037,37.16077
Antiochian Orthodox Church Of The Redeemer,380 MAGDALENA RD LOS ALTOS HILLS CA 94024,False,Locality wide location,False,-122.11653,37.34449
Baha'i Center Of San Jose,945 WILLOW ST SAN JOSE CA 95125,False,Locality wide location,False,-121.89839,37.30993
Berryessa Branch Library,3355 NOBLE AVE SAN JOSE CA 95132,False,Locality wide location,False,-121.84105,37.39411
Berryessa Union School District,1376 PIEDMONT RD SAN JOSE CA 95132,False,Locality wide location,False,-121.84728,37.40216
Bible Way Christian Center,2080 OAKLAND RD SAN JOSE CA 95131,False,Locality wide location,False,-121.90077,37.39468
Braly Park,704 DAFFODIL CT SUNNYVALE CA 94087,False,Locality wide location,False,-122.01938,37.36495
Brooktree Elementary School,1781 OLIVETREE DR SAN JOSE CA 95131,False,Locality wide location,False,-121.88005,37.39771
Calero High School,420 CALERO AVE SAN JOSE CA 95123,False,Locality wide location,False,-121.82663,37.24132
Cambrian Branch Library,1780 HILLSDALE AVE SAN JOSE CA 95124,False,Locality wide location,False,-121.91504,37.26441
Campbell Community Center,1 W CAMPBELL AVE CAMPBELL CA 95008,False,Locality wide location,False,-121.95162,37.28768
Campbell Union High School District,3235 UNION AVE SAN JOSE CA 95124,False,Locality wide location,False,-121.93198,37.26523
Capitol Park,800 PETER PAN AVE SAN JOSE CA 95116,False,Locality wide location,False,-121.83391,37.35129
Center For Employment Training,701 VINE ST SAN JOSE CA 95110,False,Locality wide location,False,-121.88708,37.32263
Children's Health Council,2280 KENWOOD AVE SAN JOSE CA 95128,False,Locality wide location,False,-121.94273,37.33215
Christ The Good Shepherd Lutheran Church,1550 MERIDIAN AVE SAN JOSE CA 95125,False,Locality wide location,False,-121.91295,37.29636
Church Of Scientology Silicon Valley,1066 LINDA VISTA AVE MOUNTAIN VIEW CA 94043,False,Locality wide location,False,-122.07607,37.40988
Columbia Middle School,739 MORSE AVE SUNNYVALE CA 94085,False,Locality wide location,False,-122.01901,37.39377
Cubberley Community Center,4000 MIDDLEFIELD RD PALO ALTO CA 94303,False,Locality wide location,False,-122.1084,37.41838
Cupertino Middle School,1650 S BERNARDO AVE SUNNYVALE CA 94087,False,Locality wide location,False,-122.05902,37.33947
