geoid,countyfp,prc_nonengprof_final,prc_nonengprof_final_unreliable_flag,prc_caraccess_final,prc_caraccess_final_unreliable_flag,prcdisabled_final,prcdisabled_final_unreliable_flag,prc_pov_final,prc_pov_final_unreliable_flag,prc_youth_final,prc_youth_final_unreliable_flag,prc_asian,prc_asian_unreliable_flag,prc_black,prc_black_unreliable_flag,prc_latino,prc_latino_unreliable_flag,prc_native,prc_native_unreliable_flag,prc_white,prc_white_unreliable_flag,prc_centralamerican,prc_centralamerican_unreliable_flag,prc_cuban,prc_cuban_unreliable_flag,prc_dominican,prc_dominican_unreliable_flag,prc_mexican,prc_mexican_unreliable_flag,prc_puertorican,prc_puertorican_unreliable_flag,prc_southam,prc_southam_unreliable_flag,prc_asianindian,prc_asianindian_unreliable_flag,prc_chinese,prc_chinese_unreliable_flag,prc_filipino,prc_filipino_unreliable_flag,prc_japanese,prc_japanese_unreliable_flag,prc_korean,prc_korean_unreliable_flag,prc_vietnamese,prc_vietnamese_unreliable_flag,cvapdens,tot_elignonreg_prc_final,tot_elignonreg_prc_final_unreliable_flag,job_dens,pollvoter_dens,pop20,areakm,popdens,vbm_tot_2016,vbm_lat_2016,vbm_asn_2016,vbm_youth_2016,turnout_tot_2016,turnout_lat_2016,turnout_asn_2016,turnout_youth_2016,vbm_tot_2020,vbm_lat_2020,vbm_asn_2020,vbm_youth_2020,turnout_tot_2020,turnout_lat_2020,turnout_asn_2020,turnout_youth_2020
6011000100,11.0,0.25274,0.0,0.93463,0.0,0.10661,0.0,0.14663,0.0,0.10908,0.0,0.00213,1.0,0.0,1.0,0.65645,0.0,0.00195,1.0,0.31663,0.0,0.01045,1.0,0.0,1.0,0.0,1.0,0.61838,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.00213,1.0,0.23392,0.18311,0.0,0.22925,0.22364,5406.0,567.38078,9.52799,0.64242,0.57761,0.58747,0.64823,0.78838,0.7197,0.68079,0.66784,0.90359,0.91216,0.96034,0.90377,0.81036,0.74246,0.69864,0.68117
6011000200,11.0,0.14899,0.0,0.94351,0.0,0.13949,0.0,0.10614,0.0,0.08136,1.0,0.00835,1.0,0.01532,0.0,0.50129,0.0,0.00736,1.0,0.44042,0.0,0.00318,1.0,0.0,1.0,0.0,1.0,0.47523,0.0,0.00577,1.0,0.00239,1.0,0.0,1.0,0.00298,1.0,0.00358,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.25119,0.1295,0.0,0.20105,0.29774,5165.0,216.82428,23.82113,0.578,0.55154,0.5151,0.62397,0.79668,0.71968,0.80199,0.65992,0.88371,0.90529,0.97013,0.88974,0.83234,0.74706,0.88976,0.71371
6011000301,11.0,0.26529,0.0,0.95772,0.0,0.08543,0.0,0.12075,0.0,0.08402,1.0,0.02851,0.0,0.00151,1.0,0.74476,0.0,0.01207,1.0,0.20174,0.0,0.00755,1.0,0.0,1.0,0.0,1.0,0.71273,0.0,0.0,1.0,0.00822,1.0,0.01509,1.0,0.00402,1.0,0.0062,1.0,0.0,1.0,0.00134,1.0,0.00184,1.0,0.15646,0.24712,0.0,0.22082,0.14136,4151.0,105.50208,39.3452,,,,,,,,,0.89889,0.87079,0.86583,0.89689,0.76414,0.68209,0.85877,0.60728
6011000302,11.0,0.26529,0.0,0.95772,0.0,0.08543,0.0,0.12075,0.0,0.08402,1.0,0.02851,0.0,0.00151,1.0,0.74476,0.0,0.01207,1.0,0.20174,0.0,0.00755,1.0,0.0,1.0,0.0,1.0,0.71273,0.0,0.0,1.0,0.00822,1.0,0.01509,1.0,0.00402,1.0,0.0062,1.0,0.0,1.0,0.00134,1.0,0.00184,1.0,0.08091,0.27995,0.0,0.0751,0.06698,2209.0,847.43793,2.60668,,,,,,,,,0.89747,0.84464,0.9915,0.83149,0.72207,0.64114,0.93187,0.54606
6011000400,11.0,0.13105,0.0,0.92762,0.0,0.19022,0.0,0.19188,0.0,0.05195,1.0,0.00622,1.0,0.03597,1.0,0.36146,0.0,0.01021,1.0,0.55728,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.34547,0.0,0.0,1.0,0.00488,1.0,0.0,1.0,0.0,1.0,0.00622,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.13313,0.19502,0.0,0.06113,0.05972,2273.0,1083.29302,2.09823,0.75469,0.61325,0.50036,0.74923,0.80314,0.67575,0.75933,0.59984,0.95129,0.95046,0.95221,0.94124,0.84796,0.67138,0.91056,0.69227
6011000500,11.0,0.16071,0.0,0.93757,0.0,0.10937,0.0,0.10994,0.0,0.11384,1.0,0.01365,1.0,0.0347,1.0,0.48967,0.0,0.0,1.0,0.43509,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.47251,0.0,0.0,1.0,0.0,1.0,0.00273,1.0,0.00273,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.1444,0.29212,0.0,0.21265,0.21056,2694.0,174.50375,15.43806,0.56004,0.50344,0.40621,0.60813,0.79892,0.7217,0.84284,0.57832,0.81859,0.81544,0.9173,0.76651,0.80234,0.69714,0.80614,0.5573
6011000300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.59311,0.53938,0.49953,0.58631,0.75649,0.69818,0.73548,0.60357,,,,,,,,
