name,address,Is Early Voting,Precincts (Or Locality-wide),Is Drop Off,lon,lat
BIG SPRINGSm COMMUNITY CHURCH,7220 HWY A-12 MONTAGUE CA 96064,False,"BIG SPRINGS, MAYTEN",False,-122.40531,41.62337
DORRIS CITY HALL,307 N MAIN ST DORRIS CA 96023,False,DORRIS 1,False,-121.91866,41.97054
DUNSMUIR COMMUNITY BUILDING,4841 DUNSMUIR AVE DUNSMUIR CA 96025,False,"DUNSMUIR 3, DUNSMUIR CONS",False,-122.27708,41.22576
FIRST BAPTIST CHURCH,812 LASSEN LN MT SHASTA CA 96067,False,"MT SHASTA 3, KINSTREY",False,-122.33221,41.31916
FORT JONES CITY HALL BUILDING,11960 EAST ST FORT JONES CA,False,"FT JONES 2, FT JONES 1",False,-122.83961,41.60698
GRENADA FIRE HALL,6035 FOURTH AVE GRENADA CA 96038,False,GRENADA,False,-122.52528,41.64588
HAPPY CAMP ELEMENTARY SCHOOL,114 PARK WAY HAPPY CAMP CA 96039,False,HAPPY CAMP,False,-123.37343,41.79469
LAKE SHASTINA COMMUNITY CENTER,15244 DRIFTWOOD LN WEED CA 96094,False,"LAKE SHASTINA M, LAKE SHASTINA E",False,-122.37318,41.53532
MINERS INN CONVENTION CENTER,122 E MINER ST YREKA CA 96097,False,FOREST MTN,False,-122.63452,41.73229
MINERS INN CONVENTION CENTER,122 E MINER ST YREKA CA 96097,False,"YREKA 1, YREKA 2, YREKA 4, YREKA 5, YREKA 6",False,-122.63452,41.73229
MINERS INN CONVENTION CENTER,122 E MINER ST YREKA CA 96097,False,YREKA 3,False,-122.63452,41.73229
MONTAGUE COMMUNITY CENTER,200 S 11TH ST MONTAGUE CA 96064,False,"MONTAGUE 2, MONTAGUE 1",False,-122.52887,41.72705
MT SHASTA COMMUNITY BUILDING,629 ALDER ST MT SHASTA CA 96067,False,"MT SHASTA 1, MT SHASTA 2, MT SHASTA 4",False,-122.31555,41.31783
MT SHASTA COMMUNITY BUILDING,629 ALDER ST MT SHASTA CA 96067,False,MT SHASTA 5,False,-122.31555,41.31783
MT SHASTA COMMUNITY BUILDING,629 ALDER ST MT SHASTA CA 96067,False,SISSON,False,-122.31555,41.31783
SCOTT VALLEY BEREAN CHURCH,134 CHURCH ST ETNA CA 96027,False,"ETNA 2, ETNA 1",False,-122.89759,41.45481
SCOUT HALL,405 E COLOMBERO DR MCCLOUD CA 96057,False,MCCLOUD CONS,False,-122.13066,41.25616
SONS OF ITALY HALL,155 CLAY ST WEED CA 96094,False,"BUTTEVILLE CONS, WEED 1, WEED 2",False,-122.38337,41.4233
SONS OF ITALY HALL,155 CLAY ST WEED CA 96094,False,WEED 3,False,-122.38337,41.4233
Siskiyou County Clerk's Office,510 N MAIN ST YREKA CA 96097,False,Locality wide location,False,-122.63408,41.73626
VALLEY OAKS SENIORS CENTER,7300 QUARTZ VALLEY RD FORT JONES CA 96032,False,GREENVIEW CONS,False,-122.9063,41.55171
WILLOW CREEK SCHOOL,5321 YORK RD MONTAGUE CA 96064,False,WILLOW CREEK,False,-122.46754,41.84893
