geoid,countyfp,pop20,areakm,popdens,vbm_tot_2020,vbm_lat_2020,vbm_asn_2020,vbm_youth_2020,turnout_tot_2020,turnout_lat_2020,turnout_asn_2020,turnout_youth_2020,vbm_tot_2016,vbm_lat_2016,vbm_asn_2016,vbm_youth_2016,turnout_tot_2016,turnout_lat_2016,turnout_asn_2016,turnout_youth_2016,pollvoter_dens,job_dens,prc_nonengprof_final,prc_nonengprof_final_unreliable_flag,prc_caraccess_final,prc_caraccess_final_unreliable_flag,prcdisabled_final,prcdisabled_final_unreliable_flag,prc_pov_final,prc_pov_final_unreliable_flag,prc_youth_final,prc_youth_final_unreliable_flag,prc_asian,prc_asian_unreliable_flag,prc_black,prc_black_unreliable_flag,prc_latino,prc_latino_unreliable_flag,prc_native,prc_native_unreliable_flag,prc_white,prc_white_unreliable_flag,prc_centralamerican,prc_centralamerican_unreliable_flag,prc_cuban,prc_cuban_unreliable_flag,prc_dominican,prc_dominican_unreliable_flag,prc_mexican,prc_mexican_unreliable_flag,prc_puertorican,prc_puertorican_unreliable_flag,prc_southam,prc_southam_unreliable_flag,prc_asianindian,prc_asianindian_unreliable_flag,prc_chinese,prc_chinese_unreliable_flag,prc_filipino,prc_filipino_unreliable_flag,prc_japanese,prc_japanese_unreliable_flag,prc_korean,prc_korean_unreliable_flag,prc_vietnamese,prc_vietnamese_unreliable_flag,cvapdens,tot_elignonreg_prc_final,tot_elignonreg_prc_final_unreliable_flag
6001451404,1.0,6622.0,1.67493,3953.59078,0.85882,0.80837,0.89571,0.79886,0.79418,0.72141,0.8009,0.70241,0.55809,0.47193,0.62875,0.47323,0.71719,0.65794,0.61774,0.58879,0.00724,0.00082,0.22928,0.0,0.94509,0.0,0.07346,0.0,0.04934,1.0,0.04314,1.0,0.06174,1.0,0.04511,1.0,0.47547,0.0,0.00042,1.0,0.39273,0.0,0.01212,1.0,0.0,1.0,0.00522,1.0,0.43248,0.0,0.01607,1.0,0.0031,1.0,0.00226,1.0,0.00888,1.0,0.04906,1.0,0.0,1.0,0.00338,1.0,0.0024,1.0,0.00346,0.08079,0.0
6001451501,1.0,4923.0,5.05112,974.63461,0.92562,0.92353,0.91909,0.93053,0.84405,0.7847,0.81632,0.77549,0.70436,0.60196,0.72323,0.6504,0.80558,0.71766,0.76021,0.67105,0.00395,0.00275,0.07315,0.0,0.89613,0.0,0.06622,0.0,0.05796,1.0,0.03985,1.0,0.08289,0.0,0.00895,1.0,0.16258,0.0,0.00107,1.0,0.67441,0.0,0.00298,1.0,0.0,1.0,0.0,1.0,0.13531,0.0,0.0,1.0,0.00724,1.0,0.02557,1.0,0.00661,1.0,0.00852,1.0,0.00256,1.0,0.0,1.0,0.0,1.0,0.00308,0.0,1.0
6001451503,1.0,6524.0,2.67412,2439.68271,0.88891,0.85408,0.89928,0.85368,0.83595,0.80516,0.7883,0.75743,0.63188,0.58407,0.5747,0.5931,0.78021,0.72718,0.72877,0.60727,0.00682,0.00308,0.04582,1.0,0.959,0.0,0.06933,1.0,0.07539,0.0,0.05015,1.0,0.13572,0.0,0.01828,0.0,0.15351,0.0,0.00081,1.0,0.63038,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.14251,0.0,0.0,1.0,0.0,1.0,0.01181,1.0,0.0592,1.0,0.03575,1.0,0.0,1.0,0.0,1.0,0.00954,1.0,0.00408,0.0562,0.0
6001451504,1.0,1658.0,3.24743,510.5579,0.91067,0.90005,0.93074,0.9482,0.85801,0.80833,0.85287,0.83459,0.68018,0.65336,0.66023,0.76473,0.80006,0.79284,0.78392,0.58072,0.00156,0.00314,0.17411,0.0,0.96012,0.0,0.04834,1.0,0.02657,1.0,0.03991,1.0,0.23904,0.0,0.00996,1.0,0.19079,0.0,1e-05,1.0,0.54544,0.0,1e-05,1.0,2e-05,1.0,0.0,1.0,0.1767,0.0,6e-05,1.0,1e-05,1.0,0.13431,0.0,0.03093,1.0,0.03516,1.0,0.00292,1.0,0.01342,1.0,0.00011,1.0,0.0011,0.02716,0.0
6001451505,1.0,3177.0,1.37346,2313.1337,0.89387,0.8717,0.80116,0.89873,0.87078,0.86903,0.86125,0.8081,0.65334,0.6309,0.61761,0.77581,0.81078,0.83435,0.77023,0.6332,0.00423,0.00014,0.02016,1.0,1.0,0.0,0.05278,0.0,0.0,1.0,0.06524,1.0,0.07695,0.0,0.00965,1.0,0.13956,0.0,0.00293,1.0,0.75512,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.13049,0.0,0.0041,1.0,0.00234,1.0,0.02487,1.0,0.0,1.0,0.00819,1.0,0.00263,1.0,0.00205,1.0,0.0392,1.0,0.00244,0.01829,0.0
6001451506,1.0,3125.0,0.85114,3671.55464,0.90429,0.84258,0.93386,0.9097,0.80971,0.7104,0.79814,0.68963,0.6585,0.59721,0.87167,0.65162,0.74414,0.67751,0.69724,0.61597,0.0025,0.00022,0.15743,0.0,0.99366,0.0,0.0899,0.0,0.06065,1.0,0.07504,1.0,0.07179,0.0,0.05908,1.0,0.40118,0.0,0.0,1.0,0.43929,0.0,0.04343,1.0,0.0,1.0,0.0,1.0,0.31846,0.0,0.02836,1.0,0.0,1.0,0.01713,1.0,0.0065,1.0,0.02895,1.0,0.00266,1.0,0.0,1.0,0.0003,1.0,0.00183,0.10798,0.0
6001451601,1.0,5003.0,3.93637,1270.96808,0.90946,0.87759,0.93276,0.90167,0.87006,0.84234,0.89248,0.75549,0.68602,0.55542,0.62313,0.63468,0.82099,0.76104,0.79259,0.61695,0.00524,0.0033,0.02814,1.0,0.98033,0.0,0.06952,0.0,0.06266,0.0,0.06956,1.0,0.08747,0.0,0.00168,1.0,0.10668,0.0,0.0,1.0,0.78254,0.0,0.00242,1.0,0.0138,1.0,0.0,1.0,0.07385,0.0,0.00634,1.0,0.0,1.0,0.02219,1.0,0.02686,0.0,0.00205,1.0,0.00783,1.0,0.0,1.0,0.00168,1.0,0.00398,0.11685,0.0
6001451602,1.0,6633.0,3.01345,2201.13406,0.89816,0.89712,0.91161,0.86508,0.84784,0.79255,0.84214,0.75812,0.66048,0.61582,0.63879,0.6348,0.80435,0.74577,0.75707,0.62395,0.00695,0.00412,0.02775,1.0,0.85973,0.0,0.08854,0.0,0.02091,0.0,0.04993,1.0,0.06565,0.0,0.0185,1.0,0.16419,0.0,0.00147,1.0,0.69379,0.0,0.0,1.0,0.00176,1.0,0.00147,1.0,0.12895,0.0,0.00235,1.0,0.00191,1.0,0.02658,1.0,0.00073,1.0,0.01909,1.0,0.01483,1.0,0.00441,1.0,0.0,1.0,0.00478,0.12277,0.0
6001451701,1.0,3271.0,1.22274,2675.13563,0.90838,0.94514,0.90424,0.91212,0.83086,0.83208,0.84988,0.71946,0.65707,0.55684,0.614,0.60381,0.77238,0.70236,0.82833,0.5791,0.00287,0.00067,0.00908,1.0,0.98016,0.0,0.07147,0.0,0.03888,0.0,0.1009,1.0,0.05527,0.0,0.01093,1.0,0.14653,0.0,0.00161,1.0,0.71658,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.13078,0.0,0.0,1.0,0.0,1.0,0.01864,1.0,0.00771,1.0,0.0151,1.0,0.00257,1.0,0.009,1.0,0.0,1.0,0.00205,0.054,0.0
6001451703,1.0,3953.0,1.72034,2297.80791,0.91002,0.88648,0.9388,0.93018,0.86122,0.83867,0.85494,0.8088,0.66652,0.65191,0.65407,0.67217,0.80262,0.77382,0.75326,0.63456,0.00386,0.00032,0.03103,1.0,0.99067,0.0,0.04122,0.0,0.03113,1.0,0.04167,1.0,0.16961,0.0,0.0,1.0,0.19363,0.0,0.00319,1.0,0.58971,0.0,0.03358,1.0,0.0,1.0,0.0,1.0,0.0902,0.0,0.02402,1.0,0.03799,1.0,0.05466,1.0,0.06814,0.0,0.00735,1.0,0.00392,1.0,0.00662,1.0,0.0,1.0,0.00256,0.00209,0.0
6001451704,1.0,4574.0,2.00537,2280.87521,0.91293,0.90206,0.93577,0.92013,0.85908,0.82869,0.84178,0.80336,0.65283,0.57619,0.6356,0.59101,0.81218,0.76982,0.73834,0.65755,0.00421,0.00061,0.04247,1.0,1.0,0.0,0.06086,0.0,0.03054,1.0,0.07214,1.0,0.08298,0.0,0.00376,1.0,0.13189,0.0,0.00221,1.0,0.7225,0.0,0.00155,1.0,0.00708,1.0,0.0,1.0,0.10777,0.0,0.00177,1.0,0.00907,1.0,0.02124,1.0,0.03032,1.0,0.02279,1.0,0.00376,1.0,0.00332,1.0,0.00155,1.0,0.00306,0.04115,0.0
6001981900,1.0,50.0,5.21272,9.59192,0.92304,0.99972,0.7501,0.99944,0.81235,0.99902,0.99971,0.50007,1.0,1.0,1.0,,0.86047,1.0,0.8,0.0,5e-05,0.00269,0.0,1.0,0.85185,1.0,0.13793,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.13793,1.0,0.0,1.0,0.86207,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.13793,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,6e-05,0.21767,1.0
6001982000,1.0,206.0,1.72289,119.56646,0.9183,0.85247,0.97,0.87438,0.72731,0.79877,0.77882,0.52678,0.96725,0.82986,0.99146,0.95061,0.71542,0.85153,0.7114,0.48455,0.00012,0.00184,0.19048,1.0,1.0,1.0,0.16327,1.0,0.19048,1.0,0.0,1.0,0.31746,1.0,0.36508,1.0,0.12698,1.0,0.03175,1.0,0.15873,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.06349,1.0,0.0,1.0,0.06349,1.0,0.0,1.0,0.19048,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,4e-05,0.0,1.0
6001982100,1.0,1044.0,1.69536,615.79738,0.86515,0.73897,0.65343,0.77256,0.62333,0.63714,0.45201,0.70876,,,,,,,,,0.00014,0.00054,0.1111,1.0,0.99688,1.0,0.56289,1.0,0.07099,1.0,0.70499,0.0,0.43966,0.0,0.03068,1.0,0.12362,0.0,1e-05,1.0,0.38678,0.0,1e-05,1.0,0.0,1.0,0.00287,1.0,0.04508,0.0,1e-05,1.0,0.04979,1.0,0.06228,0.0,0.23178,0.0,0.00672,1.0,0.04404,1.0,0.04311,1.0,0.00959,1.0,0.00041,0.78418,0.0
6001983200,1.0,838.0,0.64918,1290.86804,0.96229,0.93548,0.96809,0.54839,0.86037,0.83784,0.91262,0.52542,0.84242,0.70833,0.84058,0.79998,0.79455,0.72728,0.85185,0.34886,0.0004,0.0065,0.02957,1.0,0.97941,0.0,0.0818,1.0,0.08405,0.0,0.02744,1.0,0.23671,0.0,0.09091,1.0,0.08062,1.0,0.01544,1.0,0.5283,0.0,0.00686,1.0,0.0,1.0,0.0,1.0,0.03602,1.0,0.00686,1.0,0.0,1.0,0.06175,0.0,0.10635,0.0,0.02401,1.0,0.00515,1.0,0.00858,1.0,0.0,1.0,0.00048,0.0,1.0
6001402800,,,,,,,,,,,,,0.7154,0.62467,0.84732,0.59852,0.64716,0.66311,0.64605,0.55393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6001403300,,,,,,,,,,,,,0.76474,0.71549,0.83523,0.63722,0.74386,0.77815,0.67677,0.62591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6001403400,,,,,,,,,,,,,0.7085,0.66807,0.83567,0.63989,0.76956,0.83805,0.68808,0.65592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6001420300,,,,,,,,,,,,,0.68711,0.58179,0.74067,0.65739,0.783,0.78873,0.71661,0.6461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6001420400,,,,,,,,,,,,,0.58018,0.49306,0.69333,0.61616,0.75302,0.79558,0.75,0.75573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6001422600,,,,,,,,,,,,,0.42228,0.35228,0.35679,0.39332,0.56001,0.69097,0.51438,0.66829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6001422900,,,,,,,,,,,,,0.58196,0.47135,0.60123,0.49105,0.66167,0.73135,0.64942,0.71861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6001432600,,,,,,,,,,,,,0.63404,0.56899,0.84541,0.55414,0.70846,0.7054,0.61216,0.57054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6001433800,,,,,,,,,,,,,0.6986,0.69958,0.79296,0.61561,0.65912,0.68111,0.61226,0.53263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6001436300,,,,,,,,,,,,,0.6691,0.63055,0.74259,0.55263,0.67677,0.68023,0.67863,0.54447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6001436401,,,,,,,,,,,,,0.69058,0.63809,0.75822,0.59455,0.72963,0.70728,0.69106,0.55904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6001440335,,,,,,,,,,,,,0.67028,0.61223,0.70842,0.67481,0.70178,0.75124,0.70804,0.58894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6001441700,,,,,,,,,,,,,0.62869,0.54292,0.6867,0.61819,0.69637,0.708,0.66273,0.56433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6001441925,,,,,,,,,,,,,0.69476,0.67783,0.7385,0.67409,0.67547,0.6177,0.66155,0.57613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6001442500,,,,,,,,,,,,,0.66182,0.59883,0.72523,0.64716,0.71373,0.71146,0.69167,0.60857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6001444302,,,,,,,,,,,,,0.60043,0.53833,0.69388,0.51015,0.70461,0.70506,0.67904,0.59236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6001450602,,,,,,,,,,,,,0.70773,0.63081,0.74643,0.78056,0.8184,0.82076,0.80878,0.60213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6001451101,,,,,,,,,,,,,0.73119,0.67938,0.68315,0.69581,0.78407,0.73337,0.70417,0.63767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
