geoid,countyfp,pop20,areakm,popdens,vbm_tot_2020,vbm_lat_2020,vbm_asn_2020,vbm_youth_2020,turnout_tot_2020,turnout_lat_2020,turnout_asn_2020,turnout_youth_2020,vbm_tot_2016,vbm_lat_2016,vbm_asn_2016,vbm_youth_2016,turnout_tot_2016,turnout_lat_2016,turnout_asn_2016,turnout_youth_2016,pollvoter_dens,job_dens,prc_nonengprof_final,prc_nonengprof_final_unreliable_flag,prc_caraccess_final,prc_caraccess_final_unreliable_flag,prcdisabled_final,prcdisabled_final_unreliable_flag,prc_pov_final,prc_pov_final_unreliable_flag,prc_youth_final,prc_youth_final_unreliable_flag,prc_asian,prc_asian_unreliable_flag,prc_black,prc_black_unreliable_flag,prc_latino,prc_latino_unreliable_flag,prc_native,prc_native_unreliable_flag,prc_white,prc_white_unreliable_flag,prc_centralamerican,prc_centralamerican_unreliable_flag,prc_cuban,prc_cuban_unreliable_flag,prc_dominican,prc_dominican_unreliable_flag,prc_mexican,prc_mexican_unreliable_flag,prc_puertorican,prc_puertorican_unreliable_flag,prc_southam,prc_southam_unreliable_flag,prc_asianindian,prc_asianindian_unreliable_flag,prc_chinese,prc_chinese_unreliable_flag,prc_filipino,prc_filipino_unreliable_flag,prc_japanese,prc_japanese_unreliable_flag,prc_korean,prc_korean_unreliable_flag,prc_vietnamese,prc_vietnamese_unreliable_flag,cvapdens,tot_elignonreg_prc_final,tot_elignonreg_prc_final_unreliable_flag
6001444200,1.0,6459.0,2.06972,3120.71113,0.91061,0.88154,0.92051,0.85217,0.79888,0.78639,0.77916,0.76689,0.62054,0.55855,0.68705,0.56722,0.73896,0.73801,0.67547,0.63038,0.00474,0.00234,0.19943,0.0,0.98569,0.0,0.05501,0.0,0.05439,1.0,0.10124,0.0,0.35067,0.0,0.05427,1.0,0.33338,0.0,0.00689,1.0,0.19348,0.0,0.04978,1.0,0.0,1.0,0.0,1.0,0.25506,0.0,0.00394,1.0,0.00675,1.0,0.03192,1.0,0.10377,1.0,0.10082,0.0,0.01012,1.0,0.02376,1.0,0.07129,1.0,0.00404,0.2002,0.0
6001444301,1.0,3623.0,2.57647,1406.18806,0.92682,0.90761,0.95256,0.92159,0.8201,0.82264,0.82886,0.76451,0.6576,0.61776,0.73444,0.66238,0.75822,0.77332,0.69102,0.65554,0.00246,0.00429,0.10949,0.0,0.99411,0.0,0.07771,0.0,0.07073,1.0,0.09942,1.0,0.26831,0.0,0.04656,1.0,0.32444,0.0,0.0,1.0,0.32897,0.0,0.04556,1.0,0.0,1.0,0.0,1.0,0.25824,0.0,0.00227,1.0,0.0,1.0,0.1037,0.0,0.04103,0.0,0.10622,0.0,0.00252,1.0,0.0,1.0,0.01435,1.0,0.00237,0.15394,0.0
6001444303,1.0,5.0,5.64302,0.88605,0.9991,0.99916,0.99981,0.87654,0.40279,0.50169,0.33431,0.76415,,,,,,,,,0.0,1e-05,0.20504,0.0,0.97467,0.0,0.05587,0.0,0.03433,0.0,0.10125,1.0,0.36606,0.0,0.04552,1.0,0.39749,0.0,0.00521,1.0,0.14195,0.0,0.00366,1.0,0.0,1.0,0.0,1.0,0.36413,0.0,0.01986,1.0,0.0,1.0,0.08602,0.0,0.05169,0.0,0.15738,0.0,0.01003,1.0,0.0,1.0,0.00482,1.0,0.0,0.0,1.0
6001444304,1.0,7206.0,16.78745,429.24924,0.91298,0.89799,0.92818,0.86138,0.79235,0.77065,0.80403,0.75839,,,,,,,,,0.00356,0.0045,0.20377,0.0,0.97496,0.0,0.0551,0.0,0.03412,0.0,0.09862,1.0,0.38256,0.0,0.04459,1.0,0.38447,0.0,0.00533,1.0,0.14,0.0,0.00353,1.0,0.0,1.0,0.0,1.0,0.3518,0.0,0.01953,1.0,0.0,1.0,0.09779,0.0,0.05867,0.0,0.15394,0.0,0.01024,1.0,0.00019,1.0,0.00585,1.0,0.00306,0.17012,0.0
6001444400,1.0,5286.0,1.02775,5143.26826,0.89684,0.88999,0.95033,0.8571,0.75798,0.73896,0.79372,0.72458,0.57559,0.51545,0.71808,0.54508,0.70406,0.70906,0.65416,0.578,0.00341,0.00053,0.22395,0.0,0.9842,0.0,0.06399,0.0,0.07924,0.0,0.09859,1.0,0.20467,0.0,0.0493,1.0,0.53405,0.0,0.00438,1.0,0.14314,0.0,0.04309,1.0,0.0,1.0,0.0,1.0,0.48841,0.0,0.00073,1.0,0.00183,1.0,0.01789,1.0,0.03122,0.0,0.07979,0.0,0.0031,1.0,0.00475,1.0,0.0283,1.0,0.00265,0.23498,0.0
6001444500,1.0,6421.0,1.95928,3277.22973,0.90032,0.90441,0.92148,0.89114,0.74288,0.71015,0.7591,0.70375,0.6118,0.60762,0.63386,0.63602,0.70382,0.68983,0.71379,0.59094,0.00402,0.00254,0.22396,0.0,0.98519,0.0,0.04549,1.0,0.04378,1.0,0.08992,1.0,0.25512,0.0,0.04084,0.0,0.47579,0.0,0.00146,1.0,0.18449,0.0,0.04709,1.0,0.0,1.0,0.0,1.0,0.41181,0.0,0.00133,1.0,0.00239,1.0,0.07622,0.0,0.05879,0.0,0.06159,0.0,0.0145,1.0,0.0,1.0,0.0427,1.0,0.00383,0.32545,0.0
6001444601,1.0,6086.0,3.05583,1991.60176,0.91614,0.90175,0.94122,0.89733,0.80812,0.76745,0.81446,0.78622,0.64428,0.56085,0.67706,0.63584,0.74413,0.71922,0.72611,0.60231,0.00414,0.00367,0.12895,0.0,0.9736,0.0,0.05386,0.0,0.03211,0.0,0.0526,1.0,0.37718,0.0,0.0137,1.0,0.25372,0.0,0.00087,1.0,0.31858,0.0,0.01371,1.0,0.01604,1.0,0.0,1.0,0.17564,0.0,0.03692,1.0,0.00518,1.0,0.13882,0.0,0.09498,0.0,0.05013,1.0,0.00348,1.0,0.0,1.0,0.03923,1.0,0.00333,0.09618,0.0
6001444602,1.0,4779.0,5.61891,850.52099,0.91582,0.88643,0.94742,0.90886,0.81002,0.81931,0.80223,0.73567,0.6386,0.63924,0.68969,0.56425,0.72199,0.70308,0.68304,0.56047,0.00303,0.00592,0.1318,0.0,0.98038,0.0,0.04227,1.0,0.02321,0.0,0.04369,1.0,0.63086,0.0,0.0582,1.0,0.11221,0.0,0.00136,1.0,0.157,0.0,0.02643,1.0,0.00296,1.0,0.0,1.0,0.07176,0.0,0.00037,1.0,0.00338,1.0,0.26917,0.0,0.15944,0.0,0.11063,0.0,0.00711,1.0,0.02767,1.0,0.00119,1.0,0.00248,0.06741,0.0
6001450101,1.0,6828.0,1.81165,3768.94144,0.90347,0.87783,0.92723,0.90499,0.82946,0.85674,0.84759,0.80695,0.67613,0.67958,0.70385,0.64535,0.76916,0.77628,0.74665,0.56578,0.00394,0.00559,0.15134,0.0,0.96402,0.0,0.02164,1.0,0.06154,1.0,0.02643,1.0,0.47217,0.0,0.04435,1.0,0.0807,0.0,0.00383,1.0,0.31948,0.0,0.01096,1.0,0.00174,1.0,0.0,1.0,0.05043,1.0,0.00748,1.0,0.00609,1.0,0.26348,0.0,0.11722,0.0,0.02696,1.0,0.01148,0.0,0.02017,1.0,0.00174,1.0,0.00276,0.06178,0.0
6001450102,1.0,7517.0,9.58497,784.24866,0.92671,0.93417,0.94843,0.94329,0.85644,0.82059,0.87395,0.79604,0.66626,0.63839,0.69976,0.61173,0.74497,0.78699,0.73327,0.58053,0.00266,0.00286,0.20446,0.0,0.94828,0.0,0.03883,1.0,0.0343,0.0,0.05226,1.0,0.41649,0.0,0.06356,0.0,0.1762,0.0,0.01289,0.0,0.24753,0.0,0.02684,1.0,0.00371,1.0,0.0,1.0,0.12129,0.0,0.01218,1.0,0.0,1.0,0.19933,0.0,0.13471,0.0,0.04237,0.0,0.00441,1.0,0.00865,1.0,0.00459,1.0,0.00294,0.46805,0.0
6001450200,1.0,6456.0,1.61261,4003.45303,0.90603,0.91784,0.93176,0.87559,0.82733,0.78182,0.82761,0.76173,0.65786,0.63849,0.69596,0.60541,0.78039,0.76207,0.73843,0.6508,0.0043,0.00029,0.15257,0.0,0.94014,0.0,0.04612,1.0,0.08944,1.0,0.05149,1.0,0.38406,0.0,0.03127,1.0,0.10374,0.0,0.0,1.0,0.41895,0.0,0.00572,1.0,0.00153,1.0,0.0,1.0,0.08658,1.0,0.00458,1.0,0.0,1.0,0.18078,0.0,0.1148,0.0,0.04024,1.0,0.02174,1.0,0.0042,1.0,0.0,1.0,0.00264,0.0,1.0
6001450300,1.0,5549.0,3.13364,1770.78242,0.90419,0.88951,0.93064,0.89311,0.85011,0.80272,0.84517,0.79021,0.64579,0.60723,0.73519,0.66439,0.79709,0.77696,0.70482,0.60832,0.00486,0.00666,0.12328,0.0,0.9492,0.0,0.06462,0.0,0.04317,1.0,0.06523,1.0,0.23388,0.0,0.03127,1.0,0.20645,0.0,0.00115,1.0,0.49942,0.0,0.01381,1.0,0.00863,1.0,0.0,1.0,0.1084,0.0,0.04375,1.0,0.00537,1.0,0.06332,0.0,0.06754,0.0,0.01573,1.0,0.00595,1.0,0.01477,1.0,0.05276,1.0,0.0032,0.04798,0.0
6001450400,1.0,7678.0,3.14843,2438.6769,0.88196,0.83977,0.94055,0.84643,0.83114,0.82397,0.83579,0.79053,0.63128,0.53005,0.70497,0.55927,0.77797,0.77794,0.75508,0.60839,0.00757,0.00562,0.11802,0.0,0.97521,0.0,0.07231,1.0,0.02514,1.0,0.05792,1.0,0.2664,0.0,0.03335,0.0,0.13903,0.0,0.0,1.0,0.48339,0.0,0.02443,1.0,0.0,1.0,0.0,1.0,0.08743,0.0,0.00522,1.0,0.01112,1.0,0.08166,0.0,0.05902,1.0,0.05065,1.0,0.00288,1.0,0.01427,1.0,0.07247,1.0,0.00433,0.09538,0.0
6001450501,1.0,3281.0,1.16321,2820.64255,0.90993,0.85463,0.95194,0.9119,0.86476,0.85815,0.87611,0.79932,0.68033,0.66084,0.72885,0.67859,0.80984,0.78369,0.7685,0.6051,0.00304,0.00217,0.09478,0.0,0.94583,0.0,0.06178,1.0,0.04531,1.0,0.04975,1.0,0.2557,0.0,0.0,1.0,0.08904,0.0,0.00634,1.0,0.59537,0.0,0.00856,1.0,0.0,1.0,0.0,1.0,0.0507,0.0,0.00285,1.0,0.01838,1.0,0.09759,0.0,0.04943,0.0,0.02155,0.0,0.01489,0.0,0.04404,1.0,0.00634,1.0,0.00206,0.0,1.0
6001450502,1.0,5759.0,11.29453,509.89267,0.92641,0.90733,0.94955,0.92535,0.86434,0.85782,0.85336,0.82773,0.7135,0.68936,0.78226,0.75457,0.8209,0.79352,0.7628,0.63937,0.0044,0.00097,0.10397,0.0,0.97477,0.0,0.04605,0.0,0.03698,0.0,0.06485,1.0,0.39053,0.0,0.01475,1.0,0.08834,0.0,0.00947,1.0,0.46029,0.0,0.00874,1.0,0.00401,1.0,0.0,1.0,0.04536,0.0,0.01075,1.0,0.00109,1.0,0.17322,0.0,0.12878,0.0,0.01894,1.0,0.01129,1.0,0.02495,1.0,0.01439,1.0,0.00358,0.0,1.0
6001450601,1.0,3481.0,50.09461,69.48852,0.93513,0.90319,0.9344,0.90112,0.8596,0.8486,0.80182,0.80085,0.73423,0.74907,0.71658,0.79846,0.79468,0.82602,0.74522,0.5908,0.00269,0.00083,0.09075,0.0,0.99854,0.0,0.0261,1.0,0.03818,0.0,0.05795,1.0,0.36089,0.0,0.01675,1.0,0.06125,0.0,0.00522,1.0,0.50618,0.0,0.0022,1.0,0.0,1.0,0.0,1.0,0.04614,1.0,0.00385,1.0,0.00604,1.0,0.16506,0.0,0.10766,0.0,0.03213,1.0,0.00385,1.0,0.04147,1.0,0.00687,1.0,0.00252,0.0,1.0
6001450603,1.0,4906.0,3.91885,1251.89841,0.90871,0.91635,0.92851,0.91191,0.86773,0.87859,0.8818,0.75876,0.66222,0.62117,0.70529,0.68609,0.80663,0.77857,0.7906,0.57515,0.00419,0.00614,0.13572,0.0,1.0,0.0,0.03978,1.0,0.01951,1.0,0.04442,1.0,0.29351,0.0,0.01378,1.0,0.11775,0.0,0.00369,1.0,0.55246,0.0,0.03084,1.0,0.0,1.0,0.0,1.0,0.06072,0.0,0.00291,1.0,0.00698,1.0,0.11232,0.0,0.09156,0.0,0.01067,1.0,0.01203,1.0,0.03938,1.0,0.00485,1.0,0.00309,0.09387,0.0
6001450604,1.0,4903.0,2.11301,2320.38364,0.92972,0.88743,0.95032,0.91468,0.88043,0.82898,0.86955,0.82414,0.72081,0.65041,0.72738,0.7595,0.83918,0.78754,0.80322,0.62387,0.0036,0.0013,0.09276,0.0,0.95346,0.0,0.03339,1.0,0.04505,0.0,0.05486,1.0,0.27666,0.0,0.00527,1.0,0.09464,0.0,0.0,1.0,0.58202,0.0,0.00545,1.0,0.0,1.0,0.002,1.0,0.05795,0.0,0.0,1.0,0.01381,1.0,0.12153,0.0,0.07811,0.0,0.00999,1.0,0.00345,1.0,0.03106,1.0,0.02107,1.0,0.00328,0.06042,0.0
6001450605,1.0,3938.0,1.77082,2223.82955,0.92825,0.9419,0.95764,0.93229,0.87777,0.87113,0.86807,0.835,0.73072,0.67191,0.81855,0.77373,0.84194,0.78156,0.83411,0.67211,0.00285,0.00149,0.05323,0.0,0.98607,0.0,0.05618,0.0,0.0393,0.0,0.05163,1.0,0.23735,0.0,0.00925,1.0,0.09196,0.0,0.00051,1.0,0.61983,0.0,0.00231,1.0,0.00873,1.0,0.0,1.0,0.03391,1.0,0.00462,1.0,0.01336,1.0,0.0899,0.0,0.08836,0.0,0.02312,0.0,0.00462,1.0,0.02081,1.0,0.0,1.0,0.00254,0.06714,0.0
6001450606,1.0,6027.0,2.02818,2971.63126,0.93571,0.90792,0.94546,0.94819,0.88279,0.8631,0.85201,0.81367,0.68274,0.68846,0.71107,0.7622,0.82992,0.83286,0.77374,0.61105,0.00425,0.0014,0.11856,0.0,0.98098,0.0,0.03228,1.0,0.02739,0.0,0.0646,0.0,0.28142,0.0,0.0064,1.0,0.06156,0.0,0.00656,1.0,0.60185,0.0,0.0032,1.0,0.0,1.0,0.0,1.0,0.04365,0.0,0.00416,1.0,0.0,1.0,0.11513,0.0,0.07819,0.0,0.01343,1.0,0.02271,1.0,0.02462,1.0,0.00352,1.0,0.00409,0.02537,0.0
6001450607,1.0,6054.0,4.74221,1276.61894,0.90855,0.85857,0.94885,0.92649,0.83305,0.81708,0.8283,0.77339,0.67358,0.54949,0.75594,0.67121,0.77668,0.75557,0.6643,0.55096,0.00416,0.0091,0.12528,0.0,0.90184,0.0,0.07665,0.0,0.10985,0.0,0.04163,1.0,0.27742,0.0,0.02221,1.0,0.12034,0.0,0.0,1.0,0.53507,0.0,0.01224,1.0,0.0077,1.0,0.0,1.0,0.07959,0.0,0.0,1.0,0.01767,1.0,0.13346,0.0,0.08833,0.0,0.00647,1.0,0.00385,1.0,0.04076,1.0,0.00455,1.0,0.00341,0.15621,0.0
6001450608,1.0,4142.0,3.5141,1178.67978,0.92042,0.86471,0.93696,0.93232,0.85974,0.82928,0.85788,0.80446,,,,,,,,,0.0036,0.00011,0.12227,0.0,0.97993,0.0,0.03368,0.0,0.03139,0.0,0.06332,1.0,0.33863,0.0,0.02669,0.0,0.08242,0.0,0.00097,1.0,0.5094,0.0,0.00175,1.0,0.0,1.0,0.0,1.0,0.04296,1.0,0.01997,1.0,0.01208,1.0,0.12616,0.0,0.1019,0.0,0.01218,1.0,0.01042,1.0,0.05826,1.0,0.00331,1.0,0.00276,0.0,1.0
6001450609,1.0,4850.0,2.68839,1804.05534,0.92195,0.94003,0.94033,0.91028,0.86222,0.88834,0.87558,0.82653,,,,,,,,,0.00366,0.01484,0.12227,0.0,0.97993,0.0,0.03368,0.0,0.03139,0.0,0.06332,1.0,0.33863,0.0,0.02669,0.0,0.08242,0.0,0.00097,1.0,0.5094,0.0,0.00175,1.0,0.0,1.0,0.0,1.0,0.04296,1.0,0.01997,1.0,0.01208,1.0,0.12616,0.0,0.1019,0.0,0.01218,1.0,0.01042,1.0,0.05826,1.0,0.00331,1.0,0.00331,0.13025,0.0
6001450701,1.0,8273.0,267.17866,30.9643,0.92316,0.90777,0.93359,0.94577,0.86369,0.86078,0.84078,0.8009,0.75298,0.75235,0.74311,0.8,0.81651,0.82463,0.76054,0.6206,0.0073,0.00197,0.09671,0.0,0.98637,0.0,0.0262,1.0,0.04001,0.0,0.06609,1.0,0.32285,0.0,0.02067,1.0,0.06177,0.0,0.00117,1.0,0.55758,0.0,3e-05,1.0,0.01242,1.0,0.0,1.0,0.03164,0.0,0.00569,1.0,0.00232,1.0,0.11261,0.0,0.13118,0.0,0.01058,1.0,0.00837,1.0,0.01732,1.0,0.00564,1.0,0.00535,0.0,1.0
6001450741,1.0,5483.0,2.18238,2512.39683,0.91036,0.90427,0.91791,0.90948,0.84047,0.79548,0.83207,0.75938,0.70902,0.66678,0.77508,0.67257,0.79854,0.77127,0.7721,0.65733,0.00445,0.00377,0.14719,0.0,0.94278,0.0,0.05856,0.0,0.06104,0.0,0.06951,1.0,0.19539,0.0,0.02702,1.0,0.1953,0.0,0.00447,1.0,0.53172,0.0,0.01429,1.0,0.00024,1.0,0.0,1.0,0.12996,0.0,0.0,1.0,0.02472,1.0,0.07601,0.0,0.06864,0.0,0.01676,1.0,0.01154,1.0,0.00789,1.0,0.00097,1.0,0.0037,0.16732,0.0
6001450742,1.0,5441.0,8.09541,672.10893,0.92518,0.95175,0.94369,0.93167,0.87201,0.86959,0.86676,0.79615,0.72459,0.69193,0.73922,0.68306,0.82921,0.80265,0.75355,0.61835,0.00424,0.00039,0.10827,0.0,0.91033,0.0,0.03209,0.0,0.03483,1.0,0.06494,1.0,0.25625,0.0,0.00589,1.0,0.10081,0.0,0.0,1.0,0.58186,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.06825,0.0,0.00258,1.0,0.01821,1.0,0.10394,0.0,0.0791,0.0,0.01637,1.0,0.01122,1.0,0.0287,0.0,0.00166,1.0,0.00342,0.00043,0.0
6001450743,1.0,8901.0,4.27882,2080.24568,0.90602,0.89395,0.92984,0.91949,0.83721,0.83149,0.87011,0.78818,0.64279,0.64893,0.66768,0.59347,0.76629,0.6982,0.76644,0.56486,0.00372,0.02177,0.1696,0.0,0.9679,0.0,0.01477,1.0,0.07016,1.0,0.07361,1.0,0.60828,0.0,0.05341,1.0,0.05791,0.0,0.00658,1.0,0.19752,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.04983,0.0,0.00389,1.0,0.00314,1.0,0.40496,0.0,0.09964,0.0,0.05685,0.0,0.00658,1.0,0.01481,1.0,0.00449,1.0,0.00246,0.0,1.0
6001450744,1.0,5991.0,2.62669,2280.81798,0.94483,0.88993,0.96684,0.94584,0.8789,0.87124,0.87972,0.80339,0.7108,0.6023,0.76779,0.72353,0.82994,0.77913,0.7835,0.61611,0.00347,0.00227,0.07508,0.0,0.95195,0.0,0.04162,0.0,0.04052,0.0,0.06465,1.0,0.30251,0.0,0.01116,1.0,0.07265,0.0,0.00667,1.0,0.5606,0.0,0.00447,1.0,0.0,1.0,0.0,1.0,0.0528,0.0,0.01017,1.0,1e-05,1.0,0.12221,0.0,0.09506,0.0,0.02359,1.0,0.01397,1.0,0.02774,1.0,0.00263,1.0,0.00409,0.06858,0.0
6001450745,1.0,6376.0,7.31121,872.08581,0.92064,0.95359,0.93836,0.95426,0.87142,0.84741,0.8597,0.81417,0.75153,0.73517,0.79033,0.79305,0.82034,0.83207,0.76402,0.64847,0.0047,0.00107,0.17164,0.0,0.96063,0.0,0.03798,1.0,0.02907,1.0,0.03689,1.0,0.57988,0.0,0.00388,1.0,0.09923,0.0,0.00282,1.0,0.29381,0.0,0.00401,1.0,0.0,1.0,0.0,1.0,0.06824,1.0,0.0009,1.0,0.01833,1.0,0.29959,0.0,0.17714,0.0,0.01312,1.0,0.00568,1.0,0.05222,1.0,1e-05,1.0,0.00397,0.0914,0.0
6001450746,1.0,3239.0,1.73396,1867.98294,0.91609,0.89425,0.93113,0.92458,0.88008,0.83794,0.85943,0.82227,0.68224,0.50884,0.77633,0.69018,0.82739,0.78505,0.81773,0.66811,0.00275,0.00365,0.10769,0.0,0.91567,0.0,0.04966,1.0,0.01759,0.0,0.04255,1.0,0.26723,0.0,0.00312,1.0,0.11972,0.0,0.0,1.0,0.57589,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.09163,0.0,0.00766,1.0,0.00993,1.0,0.11149,0.0,0.08312,0.0,0.01078,1.0,0.00284,1.0,0.03943,1.0,0.01957,1.0,0.00213,0.0839,0.0
6001450750,1.0,6792.0,1.68412,4032.95909,0.91668,0.86737,0.92951,0.89815,0.81785,0.79058,0.83813,0.76849,0.70019,0.5724,0.76428,0.52788,0.75079,0.72566,0.72912,0.60269,0.00327,0.00126,0.16792,0.0,0.9576,0.0,0.04009,0.0,0.02611,0.0,0.04636,1.0,0.54512,0.0,0.07371,0.0,0.09343,0.0,0.0,1.0,0.2444,0.0,0.00462,1.0,0.0,1.0,0.0,1.0,0.06359,1.0,0.00693,1.0,0.00746,1.0,0.26519,0.0,0.12167,0.0,0.05933,0.0,0.00284,1.0,0.05719,0.0,0.02611,1.0,0.00269,0.05904,0.0
6001450751,1.0,12413.0,9.98876,1242.69656,0.93426,0.92009,0.94222,0.92697,0.8726,0.88144,0.87152,0.79394,0.69805,0.6908,0.70534,0.75718,0.8092,0.76264,0.79428,0.5878,0.00561,0.00117,0.21148,0.0,0.98398,0.0,0.01754,1.0,0.02636,0.0,0.02661,1.0,0.80996,0.0,0.01268,1.0,0.03095,0.0,0.00045,1.0,0.12035,0.0,1e-05,1.0,0.0,1.0,0.0,1.0,0.02917,0.0,2e-05,1.0,0.00074,1.0,0.44272,0.0,0.22459,0.0,0.03235,0.0,0.00467,1.0,0.03135,0.0,0.03835,1.0,0.00468,0.0,1.0
6001450752,1.0,9849.0,17.42085,565.35709,0.93071,0.90515,0.94005,0.92437,0.87458,0.88297,0.86702,0.82275,0.69984,0.62842,0.72419,0.73159,0.78597,0.78806,0.75853,0.56905,0.00524,0.00344,0.14161,0.0,0.99376,0.0,0.01516,1.0,0.03492,0.0,0.05516,1.0,0.61962,0.0,0.04627,1.0,0.07402,0.0,0.00082,1.0,0.20737,0.0,1e-05,1.0,0.00205,1.0,0.0,1.0,0.06705,0.0,1e-05,1.0,0.0049,1.0,0.28684,0.0,0.20468,0.0,0.03893,0.0,0.0045,1.0,0.02369,1.0,0.0162,1.0,0.0039,0.0,1.0
6001451102,1.0,3957.0,4.77527,828.64374,0.92064,0.90553,0.93472,0.90168,0.88954,0.90988,0.8854,0.79839,0.69275,0.60305,0.72228,0.69734,0.83681,0.80253,0.78077,0.65009,0.00399,0.00106,0.03508,0.0,1.0,0.0,0.08712,1.0,0.04496,1.0,0.03872,1.0,0.07246,0.0,0.00325,1.0,0.09393,0.0,0.00624,1.0,0.7719,0.0,0.01149,1.0,0.0,1.0,0.0,1.0,0.04671,0.0,0.0,1.0,0.01624,1.0,0.012,1.0,0.01425,1.0,0.01749,1.0,0.02423,1.0,0.0,1.0,0.00425,1.0,0.00276,0.0,1.0
6001451103,1.0,1481.0,60.25075,24.58061,0.93043,0.95843,0.98088,0.9449,0.85681,0.85799,0.84872,0.80314,,,,,,,,,0.0011,0.01444,0.11165,0.0,0.98593,0.0,0.03784,0.0,0.02765,0.0,0.06086,1.0,0.16859,0.0,0.01691,1.0,0.14517,0.0,0.00012,1.0,0.61607,0.0,0.00414,1.0,0.0,1.0,0.0,1.0,0.12975,0.0,0.0,1.0,0.01035,1.0,0.06076,1.0,0.0327,1.0,0.04049,1.0,0.01047,1.0,0.00438,1.0,0.01127,1.0,0.00094,0.0,1.0
6001451104,1.0,7029.0,497.5408,14.12748,0.90336,0.90921,0.90956,0.89532,0.83644,0.79947,0.80013,0.79855,,,,,,,,,0.0061,0.00809,0.11164,0.0,0.98592,0.0,0.03785,0.0,0.02767,0.0,0.06087,1.0,0.16851,0.0,0.01691,1.0,0.14523,0.0,0.00012,1.0,0.61608,0.0,0.00414,1.0,0.0,1.0,0.0,1.0,0.12981,0.0,0.0,1.0,0.01035,1.0,0.06073,1.0,0.03267,1.0,0.04049,1.0,0.01047,1.0,0.00437,1.0,0.01127,1.0,0.00451,0.1243,0.0
6001451201,1.0,7277.0,3.67208,1981.71182,0.87457,0.87432,0.92942,0.87574,0.82471,0.80988,0.78086,0.7746,0.61857,0.62087,0.66216,0.54876,0.75045,0.75316,0.71683,0.58073,0.00866,0.00057,0.06617,1.0,0.97669,0.0,0.04805,0.0,0.07862,1.0,0.07784,1.0,0.14958,0.0,0.01261,1.0,0.2026,0.0,0.00377,1.0,0.57596,0.0,0.0026,1.0,0.00663,1.0,0.0,1.0,0.1718,0.0,0.01884,1.0,0.00273,1.0,0.04782,1.0,0.00403,1.0,0.05055,0.0,0.00221,1.0,0.0,1.0,0.03379,1.0,0.00489,0.12477,0.0
6001451202,1.0,5783.0,45.82063,126.20954,0.90561,0.91607,0.9359,0.88545,0.8307,0.79329,0.81102,0.73532,0.66868,0.66532,0.7537,0.6492,0.7574,0.71262,0.74829,0.59667,0.00533,0.00205,0.07505,0.0,0.97261,0.0,0.05995,0.0,0.02488,1.0,0.06303,1.0,0.15572,0.0,0.0079,1.0,0.14689,0.0,0.00289,1.0,0.61026,0.0,0.01099,1.0,0.00482,1.0,0.0,1.0,0.12144,0.0,0.00964,1.0,0.0,1.0,0.03527,1.0,0.04914,0.0,0.02178,1.0,0.01465,1.0,0.01638,1.0,0.00559,1.0,0.00347,0.0,1.0
6001451300,1.0,6441.0,12.67086,508.33153,0.90733,0.91925,0.93815,0.9244,0.83506,0.78883,0.79584,0.77654,0.6139,0.61481,0.73573,0.56973,0.76626,0.72751,0.63624,0.60025,0.00637,0.00884,0.04625,1.0,0.98437,0.0,0.04426,0.0,0.06142,1.0,0.07909,1.0,0.09012,0.0,0.01377,1.0,0.19629,0.0,0.0,1.0,0.63406,0.0,0.00956,1.0,0.0,1.0,0.0,1.0,0.14487,0.0,0.00681,1.0,0.0,1.0,0.01188,1.0,0.02276,1.0,0.0326,0.0,0.00507,1.0,0.0,1.0,0.021,1.0,0.00447,0.06515,0.0
6001451401,1.0,6059.0,4.63305,1307.77892,0.91607,0.89757,0.95396,0.89999,0.84593,0.78946,0.80122,0.75915,0.63611,0.59245,0.61581,0.59825,0.78198,0.72832,0.68244,0.66653,0.00505,0.00294,0.09871,0.0,0.95169,0.0,0.03631,1.0,0.05474,0.0,0.07366,1.0,0.13243,0.0,0.05442,1.0,0.20368,0.0,0.0,1.0,0.56843,0.0,0.01825,1.0,0.00436,1.0,0.0,1.0,0.15974,0.0,0.0,1.0,0.00129,1.0,0.01954,1.0,0.08219,0.0,0.0365,1.0,0.0,1.0,0.0,1.0,1e-05,1.0,0.00408,0.09869,0.0
6001451403,1.0,2177.0,0.67987,3202.0633,0.88111,0.85237,0.91047,0.83751,0.82005,0.77168,0.79284,0.76988,0.59226,0.52653,0.69218,0.59465,0.75413,0.72831,0.71397,0.62407,0.00251,0.0002,0.09452,0.0,0.98084,0.0,0.05637,0.0,0.03683,0.0,0.05763,1.0,0.08925,0.0,0.0156,1.0,0.27816,0.0,0.0,1.0,0.56412,0.0,0.00347,1.0,0.0,1.0,0.0,1.0,0.24437,0.0,0.0182,1.0,0.0,1.0,0.0234,1.0,0.01993,0.0,0.01993,1.0,0.0052,1.0,0.0,1.0,0.01473,1.0,0.00148,0.11511,0.0
