idnum,lon,lat,dens.cvap.std,dens.work.std,popDens.std,prc.CarAccess.std,prc.ElNonReg.std,prc.disabled.std,prc.latino.std,prc.nonEngProf.std,prc.pov.std,prc.youth.std,rate.vbm.std,dens.poll.std,center_score,droppoff_score
916,-121.74516,38.55809,0.80881,0.99706,0.0,0.81631,0.90082,0.05579,0.0584,0.14519,0.89918,0.90897,1.0,0.0,0.6458,0.63851
1142,-121.53425,38.58254,0.55269,0.0,0.74649,0.89005,0.29462,0.55334,0.47504,0.94682,0.8186,0.62316,0.57847,0.82969,0.62209,0.62594
2049,-121.77566,38.68002,0.93181,0.70669,0.92626,0.73051,0.83687,0.73442,0.5752,0.47015,0.48091,0.22936,0.68418,0.83524,0.64878,0.64508
