geoid,countyfp,prc_nonengprof_final,prc_nonengprof_final_unreliable_flag,prc_caraccess_final,prc_caraccess_final_unreliable_flag,prcdisabled_final,prcdisabled_final_unreliable_flag,prc_pov_final,prc_pov_final_unreliable_flag,prc_youth_final,prc_youth_final_unreliable_flag,prc_asian,prc_asian_unreliable_flag,prc_black,prc_black_unreliable_flag,prc_latino,prc_latino_unreliable_flag,prc_native,prc_native_unreliable_flag,prc_white,prc_white_unreliable_flag,prc_centralamerican,prc_centralamerican_unreliable_flag,prc_cuban,prc_cuban_unreliable_flag,prc_dominican,prc_dominican_unreliable_flag,prc_mexican,prc_mexican_unreliable_flag,prc_puertorican,prc_puertorican_unreliable_flag,prc_southam,prc_southam_unreliable_flag,prc_asianindian,prc_asianindian_unreliable_flag,prc_chinese,prc_chinese_unreliable_flag,prc_filipino,prc_filipino_unreliable_flag,prc_japanese,prc_japanese_unreliable_flag,prc_korean,prc_korean_unreliable_flag,prc_vietnamese,prc_vietnamese_unreliable_flag,cvapdens,tot_elignonreg_prc_final,tot_elignonreg_prc_final_unreliable_flag,job_dens,pollvoter_dens,pop20,areakm,popdens,vbm_tot_2016,vbm_lat_2016,vbm_asn_2016,vbm_youth_2016,vbm_blk_2016,turnout_tot_2016,turnout_lat_2016,turnout_asn_2016,turnout_youth_2016,turnout_blk_2016,tot_elignonreg_prc_final_dup_flag_x,vbm_tot_2020,vbm_lat_2020,vbm_asn_2020,vbm_youth_2020,vbm_blk_2020,turnout_tot_2020,turnout_lat_2020,turnout_asn_2020,turnout_youth_2020,turnout_blk_2020,tot_elignonreg_prc_final_dup_flag_y
6067000100,67.0,0.01225,1.0,0.95981,0.0,0.07706,0.0,0.0744,0.0,0.04211,1.0,0.02351,0.0,0.00336,1.0,0.10772,0.0,0.0031,1.0,0.82537,0.0,0.00878,1.0,0.00801,1.0,0.01602,1.0,0.04237,0.0,0.00284,1.0,0.00775,1.0,0.0,1.0,0.0155,0.0,0.00155,1.0,0.0062,1.0,0.0,1.0,0.00026,1.0,0.00296,0.0,1.0,0.00028,0.00173,3765.0,2.21914,1696.60065,0.62189,0.56296,0.72973,0.64815,,0.89412,0.81325,0.91358,0.75524,,0.0,0.9624,0.87863,0.96154,0.94772,,0.92607,0.86046,0.90698,0.87407,,0.0
6067000200,67.0,0.01021,1.0,0.94375,0.0,0.10429,0.0,0.0616,0.0,0.01145,1.0,0.0506,0.0,0.00107,1.0,0.12943,0.0,0.0,1.0,0.74594,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.1012,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.01944,1.0,0.00373,1.0,0.01012,0.0,0.0,1.0,0.0024,1.0,0.00289,0.0,1.0,0.00163,0.00163,3898.0,1.51126,2579.30694,0.62903,0.61611,0.76744,0.72152,,0.88852,0.85425,0.86,0.6124,,0.0,0.96608,0.95727,0.99038,0.95364,,0.92918,0.93976,0.92857,0.81622,,0.0
6067000300,67.0,0.03056,1.0,0.98308,0.0,0.03522,1.0,0.04214,0.0,0.02728,1.0,0.05205,0.0,0.01429,1.0,0.13152,0.0,0.00234,1.0,0.75505,0.0,0.00527,1.0,0.0,1.0,0.0,1.0,0.09524,0.0,3e-05,1.0,0.0038,1.0,0.00702,1.0,0.00703,1.0,0.0,1.0,0.02045,1.0,0.00351,1.0,0.00994,1.0,0.00263,0.0,1.0,0.00103,0.00213,3358.0,1.43083,2346.88615,0.59361,0.58602,0.61404,0.72222,,0.86459,0.82301,0.88372,0.61538,,0.0,0.94883,0.95678,0.97676,0.92781,,0.91558,0.90433,0.90853,0.75802,,0.0
6067000400,67.0,0.05915,1.0,0.91099,0.0,0.09716,0.0,0.13781,0.0,0.08162,1.0,0.02415,1.0,0.06001,1.0,0.20849,0.0,0.01195,1.0,0.63132,0.0,0.02059,1.0,0.00229,1.0,0.0,1.0,0.16273,0.0,0.00356,1.0,0.01068,1.0,0.0,1.0,0.0,1.0,0.01551,1.0,0.00102,1.0,0.0,1.0,0.00407,1.0,0.00338,0.0,1.0,0.00259,0.00273,3858.0,0.97222,3968.23763,0.60427,0.54044,0.64789,0.61832,,0.78702,0.75138,0.80682,0.70053,,0.0,0.93615,0.94944,0.89472,0.86303,,0.86632,0.87038,0.87159,0.8249,,0.0
6067000501,67.0,0.07771,1.0,0.80978,0.0,0.06998,0.0,0.295,0.0,0.12049,1.0,0.03178,0.0,0.07194,0.0,0.26062,0.0,0.00925,1.0,0.53539,0.0,0.00549,1.0,0.0,1.0,0.0,1.0,0.17885,0.0,0.05172,1.0,0.01329,1.0,0.00809,1.0,0.00231,1.0,0.00433,1.0,0.00665,1.0,0.00751,1.0,0.0026,1.0,0.00151,0.0,1.0,0.00166,0.0017,1913.0,0.39541,4837.96538,,,,,,,,,,,,0.9084,0.91918,0.96098,0.86841,,0.82834,0.82932,0.902,0.82393,,0.0
6067000502,67.0,0.07771,1.0,0.80978,0.0,0.06998,0.0,0.295,0.0,0.12049,1.0,0.03178,0.0,0.07194,0.0,0.26062,0.0,0.00925,1.0,0.53539,0.0,0.00549,1.0,0.0,1.0,0.0,1.0,0.17885,0.0,0.05172,1.0,0.01329,1.0,0.00809,1.0,0.00231,1.0,0.00433,1.0,0.00665,1.0,0.00751,1.0,0.0026,1.0,0.00116,0.0,1.0,0.00231,0.00118,1440.0,0.47064,3059.6904,,,,,,,,,,,,0.92145,0.92904,0.90539,0.86844,,0.85356,0.82673,0.8183,0.78715,,0.0
6067000600,67.0,0.01807,1.0,0.72249,0.0,0.11315,0.0,0.29386,0.0,0.13802,1.0,0.04007,1.0,0.09617,0.0,0.27159,0.0,0.0,1.0,0.55922,0.0,0.01425,1.0,0.0,1.0,0.0,1.0,0.22885,0.0,0.02404,1.0,0.00445,1.0,0.0,1.0,0.00534,1.0,0.00801,1.0,0.0,1.0,0.0,1.0,0.01781,1.0,0.00097,0.0,1.0,0.00828,0.00143,1638.0,0.40631,4031.42478,0.63002,0.62963,0.66667,0.54286,,0.70703,0.69231,0.75,0.68627,,0.0,0.89814,0.875,0.92063,0.91935,,0.85366,0.87805,0.92647,0.89855,,0.0
6067000700,67.0,0.15972,0.0,0.2164,1.0,0.25974,1.0,0.42857,0.0,0.12972,0.0,0.16167,0.0,0.29879,0.0,0.18894,0.0,0.01519,1.0,0.28282,0.0,0.00506,1.0,0.0,1.0,0.0,1.0,0.14336,0.0,0.00701,1.0,0.0,1.0,0.00156,1.0,0.11648,0.0,0.00467,1.0,0.0,1.0,0.0039,1.0,0.01831,1.0,0.00229,0.0,1.0,0.01253,0.00044,2688.0,0.51379,5231.67565,0.83333,0.83333,0.96552,1.0,,0.63797,0.62069,0.54717,0.125,,0.0,0.93351,0.86667,0.97368,0.9,,0.77207,0.88235,0.71698,0.76923,,0.0
6067000800,67.0,0.04717,1.0,0.78019,0.0,0.03572,1.0,0.09396,0.0,0.06397,1.0,0.08914,0.0,0.06812,0.0,0.10075,0.0,7e-05,1.0,0.69788,0.0,0.01701,1.0,1e-05,1.0,2e-05,1.0,0.0708,0.0,1e-05,1.0,0.01288,1.0,0.02574,1.0,0.03726,1.0,0.01068,1.0,1e-05,1.0,0.00414,1.0,0.0,1.0,0.00158,0.0,1.0,0.0122,0.00128,1642.0,0.57768,2842.40529,0.66231,0.54348,0.77586,0.5,,0.81492,0.83636,0.69048,0.80519,,0.0,0.91638,0.86232,0.9375,0.83673,,0.87126,0.87898,0.84211,0.75385,,0.0
6067001102,67.0,0.02241,1.0,0.58534,0.0,0.17842,0.0,0.26403,0.0,0.07704,1.0,0.07278,0.0,0.20751,0.0,0.14789,0.0,0.00658,1.0,0.50755,0.0,0.00348,1.0,0.0,1.0,0.0,1.0,0.1235,0.0,0.00658,1.0,0.0,1.0,0.02633,1.0,0.01742,1.0,0.00968,1.0,0.0,1.0,0.01239,1.0,0.0031,1.0,0.00101,0.0,1.0,0.00735,0.00135,1451.0,0.39548,3668.91776,,,,,,,,,,,,0.89788,0.87234,0.76316,0.71429,,0.84058,0.78992,0.86364,0.90741,,0.0
