name,address,Is Early Voting,Precincts (Or Locality-wide),Is Drop Off,lon,lat
ASPEN VALLEY PREPARATORY ACADEMY,4221 N HUGHES AVE FRESNO CA 93705,False,Locality wide location,False,-119.8359,36.79408
BETTY RODRIGUEZ LIBRARY,3040 N CEDAR AVE FRESNO CA 93703,False,Locality wide location,False,-119.75374,36.77826
BUCHANAN HIGH SCHOOL,1560 N MINNEWAWA AVE CLOVIS CA 93619,False,Locality wide location,False,-119.71371,36.85634
CALIFORNIA STATE UNIVERSITY AT FRESNO,5010 N WOODROW AVE FRESNO CA 93726,False,Locality wide location,False,-119.74102,36.80996
CEDAR COURTS,4430 E HAMILTON AVE FRESNO CA 93702,False,Locality wide location,False,-119.75187,36.72484
CENTRAL CALIFORNIA BLOOD CENTER,4343 W HERNDON AVE FRESNO CA 93722,False,Locality wide location,False,-119.87044,36.83631
CENTRAL VALLEY REGIONAL CENTER,4615 N MARTY AVE FRESNO CA 93722,False,Locality wide location,False,-119.8601,36.80492
CLOVIS CITY UTILITY BUILDING,1033 FIFTH ST CLOVIS CA 93612,False,Locality wide location,False,-119.69609,36.82465
CLOVIS COMMUNITY COLLEGE - HERNDON CAMPUS,390 W FIR AVE CLOVIS CA 93611,False,Locality wide location,False,-119.71754,36.83791
CLOVIS COMMUNITY COLLEGE - WILLOW CAMPUS,10309 N WILLOW AVE FRESNO CA 93730,False,Locality wide location,False,-119.73242,36.88692
CLOVIS EAST HIGH SCHOOL,2940 LEONARD AVE CLOVIS CA 93619,False,Locality wide location,False,-119.6406,36.79967
CPDES HALL,172 W JEFFERSON AVE FRESNO CA 93706,False,Locality wide location,False,-119.79421,36.65759
DBH HEALTH AND WELLNESS CENTER,1925 E DAKOTA AVE FRESNO CA 93726,False,Locality wide location,False,-119.78759,36.78725
ELITE EVENT VENUE,4105 W FIGARDEN DR FRESNO CA 93722,False,Locality wide location,False,-119.86516,36.82961
FIREBAUGH SENIOR CENTER,1601 THOMAS CONBOY AVE FIREBAUGH CA 93622,False,Locality wide location,False,-120.46301,36.86838
FOWLER BRANCH LIBRARY,306 S 7TH ST FOWLER CA 93625,False,Locality wide location,False,-119.67776,36.62743
FRESNO CITY COLLEGE,1101 E UNIVERSITY AVE FRESNO CA 93704,False,Locality wide location,False,-119.79716,36.76819
FRESNO COUNTY ELECTIONS OFFICE,2221 KERN ST FRESNO CA 93721,False,Locality wide location,False,-119.78677,36.73484
GIRL SCOUTS OF CENTRAL CA SOUTH,1377 W SHAW AVE FRESNO CA 93711,False,Locality wide location,False,-119.81686,36.80791
HAMILTON SCHOOL GYMNASIUM,102 E CLINTON AVE FRESNO CA 93704,False,Locality wide location,False,-119.81081,36.77157
HANH PHAN TILLEY ELEMENTARY SCHOOL,2280 N VALENTINE AVE FRESNO CA 93722,False,Locality wide location,False,-119.85227,36.77012
HOOVER HIGH SCHOOL,5550 N 1ST ST FRESNO CA 93710,False,Locality wide location,False,-119.7716,36.81739
INDEPENDENT ORDER OF ODD FELLOWS,2823 HELM AVE CLOVIS CA 93612,False,Locality wide location,False,-119.7217,36.8007
INSPIRATION PARK,5770 W GETTYSBURG AVE FRESNO CA 93722,False,Locality wide location,False,-119.89467,36.80157
JOHN PALACIOS COMMUNITY CENTER,16846 4TH ST HURON CA 93234,False,Locality wide location,False,-120.09978,36.20038
KECK COMMUNITY CENTER,555 MONROE ST COALINGA CA 93210,False,Locality wide location,False,-120.37067,36.13914
KERMAN COMMUNITY/TEEN CENTER,15101 W KEARNEY BLVD KERMAN CA 93630,False,Locality wide location,False,-120.06138,36.72689
KINGSBURG HIGH SCHOOL GYM,1900 18TH AVE KINGSBURG CA 93631,False,Locality wide location,False,-119.54725,36.51816
LEO CANTU COMMUNITY CENTER,22058 RAILROAD AVE SAN JOAQUIN CA 93660,False,Locality wide location,False,-120.18863,36.60609
MELODY PARK,5935 E SHIELDS AVE FRESNO CA 93727,False,Locality wide location,False,-119.68527,36.78006
MENDOTA BRANCH LIBRARY,1246 BELMONT AVE MENDOTA CA 93640,False,Locality wide location,False,-120.38471,36.74876
