name,address,Is Early Voting,Precincts (Or Locality-wide),Is Drop Off,lon,lat
American Legion Post 105,651 EL CAMINO REAL REDWOOD CITY CA 94063,False,Locality wide location,False,-122.23663,37.48822
Arrillaga Family Rec. Center,700 ALMA ST MENLO PARK CA 94025,False,Locality wide location,False,-122.17805,37.45315
Assessor County Clerk-Recorders Office,555 COUNTY CENTER REDWOOD CITY CA 94063,False,Locality wide location,False,-122.22989,37.489
Bayshore Community Ctr.,450 MARTIN ST DALY CITY CA 94014,False,Locality wide location,False,-122.41908,37.70178
Beresford Rec. Center,2720 ALAMEDA DE LAS PULGAS SAN MATEO CA 94403,False,Locality wide location,False,-122.31301,37.53799
Brisbane City Hall,50 PARK PLACE BRISBANE CA 94005,False,Locality wide location,False,-122.40258,37.68683
Colma Community Center,1520 HILLSIDE BLVD COLMA CA 94014,False,Locality wide location,False,-122.45606,37.68191
Cong. Church of San Mateo,225 TILTON AVE SAN MATEO CA 94401,False,Locality wide location,False,-122.3278,37.56889
Courtyard By Marriott SFO,1050 BAYHILL DRIVE SAN BRUNO CA 94066,False,Locality wide location,False,-122.41956,37.63039
East Palo Alto Academy Library,1050 MYRTLE ST EAST PALO ALTO CA 94303,False,Locality wide location,False,-122.1322,37.46293
Fair Oaks Branch Library,2510 MIDDLEFIELD RD REDWOOD CITY CA 94063,False,Locality wide location,False,-122.21424,37.47733
Foster City Community Ctr.,1000 E HILLSDALE BLVD FOSTER CITY CA 94404,False,Locality wide location,False,-122.27073,37.55867
Half Moon Bay EOC,537 KELLY AVE HALF MOON BAY CA 94019,False,Locality wide location,False,-122.43206,37.46545
Hillsborough Town Hall,1600 FLORIBUNDA AVE HILLSBOROUGH CA 94010,False,Locality wide location,False,-122.35623,37.57752
Jefferson Union HS District,699 SERRAMONTE BLVD DALY CITY CA 94015,False,Locality wide location,False,-122.47712,37.66799
Joseph A. Fernekes Rec. Bldg.,781 TENNIS DR. SOUTH SAN FRANCISCO CA 94080,False,Locality wide location,False,-122.42679,37.65417
"Lewis and Joan Platt YMCA, Gym",550 BELL STREET EAST PALO ALTO CA 94303,False,Locality wide location,False,-122.14258,37.4651
