name,address,Is Early Voting,Precincts (Or Locality-wide),Is Drop Off,lon,lat
1001 Pine Street Apartments,1001 PINE ST SAN FRANCISCO CA 94109,False,Pct 7344,False,-122.41273,37.79041
1180 Fourth St Apartments - Comm Rm,1180 4TH ST SAN FRANCISCO CA 94158,False,Pct 7653,False,-122.39171,37.77369
150 Van Ness Apartments - Basketball Gym,150 VAN NESS AVE SAN FRANCISCO CA 94102,False,Pct 7616,False,-122.41922,37.77714
1760 Bush Street Apartments - Community Rm,1760 BUSH ST SAN FRANCISCO CA 94109,False,Pct 7503,False,-122.42629,37.78823
333 Bush Street - Lobby,333 BUSH ST SAN FRANCISCO CA 94104,False,Pct 7349,False,-122.40306,37.79064
555 Ellis St Apartments - Community Rm,555 ELLIS ST SAN FRANCISCO CA 94109,False,Pct 7607,False,-122.41549,37.78428
7th Day Adventist Church - Imani Center,2520 BUSH STREET SAN FRANCISCO CA 94115-3002,False,Pct 9256,False,-122.43934,37.78656
Abraham Lincoln School - Teachers' Lounge,2162 24TH AVE SAN FRANCISCO CA 94116,False,Pct 9439,False,-122.48095,37.74698
Academic & Professional Dev - Room 118,735 24TH AVE SAN FRANCISCO CA 94121,False,Pct 9142,False,-122.48378,37.77568
Adath Israel Synagogue,1851 NORIEGA ST SAN FRANCISCO CA 94122,False,Pct 9432,False,-122.48383,37.75365
Alamo Elementary School - Lobby,250 23RD AVE SAN FRANCISCO CA 94121,False,Pct 9107,False,-122.48204,37.7828
Alemany Apartments - Community Room,560 ALEMANY BLVD SAN FRANCISCO CA 94110,False,Pct 7945,False,-122.41803,37.73237
Alice Fong Yu Alternative School - Room 401,1541 12TH AVE SAN FRANCISCO CA 94122,False,Pct 9704,False,-122.4695,37.75888
Alice Griffith Apartments - Multipurpose Rm,2600 ARELIOUS WALKER DR SAN FRANCISCO CA 94124,False,Pct 7044,False,-122.38535,37.71892
Allen Chapel - A M E Church,195 SCOTIA AVE SAN FRANCISCO CA 94124,False,Pct 7026,False,-122.3996,37.73205
Altamont Hotel - Storefront,3042 16TH ST SAN FRANCISCO CA 94103,False,Pct 7903,False,-122.42071,37.76525
Alvarado Elementary School - Motor Skills Rm,625 DOUGLASS ST SAN FRANCISCO CA 94114,False,Pct 7838,False,-122.4379,37.75341
Annex 1 - Student Event Center,1 NORTH STATE DR SAN FRANCISCO CA 94132,False,Pct 9741,False,-122.48216,37.72645
Anza Branch Library - Program Room,550 37TH AVE SAN FRANCISCO CA 94121-2612,False,Pct 9118,False,-122.49727,37.7786
Apartamentos De La Esperanza - Garage,3590 19TH ST SAN FRANCISCO CA 94110,False,Pct 7834,False,-122.42345,37.76021
Aptos Middle School - Auditorium Lobby,105 APTOS AVE SAN FRANCISCO CA 94127,False,Pct 9746,False,-122.46627,37.72976
Aptos Middle School - Room 231,105 APTOS AVE SAN FRANCISCO CA 94127,False,Pct 9728,False,-122.46627,37.72976
Argonne School - Multi Purpose Rm,680 18TH AVE SAN FRANCISCO CA 94121,False,Pct 9126,False,-122.47652,37.77525
Armstrong Place Senior Housing - Comm Rm,5600 3RD ST SAN FRANCISCO CA 94124-7614,False,Pct 7031,False,-122.39398,37.72692
Arnet Watson Apartments - Lobby,650 EDDY ST SAN FRANCISCO CA 94109-7955,False,Pct 7606,False,-122.41849,37.7833
Arriba Juntos - Computer Lab,1850 MISSION ST SAN FRANCISCO CA 94103,False,Pct 7959,False,-122.42031,37.7674
Balboa Baptist Church,200 ONONDAGA AVE SAN FRANCISCO CA 94112-3232,False,Pct 1114,False,-122.44147,37.72294
Balboa Theatre,3630 BALBOA ST SAN FRANCISCO CA 94121-2604,False,Pct 9121,False,-122.49795,37.77591
Bayanihan Community Center - Hall,1010 MISSION STREET SAN FRANCISCO CA 94103-2813,False,Pct 7622,False,-122.40925,37.78083
Bayview Apartments - Community Rm,5 COMMER CT SAN FRANCISCO CA 94124,False,Pct 7029,False,-122.38482,37.73227
Bayview Police Station - Lobby,201 WILLIAMS AVE SAN FRANCISCO CA 94124,False,Pct 7030,False,-122.39797,37.72976
Bayview Y M C A - Gymnasium,1601 LANE ST SAN FRANCISCO CA 94124,False,Pct 7028,False,-122.38979,37.73181
Bella Salon,2248 MISSION ST SAN FRANCISCO CA 94110-1812,False,Pct 7906,False,-122.41967,37.76106
