,osm_id,code,fclass,name,lon,lat
0,4400574569,2005.0,post_office,Postal Depot,-122.49053,37.76124
1,358855355,2005.0,post_office,Lakeshore Plaza Station San Francisco Post Office,-122.49073,37.7325
2,2383254147,2005.0,post_office,Lakeshore Plaza Postal Store,-122.49071,37.73249
3,358855370,2005.0,post_office,North Beach,-122.40918,37.80097
4,1350875345,2007.0,library,Helen Crocker Russell Horticultural Library,-122.46744,37.76695
5,4349256210,2005.0,post_office,Balboa Business Canter,-122.49905,37.77551
6,6625189260,2005.0,post_office,Union Post SF,-122.47792,37.7806
7,358855346,2005.0,post_office,Gateway Station San Francisco Post Office,-122.39583,37.79417
8,358855383,2005.0,post_office,Rincon Finance Center,-122.392,37.79199
9,1223019595,2005.0,post_office,FedEx 24h office,-122.39791,37.79399
10,2055529990,2005.0,post_office,The UPS Store,-122.39317,37.79107
11,2923715576,2005.0,post_office,FedEx,-122.39526,37.78466
12,6791585443,2005.0,post_office,Jin Ling Gifts,-122.46219,37.7834
13,2713423199,2007.0,library,Geography Department Map Library,-122.4757,37.72217
14,2383254148,2005.0,post_office,Marina Green Retail,-122.43375,37.80451
15,5902652921,2007.0,library,Maritime Research Center,-122.43049,37.80693
16,3790822861,2005.0,post_office,The Postal Chase,-122.44973,37.76546
17,4839249801,2005.0,post_office,Postal Chase,-122.43756,37.77454
18,5140235358,2005.0,post_office,Mail Access,-122.43205,37.76482
19,1484054748,2001.0,police,Campus Police Office,-122.39161,37.76714
20,3534945477,2002.0,fire_station,San Francisco Fire Station 4,-122.38913,37.7728
21,3534945478,2001.0,police,SFPD Headquarters,-122.38907,37.77246
22,3534945479,2001.0,police,SFPD Southern Police Station,-122.38904,37.77224
23,5463889676,2011.0,embassy,Honorary Consulate General of the Czech Republic,-122.39515,37.79118
24,5621249849,2001.0,police,Security Office,-122.39343,37.78999
25,6582592284,2007.0,library,Salesforce Park Children’s Reading Room,-122.39644,37.78958
26,358855349,2005.0,post_office,Geary Station,-122.48028,37.78056
27,5893590052,2005.0,post_office,,-122.46837,37.78265
28,6632478621,2005.0,post_office,The UPS Store,-122.48141,37.78043
29,368171326,2001.0,police,Park Police Station,-122.45517,37.76777
30,358855395,2005.0,post_office,West Portal Station,-122.46918,37.73766
31,632819804,2005.0,post_office,The UPS Store,-122.4686,37.7386
32,3540160995,2005.0,post_office,The Postal Chase,-122.46664,37.7403
33,3622668126,2007.0,library,Christian Science Reading Room,-122.46844,37.73874
34,6427415718,2005.0,post_office,USPS Fox Plaza,-122.41695,37.77746
35,5810841519,2005.0,post_office,LPH,-122.45372,37.78722
36,381963622,2005.0,post_office,,-122.40993,37.78916
37,4110684325,2005.0,post_office,The UPS Store,-122.40937,37.78595
38,368168856,2007.0,library,William E Colby Memorial Library,-122.41914,37.78382
39,1748985895,2005.0,post_office,The UPS Store,-122.41974,37.77622
40,2383254140,2005.0,post_office,Civic CNTR P O Box Unit,-122.41568,37.78187
41,2383254145,2005.0,post_office,Federal Building San Francisco,-122.418,37.78144
42,3660306839,2001.0,police,Federal Bureau of Investigation San Francisco Field Office,-122.4181,37.78192
43,9039259947,2011.0,embassy,Consulate General of the Republic of Indonesia,-122.41663,37.80458
44,358855329,2005.0,post_office,Bernal Heights post office,-122.42167,37.74426
45,4359144092,2005.0,post_office,Haight Ashbury Express Photo & Mail,-122.44501,37.77036
46,358855339,2005.0,post_office,Eighteenth Street Station San Francisco Post Office,-122.43741,37.76084
47,2383254157,2005.0,post_office,18th Street Station,-122.42794,37.76805
48,368171295,2001.0,police,San Francisco Sheriff's Department,-122.40406,37.77519
49,2383254142,2005.0,post_office,Contract Station,-122.41173,37.78089
50,317124778,2007.0,library,Mission Bay Branch Library,-122.3932,37.77539
51,389414006,2005.0,post_office,The UPS Store,-122.39554,37.77735
52,368168766,2007.0,library,Far West Library for Educational Research and Development,-122.41497,37.76715
53,2156330481,2007.0,library,Simpson Library,-122.39958,37.76702
54,3573812493,2005.0,post_office,Townsend Carrier Annex,-122.40097,37.7727
55,368168767,2007.0,library,Anne Bremer Memorial Library,-122.41692,37.80354
56,2880721207,2005.0,post_office,The UPS Store,-122.42149,37.79368
57,2383254141,2005.0,post_office,Contract Station #11,-122.44844,37.77736
