name,address,Is Early Voting,Precincts (Or Locality-wide),Is Drop Off,lon,lat
Alexander Hamilton Elementary School,2245 E 11TH ST STOCKTON CA 95206,False,Locality wide location,False,-121.24972,37.93235
Ansel Adams Elementary School,9274 GLACIER POINT DR STOCKTON CA 95212,False,Locality wide location,False,-121.2741,38.03515
August Knodt Elementary School,3939 EWS WOODS BLVD STOCKTON CA 95206,False,Locality wide location,False,-121.3055,37.90544
Bear Creek High School,10555 THORNTON RD STOCKTON CA 95209,False,Locality wide location,False,-121.353,38.0507
Cesar Chavez High School,2929 WINDFLOWER LN STOCKTON CA 95212,False,Locality wide location,False,-121.26702,38.01224
County Administration Building,44 N SAN JOAQUIN ST #350 STOCKTON CA 95202,False,Locality wide location,False,-121.28668,37.95398
Edison High School,100 W DR MARTIN LUTHER KING JR BLVD STOCKTON CA 95206,False,Locality wide location,False,-121.28906,37.93784
Escalon Community Service Center,1055 ESCALON AVE ESCALON CA 95320,False,Locality wide location,False,-120.99745,37.80302
Franklin High School,4600 E FREMONT ST STOCKTON CA 95215,False,Locality wide location,False,-121.23724,37.96795
Harrison Elementary School,3203 SANGUINETTI LN STOCKTON CA 95205,False,Locality wide location,False,-121.27314,37.98616
Hutchins Street Square,125 S HUTCHINS ST LODI CA 95240,False,Locality wide location,False,-121.28137,38.13149
John C Kimball High School,3200 JAGUAR RUN TRACY CA 95377,False,Locality wide location,False,-121.47481,37.73292
Lathrop High School,647 SPARTAN WAY LATHROP CA 95330,False,Locality wide location,False,-121.30462,37.82589
Lincoln High School,6844 ALEXANDRIA PL STOCKTON CA 95207,False,Locality wide location,False,-121.33793,38.01258
Linden High School,18527 E FRONT ST LINDEN CA 95236,False,Locality wide location,False,-121.08808,38.02064
Lockeford Community Center,19258 N JACK TONE RD LOCKEFORD CA 95237,False,Locality wide location,False,-121.15014,38.15914
Lodi Grape Festival,413 E LOCKEFORD ST LODI CA 95240,False,Locality wide location,False,-121.2636,38.13858
Louis A Bohn Elementary School,350 E MOUNT DIABLO AVE TRACY CA 95376,False,Locality wide location,False,-121.41981,37.7285
"Loyal Order Of Moose, Lodge 391",9035 DAVIS RD STOCKTON CA 95209,False,Locality wide location,False,-121.33281,38.03215
Madison Elementary School,2939 MISSION RD STOCKTON CA 95204,False,Locality wide location,False,-121.32512,37.97087
Manteca Transit Center,220 MOFFAT BLVD MANTECA CA 95336,False,Locality wide location,False,-121.21486,37.79466
Melville S Jacobson Elementary School,1750 W KAVANAGH AVE TRACY CA 95376,False,Locality wide location,False,-121.44678,37.75667
Mountain House High School,1090 S CENTRAL PKWY MOUNTAIN HOUSE CA 95391,False,Locality wide location,False,-121.54619,37.7648
Neil Hafley Elementary School,849 NORTHGATE DR MANTECA CA 95336,False,Locality wide location,False,-121.23008,37.82079
One.lodi,2248 TIENDA DR LODI CA 95242,False,Locality wide location,False,-121.30202,38.11658
Ripon High School,301 N ACACIA AVE RIPON CA 95366,False,Locality wide location,False,-121.12904,37.74131
Ronald E McNair High School,9550 RONALD E MCNAIR WAY STOCKTON CA 95210,False,Locality wide location,False,-121.29929,38.03838
SJCOE Venture Academy Gym,2814 TRANSWORLD DR STOCKTON CA 95206,False,Locality wide location,False,-121.23089,37.90669
San Joaquin County Fairgrounds,1658 S AIRPORT WAY STOCKTON CA 95206,False,Locality wide location,False,-121.26871,37.94124
San Joaquin Delta College,5151 PACIFIC AVE STOCKTON CA 95207,False,Locality wide location,False,-121.31929,37.99508
Stella Brockman Elementary School,763 SILVERADO DR MANTECA CA 95337,False,Locality wide location,False,-121.24609,37.80836
Tom Hawkins Elementary School,475 DARLENE LN TRACY CA 95377,False,Locality wide location,False,-121.421,37.70499
Walter Woodward Elementary School,575 TANNEHILL DR MANTECA CA 95337,False,Locality wide location,False,-121.20799,37.77017
Woodlake Plaza VSC,"2401 W TURNER RD, STE 100 LODI CA 95242",False,Locality wide location,False,-121.30545,38.14613
Workvine 209,"1005 E PESCADERO AVE, UNIT 167 TRACY CA 95304",False,Locality wide location,False,-121.41303,37.76229
