idnum,lon,lat,dens.cvap.std,dens.work.std,popDens.std,prc.CarAccess.std,prc.ElNonReg.std,prc.disabled.std,prc.latino.std,prc.nonEngProf.std,prc.pov.std,prc.youth.std,rate.vbm.std,dens.poll.std,center_score,droppoff_score
548,-122.62878,38.24591,0.69623,0.87505,0.86592,0.88154,0.53448,0.55817,0.80106,0.58557,0.09755,0.80304,0.52204,0.99034,0.63539,0.63249
1030,-122.48455,38.31376,0.28233,0.0,0.9272,0.20516,0.60397,0.59113,0.98716,0.99471,0.76241,0.95844,0.60847,0.7411,0.63829,0.62431
1299,-122.70536,38.33781,0.76492,0.65083,0.76453,0.90364,0.97392,0.85149,0.91026,0.87598,0.7141,0.96386,0.75407,0.91066,0.77439,0.76382
1847,-122.81745,38.39284,0.4724,0.9857,0.51476,0.16995,0.1415,0.08537,0.32561,0.38862,0.08908,0.44778,0.29239,0.92336,0.39926,0.41176
2417,-122.71873,38.4527,0.28776,0.99868,0.0,0.17763,0.96625,0.84381,0.49967,0.71913,0.69146,0.90126,1.0,0.0,0.73633,0.75034
2493,-122.67311,38.46092,0.66089,0.82793,0.94494,0.89768,0.31343,0.11118,0.57114,0.53527,0.34401,0.1358,0.2049,0.94467,0.50312,0.50396
3452,-122.81428,38.55131,0.4642,0.98795,0.38822,0.85956,0.75129,0.61575,0.90205,0.83931,0.43111,0.88802,0.40688,0.5051,0.62948,0.63095
