geoid,countyfp,prc_nonengprof_final,prc_nonengprof_final_unreliable_flag,prc_caraccess_final,prc_caraccess_final_unreliable_flag,prcdisabled_final,prcdisabled_final_unreliable_flag,prc_pov_final,prc_pov_final_unreliable_flag,prc_youth_final,prc_youth_final_unreliable_flag,prc_asian,prc_asian_unreliable_flag,prc_black,prc_black_unreliable_flag,prc_latino,prc_latino_unreliable_flag,prc_native,prc_native_unreliable_flag,prc_white,prc_white_unreliable_flag,prc_centralamerican,prc_centralamerican_unreliable_flag,prc_cuban,prc_cuban_unreliable_flag,prc_dominican,prc_dominican_unreliable_flag,prc_mexican,prc_mexican_unreliable_flag,prc_puertorican,prc_puertorican_unreliable_flag,prc_southam,prc_southam_unreliable_flag,prc_asianindian,prc_asianindian_unreliable_flag,prc_chinese,prc_chinese_unreliable_flag,prc_filipino,prc_filipino_unreliable_flag,prc_japanese,prc_japanese_unreliable_flag,prc_korean,prc_korean_unreliable_flag,prc_vietnamese,prc_vietnamese_unreliable_flag,cvapdens,tot_elignonreg_prc_final,tot_elignonreg_prc_final_unreliable_flag,job_dens,pollvoter_dens,pop20,areakm,popdens,vbm_tot_2016,vbm_lat_2016,vbm_asn_2016,vbm_youth_2016,turnout_tot_2016,turnout_lat_2016,turnout_asn_2016,turnout_youth_2016,vbm_tot_2020,vbm_lat_2020,vbm_asn_2020,vbm_youth_2020,turnout_tot_2020,turnout_lat_2020,turnout_asn_2020,turnout_youth_2020
6087100100,87.0,0.0666,1.0,0.98411,0.0,0.08971,1.0,0.10154,0.0,0.08505,1.0,0.05237,0.0,0.02775,1.0,0.15801,0.0,0.0,1.0,0.73008,0.0,0.01791,1.0,0.00806,1.0,0.0,1.0,0.0949,0.0,0.0094,1.0,0.00806,1.0,0.00224,1.0,0.02417,1.0,0.00492,1.0,0.0,1.0,0.0103,1.0,0.0,1.0,0.00889,0.00298,0.0,0.00359,0.00664,2298.0,3.27879,700.86754,0.62866,0.52241,0.74119,0.54946,0.87066,0.82211,0.85444,0.70073,0.94271,0.91469,0.98122,0.95697,0.91761,0.86627,0.90909,0.83539
6087100200,87.0,0.11448,0.0,0.93788,0.0,0.07687,0.0,0.12654,0.0,0.11607,1.0,0.06887,0.0,0.0049,0.0,0.22415,0.0,0.0017,1.0,0.655,0.0,0.01956,1.0,0.00335,1.0,0.0,1.0,0.16352,0.0,1e-05,1.0,0.00238,1.0,0.0024,1.0,0.01145,1.0,0.02289,1.0,0.00658,1.0,0.0,1.0,0.01089,1.0,0.028,0.06213,0.0,0.01684,0.0228,6848.0,2.40187,2851.10866,0.58506,0.5686,0.63216,0.57186,0.82979,0.75077,0.72064,0.66221,0.93018,0.91993,0.94748,0.92175,0.86071,0.78389,0.80124,0.79367
6087100300,87.0,0.01985,1.0,0.93062,0.0,0.16204,0.0,0.18007,0.0,0.218,0.0,0.10792,0.0,0.02008,0.0,0.12223,0.0,0.00188,1.0,0.69123,0.0,0.00306,1.0,0.00017,1.0,4e-05,1.0,0.08709,0.0,0.00076,1.0,0.01331,1.0,0.02122,1.0,0.04085,0.0,0.0076,1.0,0.01434,1.0,0.00928,1.0,0.008,1.0,0.01715,0.14464,0.0,0.02621,0.01127,4026.0,5.85117,688.06772,0.61992,0.48786,0.58706,0.54973,0.79349,0.73119,0.70199,0.71637,0.93062,0.88346,0.93358,0.90598,0.77368,0.70678,0.8155,0.7869
6087100400,87.0,0.05752,0.0,0.90762,0.0,0.0766,1.0,0.22053,0.0,0.86597,0.0,0.2887,0.0,0.02431,0.0,0.28606,0.0,0.00105,1.0,0.32761,0.0,0.03162,0.0,0.00171,1.0,0.00038,1.0,0.21639,0.0,0.00791,0.0,0.01183,0.0,0.04136,0.0,0.12414,0.0,0.03144,0.0,0.00935,0.0,0.01744,0.0,0.02249,0.0,0.0408,0.85222,0.0,0.06658,0.00949,8467.0,4.20669,2012.74571,0.40962,0.3748,0.44689,0.33934,0.7521,0.75868,0.6939,0.75182,0.79397,0.671,0.87611,0.66505,0.50053,0.46866,0.36542,0.39167
6087100500,87.0,0.04526,1.0,0.97587,0.0,0.04357,1.0,0.34734,0.0,0.47979,0.0,0.13636,0.0,0.01608,1.0,0.17562,0.0,7e-05,1.0,0.63923,0.0,0.03968,1.0,0.00011,1.0,2e-05,1.0,0.09412,0.0,0.00283,1.0,0.01922,1.0,0.02662,0.0,0.064,0.0,0.00708,1.0,0.00452,1.0,0.01289,1.0,0.00622,1.0,0.02975,0.29658,0.0,0.00235,0.01842,5498.0,5.72119,960.98812,0.60339,0.51432,0.58107,0.52324,0.81504,0.76503,0.69809,0.7305,0.92959,0.89432,0.93779,0.90191,0.85625,0.80365,0.75492,0.82091
6087100600,87.0,0.04938,1.0,0.98275,0.0,0.06844,0.0,0.10183,0.0,0.20164,1.0,0.02974,1.0,0.00682,1.0,0.20737,0.0,0.0,1.0,0.65184,0.0,0.01282,1.0,0.00573,1.0,0.0,1.0,0.16126,0.0,0.00573,1.0,0.00546,1.0,0.01282,1.0,0.006,1.0,0.00518,1.0,0.00573,1.0,0.0,1.0,0.0,1.0,0.01486,0.0,1.0,0.0054,0.01371,3362.0,1.04988,3202.267,0.61071,0.5673,0.57604,0.55155,0.84011,0.75448,0.7698,0.70777,0.93436,0.90019,0.94538,0.88584,0.8849,0.8005,0.82874,0.81314
6087100700,87.0,0.01191,1.0,0.78498,0.0,0.11141,1.0,0.18958,0.0,0.15732,1.0,0.02233,0.0,0.0,1.0,0.1737,0.0,0.0,1.0,0.7603,0.0,0.00546,1.0,0.00546,1.0,0.0,1.0,0.11117,0.0,0.00645,1.0,0.0129,1.0,0.0,1.0,0.01538,1.0,0.00347,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.00834,0.0,1.0,0.06645,0.0116,2281.0,0.88177,2586.83464,0.61377,0.50519,0.5986,0.4632,0.8065,0.73645,0.76851,0.71661,0.89849,0.85166,0.88031,0.86649,0.83147,0.73284,0.80663,0.81342
6087100801,87.0,0.05108,0.0,0.93492,0.0,0.07581,0.0,0.16657,0.0,0.17736,1.0,0.04313,0.0,0.01453,1.0,0.26619,0.0,0.00303,1.0,0.6082,0.0,0.05372,1.0,0.00303,1.0,0.01014,1.0,0.11895,0.0,0.00288,1.0,0.01498,1.0,0.00605,1.0,0.00832,1.0,0.01029,1.0,0.01544,1.0,0.00197,1.0,0.00575,1.0,0.01524,0.22811,0.0,0.02141,0.0148,3968.0,1.13245,3503.89685,,,,,,,,,0.89265,0.87474,0.93163,0.86404,0.80519,0.75172,0.8083,0.79794
6087100802,87.0,0.05108,0.0,0.93492,0.0,0.07581,0.0,0.16657,0.0,0.17736,1.0,0.04313,0.0,0.01453,1.0,0.26619,0.0,0.00303,1.0,0.6082,0.0,0.05372,1.0,0.00303,1.0,0.01014,1.0,0.11895,0.0,0.00288,1.0,0.01498,1.0,0.00605,1.0,0.00832,1.0,0.01029,1.0,0.01544,1.0,0.00197,1.0,0.00575,1.0,0.01231,0.01425,0.0,0.0081,0.01122,3014.0,0.75501,3992.00143,,,,,,,,,0.92737,0.87532,0.88824,0.89998,0.87423,0.82217,0.84756,0.82161
6087100900,87.0,0.03919,1.0,0.93175,0.0,0.05894,0.0,0.18767,0.0,0.11418,1.0,0.02756,1.0,0.0051,1.0,0.18465,0.0,0.00019,1.0,0.74613,0.0,0.00517,1.0,0.0,1.0,0.0,1.0,0.17025,0.0,0.00309,1.0,0.00306,1.0,0.00018,1.0,0.00664,1.0,0.0165,1.0,0.00013,1.0,2e-05,1.0,0.00057,1.0,0.01981,0.09194,0.0,0.02475,0.01408,4283.0,2.71006,1580.41059,0.61321,0.53588,0.54535,0.58781,0.84991,0.80377,0.84888,0.71132,0.93793,0.869,0.93736,0.90282,0.87977,0.81795,0.90543,0.805
6087101001,87.0,0.13193,0.0,0.85651,0.0,0.11791,0.0,0.36582,0.0,0.26843,0.0,0.08005,0.0,0.04018,0.0,0.29148,0.0,0.00232,1.0,0.54131,0.0,7e-05,1.0,0.00312,1.0,0.0,1.0,0.26575,0.0,0.00253,1.0,0.00774,1.0,0.03029,1.0,0.01938,1.0,0.00688,1.0,0.0044,1.0,0.00415,1.0,0.00342,1.0,0.01357,0.04029,0.0,0.00704,0.01431,4036.0,0.99374,4061.44462,,,,,,,,,0.90754,0.87265,0.9359,0.88197,0.8209,0.77947,0.71699,0.82611
6087101002,87.0,0.13013,0.0,0.85531,0.0,0.11781,0.0,0.36328,0.0,0.26682,0.0,0.07921,0.0,0.0396,0.0,0.28978,0.0,0.00229,1.0,0.54448,0.0,0.00015,1.0,0.00316,1.0,0.0,1.0,0.26352,0.0,0.00258,1.0,0.00782,1.0,0.02985,1.0,0.01932,1.0,0.00684,1.0,0.00433,1.0,0.00409,1.0,0.00337,1.0,0.01718,0.31097,0.0,0.05327,0.01418,4789.0,2.04965,2336.50204,,,,,,,,,0.89127,0.8868,0.87745,0.85602,0.76086,0.69638,0.72795,0.72335
6087101100,87.0,0.02972,1.0,0.92318,0.0,0.08199,0.0,0.08982,0.0,0.0961,1.0,0.04275,0.0,0.03431,1.0,0.10544,0.0,0.00593,1.0,0.77295,0.0,0.00018,1.0,0.0,1.0,0.0,1.0,0.06916,0.0,0.00413,1.0,0.00916,1.0,0.0176,1.0,0.00557,1.0,0.00647,1.0,0.0,1.0,0.0,1.0,0.00988,1.0,0.02357,0.04817,0.0,0.00856,0.02041,5515.0,3.0712,1795.71354,0.60535,0.54742,0.60897,0.57108,0.83941,0.77687,0.85485,0.71728,0.92717,0.90336,0.93767,0.89974,0.87415,0.82985,0.86013,0.82639
6087101200,87.0,0.05395,1.0,0.97894,0.0,0.04923,1.0,0.31375,0.0,0.27568,1.0,0.05986,0.0,0.0,1.0,0.15469,0.0,0.00158,1.0,0.74732,0.0,0.0041,1.0,0.0,1.0,0.0,1.0,0.09231,0.0,0.02174,1.0,0.02678,1.0,0.00189,1.0,0.03592,1.0,0.0,1.0,0.00819,1.0,0.0,1.0,0.0,1.0,0.01428,0.13427,0.0,0.03026,0.01295,3465.0,6.08546,569.39037,0.64279,0.62736,0.70165,0.55314,0.81895,0.78503,0.75845,0.66843,0.91584,0.89618,0.8981,0.91452,0.8697,0.83579,0.80048,0.84486
6087110101,87.0,0.33837,0.0,0.9179,0.0,0.13013,0.0,0.10709,0.0,0.07616,1.0,0.01727,1.0,0.0,1.0,0.7509,0.0,0.0,1.0,0.21534,0.0,0.0049,1.0,0.00296,1.0,0.0,1.0,0.71147,0.0,0.00284,1.0,0.00296,1.0,0.0,1.0,0.0,1.0,0.01186,1.0,0.00941,1.0,0.0,1.0,0.0,1.0,0.00666,0.0,1.0,0.00217,0.0081,2796.0,1.35775,2059.28944,,,,,,,,,0.91857,0.90177,0.92782,0.90523,0.80817,0.77331,0.86893,0.69327
6087110102,87.0,0.33837,0.0,0.9179,0.0,0.13013,0.0,0.10709,0.0,0.07616,1.0,0.01727,1.0,0.0,1.0,0.7509,0.0,0.0,1.0,0.21534,0.0,0.0049,1.0,0.00296,1.0,0.0,1.0,0.71147,0.0,0.00284,1.0,0.00296,1.0,0.0,1.0,0.0,1.0,0.01186,1.0,0.00941,1.0,0.0,1.0,0.0,1.0,0.01114,0.07852,0.0,0.00419,0.01217,4640.0,1.09462,4238.89803,,,,,,,,,0.90902,0.89294,0.92829,0.87569,0.77849,0.73279,0.8722,0.62787
6087110201,87.0,0.27696,0.0,0.93643,0.0,0.10701,0.0,0.11562,0.0,0.11612,1.0,0.03594,0.0,0.0186,1.0,0.71132,0.0,0.0,1.0,0.23024,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.70052,0.0,0.0088,1.0,0.0,1.0,0.0,1.0,0.00302,1.0,0.0098,1.0,0.01948,1.0,0.0,1.0,0.00478,1.0,0.00704,0.15599,0.0,0.00318,0.00724,2805.0,0.60967,4600.83281,,,,,,,,,0.90451,0.89281,0.9789,0.8592,0.76625,0.73967,0.8458,0.67274
6087110202,87.0,0.27696,0.0,0.93643,0.0,0.10701,0.0,0.11562,0.0,0.11612,1.0,0.03594,0.0,0.0186,1.0,0.71132,0.0,0.0,1.0,0.23024,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.70052,0.0,0.0088,1.0,0.0,1.0,0.0,1.0,0.00302,1.0,0.0098,1.0,0.01948,1.0,0.0,1.0,0.00478,1.0,0.01275,0.13707,0.0,0.00459,0.017,4915.0,2.35162,2090.04567,,,,,,,,,0.88435,0.86691,0.92439,0.82016,0.80224,0.76664,0.90328,0.6901
6087110301,87.0,0.49946,0.0,0.8559,0.0,0.14939,0.0,0.21771,0.0,0.13402,0.0,0.00646,1.0,0.00069,1.0,0.93622,0.0,0.0,1.0,0.05333,0.0,0.00935,1.0,0.0,1.0,0.0,1.0,0.89663,0.0,0.00316,1.0,0.0,1.0,0.00151,1.0,0.0,1.0,0.00838,1.0,0.00399,1.0,0.00124,1.0,0.0,1.0,0.00589,0.25432,0.0,0.02061,0.00811,4340.0,0.74384,5834.62722,,,,,,,,,0.85155,0.86208,0.76764,0.81855,0.64472,0.63991,0.71377,0.62327
