name,address,Is Early Voting,Precincts (Or Locality-wide),Is Drop Off,lon,lat
Alta Community Center,33950 ALTA BONNYNOOK RD ALTA CA 95701,False,Locality wide location,False,-120.81033,39.20671
At The Grounds - Atrium,700 EVENT CENTER DR ROSEVILLE CA 95678,False,Locality wide location,False,-121.29536,38.75701
Buljan Middle School - Gym,100 HALLISSY DR ROSEVILLE CA 95678,False,Locality wide location,False,-121.30211,38.77805
Chilton Middle School - Gym,4501 BOB DOYLE DR ROSEVILLE CA 95747,False,Locality wide location,False,-121.37246,38.77759
Club Lincoln Crossing - Community Room,830 GROVELAND LN LINCOLN CA 95648,False,Locality wide location,False,-121.30524,38.87281
Cooley Middle School - Gym,9300 PRAIRIE WOODS WAY ROSEVILLE CA 95747,False,Locality wide location,False,-121.33446,38.79394
Foresthill High School - Room 915,23319 FORESTHILL RD FORESTHILL CA 95631,False,Locality wide location,False,-120.83442,39.01748
Gold Country Fairgrounds - Sierra Bldg,1273 HIGH ST AUBURN CA 95603,False,Locality wide location,False,-121.07308,38.89344
Granite Bay High School - Library,1 GRIZZLY WAY GRANITE BAY CA 95746,False,Locality wide location,False,-121.21088,38.73117
Granite Bay Library,6475 DOUGLAS BLVD GRANITE BAY CA 95746,False,Locality wide location,False,-121.18066,38.74423
Lincoln Public Library - Willow Room,485 TWELVE BRIDGES DRIVE LINCOLN CA 95648,False,Locality wide location,False,-121.29206,38.84987
Lincoln Veterans Hall - Meeting Hall,541 5TH ST LINCOLN CA 95648,False,Locality wide location,False,-121.29073,38.89154
Loomis Veterans Hall - Main Hall,5945 HORSESHOE BAR RD LOOMIS CA 95650,False,Locality wide location,False,-121.19121,38.82026
Maidu Community Center - Reception Hall,1550 MAIDU DR ROSEVILLE CA 95661,False,Locality wide location,False,-121.25291,38.73624
Martha Riley Library,1501 PLEASANT GROVE BLVD ROSEVILLE CA 95747,False,Locality wide location,False,-121.33203,38.76751
Mike Shellito Indoor Pool - Meeting Rm 1,10210 FAIRWAY DR ROSEVILLE CA 95678,False,Locality wide location,False,-121.27871,38.78877
North Tahoe Event Center - Conf Room,8318 NORTH LAKE BLVD KINGS BEACH CA 96143,False,Locality wide location,False,-120.02655,39.23692
Placer County Elections Office,2956 RICHARDSON DR AUBURN CA 95603,False,Locality wide location,False,-121.10762,38.93954
Placer County Warehouse,3715 ATHERTON RD ROCKLIN CA 95765,False,Locality wide location,False,-121.29187,38.81624
Rocklin High School - Gym Lobby,5301 VICTORY LN ROCKLIN CA 95765,False,Locality wide location,False,-121.25159,38.81462
Roseville Church Of Christ - Gym,1799 CIRBY WAY ROSEVILLE CA 95661,False,Locality wide location,False,-121.25772,38.73036
Roseville Veterans Hall - Main Hall,110 PARK DR ROSEVILLE CA 95678,False,Locality wide location,False,-121.28253,38.74761
Sierra College- Campus Center - J Bldg,5100 SIERRA COLLEGE BLVD ROCKLIN CA 95677,False,Locality wide location,False,-121.21157,38.79153
Sierra Vista Community Center - Gym,55 SCHOOL ST COLFAX CA 95713,False,Locality wide location,False,-120.95353,39.10297
Spring View Middle School - Multipurpose,5040 5TH STREET ROCKLIN CA 95677,False,Locality wide location,False,-121.24252,38.79442
Sun City Lincoln Hills- Kilaga Sierra Rm,1167 SUN CITY BLVD LINCOLN CA 95648,False,Locality wide location,False,-121.27743,38.88122
The Old Firehouse,300 N LAKE BLVD TAHOE CITY CA 96145,False,Locality wide location,False,-120.14276,39.16915
Whitney High School - Theater Lobby,701 WILDCAT BLVD ROCKLIN CA 95765,False,Locality wide location,False,-121.28782,38.83518
