name,address,Is Early Voting,Precincts (Or Locality-wide),Is Drop Off,lon,lat
Hilton Garden Inn - Lompoc,1201 N H ST LOMPOC CA 93436,True,"CITY LMPC BT 81, CITY LMPC BT 93",False,-120.45876,34.65751
Hope Elementary School,3970 LA COLINA RD # A SANTA BARBARA CA 93110,False,"HOPE BT 11, HOPE BT 12, CITY STBR BT 21, HOPE BT 24, HOPE BT 26, CITY STBR BT 45, CITY STBR BT 46, CITY STBR BT 47",False,-119.75415,34.44449
Hope Elementary School,3970 LA COLINA RD # A SANTA BARBARA CA 93110,True,"HOPE BT 11, HOPE BT 12, CITY STBR BT 21, HOPE BT 24, HOPE BT 26, CITY STBR BT 45, CITY STBR BT 46, CITY STBR BT 47",False,-119.75415,34.44449
Isla Vista Community Center,976 EMBARCADERO DEL MAR GOLETA CA 93117,False,"IV BT 55, IV BT 56",False,-119.85682,34.41135
Isla Vista Community Center,976 EMBARCADERO DEL MAR GOLETA CA 93117,True,"IV BT 55, IV BT 56",False,-119.85682,34.41135
Kellogg School - Multipurpose Room,475 CAMBRIDGE DR GOLETA CA 93117,False,"GLTA BT 30, GLTA BT 36, GLTA BT 37, CITY GLTA BT 49, CITY GLTA BT 50, CITY GLTA BT 52",False,-119.82187,34.44682
Kellogg School - Multipurpose Room,475 CAMBRIDGE DR GOLETA CA 93117,True,"GLTA BT 30, GLTA BT 36, GLTA BT 37, CITY GLTA BT 49, CITY GLTA BT 50, CITY GLTA BT 52",False,-119.82187,34.44682
Liberty Elementary School,1300 SONYA LN SANTA MARIA CA 93458,False,"CITY STMR BT 96, CITY STMR BT 97, CITY STMR BT 97",False,-120.45638,34.92791
Liberty Elementary School,1300 SONYA LN SANTA MARIA CA 93458,True,"CITY STMR BT 96, CITY STMR BT 97, CITY STMR BT 97",False,-120.45638,34.92791
Lompoc Veteran's Memorial Building,100 E. LOCUST AVE LOMPOC CA 93436,False,Locality wide location,False,-120.458,34.63205
Monroe Elementary School,431 FLORA VISTA DR SANTA BARBARA CA 93109,False,"CITY STBR BT 20, CITY STBR BT 21",False,-119.73122,34.40487
Monroe Elementary School,431 FLORA VISTA DR SANTA BARBARA CA 93109,True,"CITY STBR BT 20, CITY STBR BT 21",False,-119.73122,34.40487
Montecito Covenant Church - Gymnasium,671 COLD SPRINGS RD SANTA BARBARA CA 93108,False,"MONT BT 1, MONT BT 6, MONT BT 7",False,-119.65935,34.44327
Montecito Covenant Church - Gymnasium,671 COLD SPRINGS RD SANTA BARBARA CA 93108,True,"MONT BT 1, MONT BT 6, MONT BT 7",False,-119.65935,34.44327
Old Mission Santa Ines,1760 MISSION DR SOLVANG CA 93463,False,CITY SLVG,False,-120.13692,34.59432
Old Mission Santa Ines,1760 MISSION DR SOLVANG CA 93463,True,CITY SLVG,False,-120.13692,34.59432
Olga Reed Elementary School - Gymnasium,480 CENTENNIAL ST LOS ALAMOS CA 93440,False,"LSAL BT 72, LSAL BT 73",False,-120.27908,34.73975
Olga Reed Elementary School - Gymnasium,480 CENTENNIAL ST LOS ALAMOS CA 93440,True,"LSAL BT 72, LSAL BT 73",False,-120.27908,34.73975
Orcutt Junior High School,608 PINAL AVE ORCUTT CA 93455,False,"STMR BT 74, ORCT BT 74, ORCT BT 91",False,-120.44105,34.86251
Orcutt Junior High School,608 PINAL AVE ORCUTT CA 93455,True,"STMR BT 74, ORCT BT 74, ORCT BT 91",False,-120.44105,34.86251
Peabody Charter School,3018 CALLE NOGUERA SANTA BARBARA CA 93105,False,"MCYN BT 9, CITY STBR BT 9, CITY STBR BT 9, CITY STBR BT 21, CITY STBR BT 21",False,-119.72892,34.44169
Peabody Charter School,3018 CALLE NOGUERA SANTA BARBARA CA 93105,True,"MCYN BT 9, CITY STBR BT 9, CITY STBR BT 9, CITY STBR BT 21, CITY STBR BT 21",False,-119.72892,34.44169
Radisson Hotel Santa Maria,3455 SKYWAY DR SANTA MARIA CA 93455,False,"STMR BT 90, STMR BT 91, CITY STMR BT 95",False,-120.44503,34.89663
Radisson Hotel Santa Maria,3455 SKYWAY DR SANTA MARIA CA 93455,True,"STMR BT 90, STMR BT 91, CITY STMR BT 95",False,-120.44503,34.89663
River View Townhomes,230 CALLE CESAR E CHAVEZ GUADALUPE CA 93434,False,CITY GDLP BT 86,False,-120.58832,34.96067
River View Townhomes,230 CALLE CESAR E CHAVEZ GUADALUPE CA 93434,True,CITY GDLP BT 86,False,-120.58832,34.96067
SBCC Schott Campus,310 W PADRE ST SANTA BARBARA CA 93105,False,"CITY STBR BT 9, CITY STBR BT 21, CITY STBR BT 21, CITY STBR BT 21",False,-119.71997,34.42859
SBCC Schott Campus,310 W PADRE ST SANTA BARBARA CA 93105,True,"CITY STBR BT 9, CITY STBR BT 21, CITY STBR BT 21, CITY STBR BT 21",False,-119.71997,34.42859
SBCC Sports Pavilion - Gymnasium,721 CLIFF DR SANTA BARBARA CA 93109,False,"CITY STBR BT 9, CITY STBR BT 9, CITY STBR BT 19, CITY STBR BT 21",False,-119.69998,34.40447
SBCC Sports Pavilion - Gymnasium,721 CLIFF DR SANTA BARBARA CA 93109,True,"CITY STBR BT 9, CITY STBR BT 9, CITY STBR BT 19, CITY STBR BT 21",False,-119.69998,34.40447
Saint Raphael's Church - Parish Hall,5444 HOLLISTER AVE SANTA BARBARA CA 93111,False,"GLTA BT 30, GLTA BT 32, CITY GLTA BT 48, CITY GLTA BT 49",False,-119.81475,34.43584
Saint Raphael's Church - Parish Hall,5444 HOLLISTER AVE SANTA BARBARA CA 93111,True,"GLTA BT 30, GLTA BT 32, CITY GLTA BT 48, CITY GLTA BT 49",False,-119.81475,34.43584
San Marcos High School - Gymnasium,4750 HOLLISTER AVE SANTA BARBARA CA 93110,False,"HOPE BT 22, HOPE BT 26, HOPE BT 28, HOPE BT 30, HOPE BT 34, HOPE BT 35, HOPE BT 36, HOPE BT 37",False,-119.78916,34.43911
San Marcos High School - Gymnasium,4750 HOLLISTER AVE SANTA BARBARA CA 93110,True,"HOPE BT 22, HOPE BT 26, HOPE BT 28, HOPE BT 30, HOPE BT 34, HOPE BT 35, HOPE BT 36, HOPE BT 37",False,-119.78916,34.43911
Santa Barbara County Elections,4440-A CALLE REAL SANTA BARBARA CA 93110,False,Locality wide location,False,-119.77841,34.44296
Santa Barbara County Elections Branch Office (Santa Maria),511 E. LAKESIDE PARKWAY SANTA MARIA CA 93455,False,Locality wide location,False,-120.42834,34.92317
Santa Barbara High School - Cafeteria,700 E ANAPAMU ST SANTA BARBARA CA 93103,False,"CITY STBR BT 9, CITY STBR BT 9, CITY STBR BT 19",False,-119.69755,34.42947
Santa Barbara High School - Cafeteria,700 E ANAPAMU ST SANTA BARBARA CA 93103,True,"CITY STBR BT 9, CITY STBR BT 9, CITY STBR BT 19",False,-119.69755,34.42947
Santa Catalina,6850 EL COLEGIO RD GOLETA CA 93117,False,"UCSB BT 33, IV BT 54, IV BT 55",False,-119.86828,34.41785
Santa Catalina,6850 EL COLEGIO RD GOLETA CA 93117,True,"UCSB BT 33, IV BT 54, IV BT 55",False,-119.86828,34.41785
Santa Maria Fairpark,937 S THORNBURG ST SANTA MARIA CA 93458,False,"CITY STMR BT 95, CITY STMR BT 95, CITY STMR BT 96",False,-120.44319,34.93908
Santa Maria Fairpark,937 S THORNBURG ST SANTA MARIA CA 93458,True,"CITY STMR BT 95, CITY STMR BT 95, CITY STMR BT 96",False,-120.44319,34.93908
Santa Maria Foursquare Church,709 N CURRYER ST SANTA MARIA CA 93458,False,"CITY STMR BT 98, CITY STMR BT 99, CITY STMR BT 102",False,-120.44193,34.95961
Santa Maria Foursquare Church,709 N CURRYER ST SANTA MARIA CA 93458,True,"CITY STMR BT 98, CITY STMR BT 99, CITY STMR BT 102",False,-120.44193,34.95961
Santa Ynez Valley Marriott,555 MCMURRAY RD BUELLTON CA 93427,False,CITY BLTN BT 79,False,-120.18843,34.61563
Santa Ynez Valley Marriott,555 MCMURRAY RD BUELLTON CA 93427,True,CITY BLTN BT 79,False,-120.18843,34.61563
Santa Ynez Valley Presbyterian Church - Gym,1825 ALAMO PINTADO RD SOLVANG CA 93463,False,"BLRD BT 13, BLRD BT 43, BLRD BT 61",False,-120.11671,34.63629
Santa Ynez Valley Presbyterian Church - Gym,1825 ALAMO PINTADO RD SOLVANG CA 93463,True,"BLRD BT 13, BLRD BT 43, BLRD BT 61",False,-120.11671,34.63629
Taylor Elementary School,1921 CARLOTTI DR SANTA MARIA CA 93454,False,CITY STMR BT 102,False,-120.4226,34.97516
Taylor Elementary School,1921 CARLOTTI DR SANTA MARIA CA 93454,True,CITY STMR BT 102,False,-120.4226,34.97516
The Mission Club,4300 CLUB HOUSE RD LOMPOC CA 93436,False,"PUR BT 67, PUR BT 68, PUR BT 69, PUR BT 70",False,-120.45633,34.71198
The Mission Club,4300 CLUB HOUSE RD LOMPOC CA 93436,True,"PUR BT 67, PUR BT 68, PUR BT 69, PUR BT 70",False,-120.45633,34.71198
Tommie Kunst Junior High School,930 HIDDEN PINES WAY SANTA MARIA CA 93458,False,"CITY STMR BT 99, CITY STMR BT 102",False,-120.44706,34.98484
Tommie Kunst Junior High School,930 HIDDEN PINES WAY SANTA MARIA CA 93458,True,"CITY STMR BT 99, CITY STMR BT 102",False,-120.44706,34.98484
Westside Neighborhood Center,423 W VICTORIA ST SANTA BARBARA CA 93101,False,"CITY STBR BT 20, CITY STBR BT 20, CITY STBR BT 21, CITY STBR BT 21",False,-119.71041,34.41961
Westside Neighborhood Center,423 W VICTORIA ST SANTA BARBARA CA 93101,True,"CITY STBR BT 20, CITY STBR BT 20, CITY STBR BT 21, CITY STBR BT 21",False,-119.71041,34.41961
