name,address,Is Early Voting,Precincts (Or Locality-wide),Is Drop Off,lon,lat
"Active Seniors, Inc.",100 HARVEST ST SALINAS CA 93901,False,Salinas 39,False,-121.6526,36.66851
Aromas Bible Church,263 CARPENTERIA RD AROMAS CA 95004,False,Aromas,False,-121.6436,36.88946
Bardin Elementary School - PDC,425 BARDIN RD SALINAS CA 93905,False,"Salinas 24, Salinas 25, Salinas 25",False,-121.60089,36.67327
Bethlehem Lutheran Church,800 CASS ST MONTEREY CA 93940,False,Monterey 8,False,-121.8959,36.59409
Big Sur Grange Hall,47090 HIGHWAY 1 BIG SUR CA 93920,False,Big Sur,False,-121.80035,36.26361
Boronda Meadows School,915 LARKIN ST SALINAS CA 93907,False,Boronda 1,False,-121.66993,36.69258
Cabrillo Family Resource Center,1295 LA SALLE AVE SEASIDE CA 93955,False,"Seaside 4, Seaside 6, Seaside 7",False,-121.83798,36.617
Carmel Valley Community Youth Center,25 FORD RD CARMEL VALLEY CA 93924,False,"Carmel Valley 8, Carmel Valley 9",False,-121.73615,36.4834
Castroville Library,11160 SPEEGLE ST CASTROVILLE CA 95012,False,"Castroville 1, Castroville 1",False,-121.75757,36.76768
Cdf Tularcitos Fire Station,16650 CACHAGUA RD CARMEL VALLEY CA 93924,False,Tassajara,False,-121.68581,36.44626
Cesar Chavez School,250 APPLE AVE GREENFIELD CA 93927,False,Greenfield 1,False,-121.23442,36.33088
Chualar School,24285 LINCOLN ST # BUS. CHUALAR CA 93925,False,Alisal 2,False,-121.51634,36.57227
Community Church Fellowship Hall,4590 CARMEL VALLEY RD CARMEL CA 93923,False,"Carmel Valley 1, Carmel Valley 5",False,-121.8933,36.542
Creekside Club House,19323 CREEKSIDE CIR SALINAS CA 93908,False,Toro 3,False,-121.68741,36.62308
Creekside Elementary School,1770 KITTERY ST SALINAS CA 93906,False,"Salinas 15, Salinas 68",False,-121.61092,36.70462
Crossroads Christian Church,1035 ROGGE RD SALINAS CA 93906,False,"Santa Rita 4, Santa Rita 6",False,-121.6315,36.73189
Cypress Community Church,681 MONTEREY SALINAS HWY SALINAS CA 93908,False,Toro 1,False,-121.72665,36.58224
Dr. Oscar F. Loya School,1505 COUGAR DR SALINAS CA 93905,False,"Salinas 14, Salinas 14",False,-121.59439,36.68993
Early Voting Center,1441 CANYON DEL REY BLVD EMBASSY SUITES SEASIDE CA 93955,False,Locality wide location,False,-121.85639,36.6068
East Salinas Family Center,995 N MADEIRA AVE SALINAS CA 93905,False,Salinas 46,False,-121.62176,36.68338
El Dorado Park,1655 EL DORADO DR SALINAS CA 93906,False,"Salinas 63, Salinas 62",False,-121.63753,36.70977
Epiphany Lutheran Church,425 CARMEL AVE MARINA CA 93933,False,"Marina 6, Marina 7",False,-121.78708,36.67705
Everett Alvarez High School,1900 INDEPENDENCE BLVD SALINAS CA 93906,False,"Salinas 66, Salinas 67",False,-121.6152,36.71255
"Filipino Community Of Salinas Valley, Inc.",250 CALLE CEBU SALINAS CA 93901,False,Salinas 42,False,-121.64887,36.68016
First Baptist Church - Salinas,1130 SAN VINCENTE AVE SALINAS CA 93901,False,Salinas 34,False,-121.67332,36.66315
First Baptist Church - Social Hall,450 KING ST KING CITY CA 93930,False,King City 1,False,-121.13296,36.21705
First Baptist Church Of Prunedale,17716 PESANTE RD SALINAS CA 93907,False,Prunedale 1,False,-121.66534,36.77593
First Presbyterian Church - Salinas,830 PADRE DR SALINAS CA 93901,False,Salinas 35,False,-121.6603,36.66444
Good Shepherd Church,301 CORRAL DE TIERRA RD SALINAS CA 93908,False,Toro 2,False,-121.7258,36.54121
Greater Victory Temple,1620 BROADWAY AVE SEASIDE CA 93955,False,"Seaside 5, Seaside 8",False,-121.82926,36.6085
Greenfield Memorial Building,615 EL CAMINO REAL GREENFIELD CA 93927,False,"Greenfield 2, Greenfield 3",False,-121.252,36.33019
Hacienda Carmel - Casa Fiesta,1000 HACIENDA CARMEL CARMEL CA 93923,False,Carmel Valley 2,False,-121.87974,36.53764
Harbor Chapel,620 DOLAN RD MOSS LANDING CA 95039,False,Elkhorn,False,-121.73912,36.79754
Harden Middle School,1561 MCKINNON ST SALINAS CA 93906,False,"Salinas 61, Salinas 61",False,-121.64702,36.71024
Hartnell College - Steinbeck Hall,411 CENTRAL AVE SALINAS CA 93901,False,"Salinas 32, Salinas 33, Salinas 33",False,-121.66846,36.67369
Hebbron Family Center,683 FREMONT ST SALINAS CA 93905,False,Salinas 46,False,-121.63202,36.67769
Iglesia Roca Firme,47 SILL RD ROYAL OAKS CA 95076,False,"Pajaro 2, Pajaro 3",False,-121.73206,36.86567
Kammann School,521 ROCHEX AVE SALINAS CA 93906,False,"Salinas 56, Salinas 56",False,-121.6591,36.69962
King City High School,720 BROADWAY ST KING CITY CA 93930,False,"King City 3, King City 4",False,-121.13408,36.20956
Kinship Center,124 RIVER RD SALINAS CA 93908,False,"Las Palmas, Las Palmas 30",False,-121.66053,36.61617
La Iglesia De San Pablo,1092 NOCHE BUENA ST SEASIDE CA 93955,False,Seaside 3,False,-121.83756,36.59915
La Paz School,1300 N SANBORN RD SALINAS CA 93905,False,"Salinas 12, Salinas 13",False,-121.60534,36.68977
Loma Vista School,757 SAUSAL DR SALINAS CA 93906,False,Salinas 65,False,-121.62323,36.7085
Los Arboles Middle School,294 HILLCREST AVE MARINA CA 93933,False,"Marina 4, Marina 5",False,-121.79809,36.67914
Lutheran Church Of Our Savior - Hall,1230 LUTHER WAY SALINAS CA 93901,False,Salinas 36,False,-121.67229,36.66162
Lutheran Church Of The Good Shepherd,580 LARKIN ST SALINAS CA 93907,False,"Salinas 59, Salinas 41, Salinas 57",False,-121.65995,36.69067
Madonna Del Sasso Church - Parish Hall,320 E LAUREL DR SALINAS CA 93906,False,"Salinas 43, Salinas 44, Salinas 45",False,-121.64596,36.69753
Marina First Assembly Of God,3185 DE FOREST RD MARINA CA 93933,False,Marina,False,-121.79204,36.68724
Marina Library,190 SEASIDE CIR MARINA CA 93933,False,"Marina 1, Marina 3",False,-121.79965,36.69142
Martin Luther King Academy,925 N SANBORN RD SALINAS CA 93905,False,Salinas 11,False,-121.6173,36.68568
Mission Ranch - Small Barn,26270 DOLORES ST CARMEL CA 93923,False,"Carmel 3, Carmel 4",False,-121.923,36.54226
Monte Del Lago - Club Room,13100 MONTE DEL LAGO CASTROVILLE CA 95012,False,Oak Hills,False,-121.73448,36.77219
Monterey County Elections - Office,1441 SCHILLING PL NORTH BLDG SALINAS CA 93901,False,Locality wide location,False,-121.61949,36.65324
Monterey County Fairgrounds Gate 5,2004 FAIRGROUND RD MONTEREY CA 93940,False,"Monterey 5, Monterey 6, Monterey 6",False,-121.86339,36.5947
Monterey United Methodist Church,1 SOLEDAD DR MONTEREY CA 93940,False,"Monterey 7, Monterey 9",False,-121.90335,36.58403
Monterey Youth Center Conference Room,777 PEARL ST MONTEREY CA 93940,False,"Monterey 10, Monterey 10",False,-121.88672,36.59749
Nancy Dodd Center,3043 MACARTHUR DR MARINA CA 93933,False,"CSUMB 3 - Housing, Marina 9",False,-121.7788,36.67154
