name,address,Is Early Voting,Precincts (Or Locality-wide),Is Drop Off,lon,lat
Bible Baptist Church,2787 N BEALE RD MARYSVILLE CA 95901,False,Bible Baptist,False,-121.51351,39.12946
Calvary,6349 MARYSVILLE RD BROWNS VALLEY CA 95918,False,Calvary,False,-121.3871,39.29002
Cobblestone School,1718 CHURCHILL WAY PLUMAS LAKE CA 95961,False,Cobblestone,False,-121.54924,39.002
Dobbins / Oregon House Com Ctr,9185 MARYSVILLE RD OREGON HOUSE CA 95962,False,"Dob-OH, Camptonville",False,-121.25372,39.36449
Edgewater Elementary School,5715 OAKWOOD DR MARYSVILLE CA 95901,False,Edgewater,False,-121.5494,39.11978
Emmanuel Faith Tabernacle,5286 FEATHER RIVER BLVD OLIVEHURST CA 95961,False,Tabernacle,False,-121.58042,39.10666
Hallwood Church Of The Nazarene,2825 STATE HIGHWAY 20 MARYSVILLE CA 95901,False,Hallwood,False,-121.51688,39.20478
Johl Station,9274 STATE HIGHWAY 70 MARYSVILLE CA 95901,False,Johl Station,False,-121.60171,39.23087
Johnson Park School,4364 LEVER AVE OLIVEHURST CA 95961,False,Johnson Park,False,-121.53593,39.08087
Loma Rica Community Church,11234 LOMA RICA RD MARYSVILLE CA 95901,False,Loma Rica,False,-121.4279,39.30701
New Life Assembly,5736 ARBOGA RD OLIVEHURST CA 95961,False,New Life,False,-121.57539,39.12026
Rio Del Oro School,1220 ZANES DR PLUMAS LAKE CA 95961,False,Rio Del Oro,False,-121.55251,39.01162
River Valley Church,4997 OLIVEHURST AVE OLIVEHURST CA 95961,False,"River Valley A, River Valley B",False,-121.55105,39.09885
Wheatland Community Center,101 C ST WHEATLAND CA 95692,False,"Wheatland A, Wheatland B",False,-121.42602,39.01298
Word Of Life Church,1229 BUCHANAN ST MARYSVILLE CA 95901,False,Word of Life,False,-121.57789,39.15004
Yuba College (Building 2100),2088 N BEALE RD MARYSVILLE CA 95901,False,Yuba College,False,-121.53954,39.12559
Yuba County Elections,915 8TH STREET MARYSVILLE CA 95901,False,Locality wide location,False,-121.59856,39.14416
Yuba County Government Center,915 8TH ST MARYSVILLE CA 95901,False,"Govt Ctr A, Govt Ctr B",False,-121.59856,39.14416
Yuba Feather Community Center,17103 PONDEROSA WAY BROWNSVILLE CA 95919,False,Yuba Feather,False,-121.28984,39.45867
