geoid,countyfp,prc_nonengprof_final,prc_nonengprof_final_unreliable_flag,prc_caraccess_final,prc_caraccess_final_unreliable_flag,prcdisabled_final,prcdisabled_final_unreliable_flag,prc_pov_final,prc_pov_final_unreliable_flag,prc_youth_final,prc_youth_final_unreliable_flag,prc_asian,prc_asian_unreliable_flag,prc_black,prc_black_unreliable_flag,prc_latino,prc_latino_unreliable_flag,prc_native,prc_native_unreliable_flag,prc_white,prc_white_unreliable_flag,prc_centralamerican,prc_centralamerican_unreliable_flag,prc_cuban,prc_cuban_unreliable_flag,prc_dominican,prc_dominican_unreliable_flag,prc_mexican,prc_mexican_unreliable_flag,prc_puertorican,prc_puertorican_unreliable_flag,prc_southam,prc_southam_unreliable_flag,prc_asianindian,prc_asianindian_unreliable_flag,prc_chinese,prc_chinese_unreliable_flag,prc_filipino,prc_filipino_unreliable_flag,prc_japanese,prc_japanese_unreliable_flag,prc_korean,prc_korean_unreliable_flag,prc_vietnamese,prc_vietnamese_unreliable_flag,cvapdens,tot_elignonreg_prc_final,tot_elignonreg_prc_final_unreliable_flag,job_dens,pollvoter_dens,pop20,areakm,popdens,vbm_tot_2016,vbm_lat_2016,vbm_asn_2016,vbm_youth_2016,vbm_blk_2016,turnout_tot_2016,turnout_lat_2016,turnout_asn_2016,turnout_youth_2016,turnout_blk_2016,tot_elignonreg_prc_final_dup_flag_x,vbm_tot_2020,vbm_lat_2020,vbm_asn_2020,vbm_youth_2020,vbm_blk_2020,turnout_tot_2020,turnout_lat_2020,turnout_asn_2020,turnout_youth_2020,turnout_blk_2020,tot_elignonreg_prc_final_dup_flag_y
6019000100,19.0,0.16075,0.0,0.4978,0.0,0.36779,0.0,0.423,0.0,0.16948,0.0,0.04815,0.0,0.11453,0.0,0.60038,0.0,0.01333,0.0,0.20049,0.0,0.00871,1.0,0.0,1.0,0.00245,1.0,0.53972,0.0,0.01197,1.0,0.0,1.0,0.00245,1.0,0.00218,1.0,0.01007,1.0,0.0068,1.0,0.0,1.0,0.0,1.0,0.00522,0.0,1.0,0.01955,0.00161,3857.0,0.84344,4572.91377,0.68025,0.6651,0.77324,0.5813,,0.54434,0.50031,0.36295,0.50757,,0.0,0.85513,0.86001,0.96907,0.79117,,0.66179,0.63252,0.68686,0.5645,,0.0
6019000200,19.0,0.38493,0.0,0.8,0.0,0.14137,0.0,0.44933,0.0,0.11082,1.0,0.0807,0.0,0.11863,0.0,0.73671,0.0,0.00112,1.0,0.06136,0.0,0.01673,1.0,0.0,1.0,0.0,1.0,0.71253,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.00223,1.0,0.0,1.0,0.0,1.0,0.00185,0.0,1.0,0.00334,0.00138,3283.0,1.98813,1651.29889,0.56915,0.57532,0.5348,0.57859,,0.40029,0.40807,0.40583,0.34713,,0.0,0.86668,0.86652,0.9648,0.86904,,0.48089,0.47861,0.43022,0.47578,,0.0
6019000300,19.0,0.25446,0.0,0.80233,0.0,0.24955,0.0,0.46121,0.0,0.06012,1.0,0.02462,1.0,0.22485,0.0,0.66296,0.0,0.0026,1.0,0.05254,1.0,0.02272,1.0,0.0,1.0,0.0,1.0,0.63645,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.01586,1.0,0.0,1.0,0.00331,1.0,0.0,1.0,0.0,1.0,0.00392,0.0,1.0,0.0026,0.00272,3799.0,1.88756,2012.65144,0.61362,0.59727,0.78302,0.5196,,0.46704,0.45157,0.56358,0.37453,,0.0,0.84701,0.80581,0.92073,0.76538,,0.54412,0.50221,0.61628,0.51464,,0.0
6019000400,19.0,0.31626,0.0,0.84418,0.0,0.18663,0.0,0.47527,0.0,0.1546,0.0,0.10913,0.0,0.0291,1.0,0.77919,0.0,0.00218,1.0,0.0793,0.0,0.05529,0.0,0.00127,1.0,0.0,1.0,0.70971,0.0,0.00146,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.01946,1.0,0.0,1.0,0.00182,1.0,0.0,1.0,0.00446,0.0,1.0,0.00926,0.00297,5417.0,3.40339,1591.64838,0.59564,0.57947,0.68206,0.44856,,0.42597,0.47345,0.34117,0.38308,,0.0,0.85384,0.84185,0.93763,0.8502,,0.47408,0.50548,0.41033,0.44347,,0.0
6019000501,19.0,0.33779,0.0,0.76,0.0,0.17539,0.0,0.45072,0.0,0.11848,1.0,0.02528,1.0,0.06991,0.0,0.80924,0.0,0.0,1.0,0.08175,0.0,0.01501,1.0,0.0,1.0,0.0,1.0,0.7816,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0017,0.0,1.0,0.00276,0.00162,2596.0,0.67465,3847.94071,0.62436,0.57865,0.6753,0.56584,,0.52691,0.48567,0.50402,0.43802,,0.0,0.82079,0.83069,0.85988,0.78175,,0.58579,0.56601,0.47606,0.50804,,0.0
6019000502,19.0,0.32093,0.0,0.84127,0.0,0.10933,1.0,0.41371,0.0,0.0946,1.0,0.08932,1.0,0.01669,1.0,0.73011,0.0,0.00584,1.0,0.14162,0.0,0.01252,1.0,0.00417,1.0,0.0,1.0,0.70367,0.0,0.00278,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.00556,1.0,0.0,1.0,0.03144,1.0,0.0028,0.0,1.0,0.02893,0.00173,3381.0,1.18112,2862.54744,0.59546,0.5648,0.63256,0.51909,,0.41023,0.41002,0.4618,0.33892,,0.0,0.82663,0.81483,0.90643,0.73998,,0.47254,0.46524,0.47378,0.41838,,0.0
6019000601,19.0,0.25341,0.0,0.69179,0.0,0.25481,0.0,0.40381,0.0,0.10274,1.0,0.02737,1.0,0.13411,0.0,0.63895,0.0,0.0,1.0,0.19179,0.0,0.01305,1.0,0.00632,1.0,0.0,1.0,0.58358,0.0,0.01221,1.0,0.00274,1.0,0.0,1.0,0.00611,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.00317,0.0,1.0,0.00314,0.00373,4727.0,1.17835,4011.53365,,,,,,,,,,,,0.81392,0.79571,0.78578,0.72033,,0.57728,0.53356,0.42543,0.53244,,0.0
6019000602,19.0,0.25341,0.0,0.69179,0.0,0.25481,0.0,0.40381,0.0,0.10274,1.0,0.02737,1.0,0.13411,0.0,0.63895,0.0,0.0,1.0,0.19179,0.0,0.01305,1.0,0.00632,1.0,0.0,1.0,0.58358,0.0,0.01221,1.0,0.00274,1.0,0.0,1.0,0.00611,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.00104,0.0,1.0,0.04753,0.00098,1631.0,1.28611,1268.16316,,,,,,,,,,,,0.81797,0.80246,0.93682,0.71367,,0.54004,0.5186,0.46934,0.49705,,0.0
6019000701,19.0,0.27568,0.0,0.80855,0.0,0.255,0.0,0.45646,0.0,0.12636,1.0,0.08488,0.0,0.19296,0.0,0.66812,0.0,0.00273,1.0,0.02593,1.0,0.01856,1.0,0.00573,1.0,0.0,1.0,0.63564,0.0,0.00082,1.0,0.0,1.0,0.00573,1.0,0.00655,1.0,0.00491,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.00223,0.0,1.0,0.00075,0.00167,2671.0,1.29014,2070.31612,,,,,,,,,,,,0.89615,0.87848,0.80734,0.79826,,0.55982,0.53991,0.52465,0.50603,,0.0
6019000702,19.0,0.27568,0.0,0.80855,0.0,0.255,0.0,0.45646,0.0,0.12636,1.0,0.08488,0.0,0.19296,0.0,0.66812,0.0,0.00273,1.0,0.02593,1.0,0.01856,1.0,0.00573,1.0,0.0,1.0,0.63564,0.0,0.00082,1.0,0.0,1.0,0.00573,1.0,0.00655,1.0,0.00491,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.00121,0.0,1.0,0.00544,0.00084,1455.0,6.99107,208.1227,,,,,,,,,,,,0.88443,0.84803,0.99572,0.84035,,0.51157,0.52715,0.40107,0.45921,,0.0
