geoid,countyfp,prc_nonengprof_final,prc_nonengprof_final_unreliable_flag,prc_caraccess_final,prc_caraccess_final_unreliable_flag,prcdisabled_final,prcdisabled_final_unreliable_flag,prc_pov_final,prc_pov_final_unreliable_flag,prc_youth_final,prc_youth_final_unreliable_flag,prc_asian,prc_asian_unreliable_flag,prc_black,prc_black_unreliable_flag,prc_latino,prc_latino_unreliable_flag,prc_native,prc_native_unreliable_flag,prc_white,prc_white_unreliable_flag,prc_centralamerican,prc_centralamerican_unreliable_flag,prc_cuban,prc_cuban_unreliable_flag,prc_dominican,prc_dominican_unreliable_flag,prc_mexican,prc_mexican_unreliable_flag,prc_puertorican,prc_puertorican_unreliable_flag,prc_southam,prc_southam_unreliable_flag,prc_asianindian,prc_asianindian_unreliable_flag,prc_chinese,prc_chinese_unreliable_flag,prc_filipino,prc_filipino_unreliable_flag,prc_japanese,prc_japanese_unreliable_flag,prc_korean,prc_korean_unreliable_flag,prc_vietnamese,prc_vietnamese_unreliable_flag,cvapdens,tot_elignonreg_prc_final,tot_elignonreg_prc_final_unreliable_flag,job_dens,pollvoter_dens,pop20,areakm,popdens,vbm_tot_2016,vbm_lat_2016,vbm_asn_2016,vbm_youth_2016,turnout_tot_2016,turnout_lat_2016,turnout_asn_2016,turnout_youth_2016,vbm_tot_2020,vbm_lat_2020,vbm_asn_2020,vbm_youth_2020,turnout_tot_2020,turnout_lat_2020,turnout_asn_2020,turnout_youth_2020
6053000101,53.0,0.28278,0.0,0.94877,0.0,0.02937,1.0,0.08892,1.0,0.10206,1.0,0.01226,1.0,0.01183,1.0,0.64652,0.0,0.03329,1.0,0.28559,0.0,0.00307,1.0,0.0,1.0,0.0,1.0,0.59921,0.0,0.0,1.0,0.02628,1.0,0.0,1.0,0.0,1.0,0.01489,1.0,0.00701,1.0,0.0,1.0,0.0,1.0,0.00514,0.00022,0.0,0.00381,0.00724,2336.0,9.93083,235.22698,0.72521,0.69716,0.77747,0.6601,0.68027,0.68761,0.67793,0.51636,0.91354,0.88743,0.82578,0.83619,0.7357,0.69491,0.76965,0.71684
6053000103,53.0,0.26141,0.0,0.84866,0.0,0.06751,0.0,0.1442,0.0,0.12567,1.0,0.12417,0.0,0.01427,1.0,0.7246,0.0,0.0,1.0,0.11523,0.0,0.02173,1.0,0.00277,1.0,0.0,1.0,0.68733,0.0,0.00511,1.0,0.0,1.0,0.03024,1.0,0.02236,1.0,0.06965,0.0,0.0,1.0,0.00256,1.0,0.0,1.0,0.00928,0.15494,0.0,0.00592,0.00942,4367.0,1.0257,4257.57963,0.70101,0.67035,0.72277,0.68333,0.67044,0.643,0.68707,0.52402,0.93023,0.9263,0.96183,0.91628,0.73467,0.71883,0.77515,0.72391
6053000104,53.0,0.14211,0.0,0.98396,0.0,0.09651,0.0,0.04977,0.0,0.09954,1.0,0.03842,0.0,0.03842,1.0,0.73285,0.0,0.00077,1.0,0.13228,0.0,0.0,1.0,0.0,1.0,0.00799,1.0,0.71506,0.0,0.00103,1.0,0.00155,1.0,0.0,1.0,0.00284,1.0,0.01779,1.0,0.0,1.0,0.00155,1.0,0.0,1.0,0.01007,0.19267,0.0,0.00189,0.01247,3789.0,2.04258,1855.00297,0.76339,0.72643,0.88223,0.71304,0.72492,0.70814,0.64062,0.58582,0.91655,0.90898,0.91531,0.93527,0.77225,0.74956,0.7474,0.68832
6053000105,53.0,0.25576,0.0,0.99244,0.0,0.0527,0.0,0.06143,0.0,0.08878,1.0,0.14987,0.0,0.01771,1.0,0.73194,0.0,0.00161,1.0,0.09565,0.0,0.01632,1.0,0.0,1.0,0.0,1.0,0.67096,0.0,0.0,1.0,0.02147,1.0,0.03285,1.0,0.01224,1.0,0.0803,0.0,0.00322,1.0,0.00794,1.0,0.01224,1.0,0.0067,0.0,1.0,0.00099,0.00748,3356.0,0.92822,3615.53972,,,,,,,,,0.9507,0.95021,0.96939,0.94248,0.79411,0.77696,0.81667,0.74834
6053000106,53.0,0.25576,0.0,0.99244,0.0,0.0527,0.0,0.06143,0.0,0.08878,1.0,0.14987,0.0,0.01771,1.0,0.73194,0.0,0.00161,1.0,0.09565,0.0,0.01632,1.0,0.0,1.0,0.0,1.0,0.67096,0.0,0.0,1.0,0.02147,1.0,0.03285,1.0,0.01224,1.0,0.0803,0.0,0.00322,1.0,0.00794,1.0,0.01224,1.0,0.01257,0.03782,0.0,0.00289,0.01774,6480.0,1.14563,5656.25302,,,,,,,,,0.91053,0.89589,0.94037,0.85754,0.70989,0.69866,0.66871,0.68979
6053000200,53.0,0.41638,0.0,0.94031,0.0,0.07953,0.0,0.15917,0.0,0.10682,0.0,0.03298,0.0,0.0012,1.0,0.84364,0.0,0.0,1.0,0.12004,0.0,0.03231,1.0,0.0,1.0,0.0,1.0,0.80425,0.0,0.0,1.0,0.0,1.0,0.01976,1.0,0.0,1.0,0.03178,0.0,0.0,1.0,0.002,1.0,0.0,1.0,0.01156,0.03127,0.0,0.00688,0.01564,7436.0,1.64244,4527.40624,0.70339,0.67617,0.71642,0.62791,0.63968,0.60322,0.72826,0.49884,0.91627,0.90321,0.94909,0.87438,0.69099,0.66398,0.75763,0.62574
6053000300,53.0,0.29861,0.0,0.98269,0.0,0.10723,1.0,0.13121,0.0,0.07655,1.0,0.04526,0.0,0.01168,1.0,0.7257,0.0,0.0,1.0,0.17626,0.0,0.03963,1.0,0.00125,1.0,0.0,1.0,0.6698,0.0,0.00104,1.0,0.01043,1.0,0.0,1.0,0.01231,1.0,0.0219,1.0,0.00918,1.0,0.0,1.0,0.00438,1.0,0.01039,0.14682,0.0,0.00442,0.01155,4762.0,1.22726,3880.18122,0.73923,0.70112,0.87879,0.66429,0.66371,0.63084,0.63462,0.49645,0.92369,0.9172,0.98734,0.86758,0.73984,0.69715,0.71818,0.72039
6053000400,53.0,0.3747,0.0,0.86836,0.0,0.0426,1.0,0.20153,0.0,0.11168,0.0,0.02569,1.0,0.02737,1.0,0.78851,0.0,0.00271,1.0,0.14732,0.0,0.05771,1.0,0.0,1.0,0.0,1.0,0.71014,0.0,0.00594,1.0,0.00168,1.0,0.0,1.0,0.0,1.0,0.00194,1.0,0.00077,1.0,0.00413,1.0,0.01885,1.0,0.01278,0.17507,0.0,0.01233,0.01831,8220.0,2.5091,3276.08054,0.70688,0.68742,0.7481,0.55163,0.61458,0.61227,0.541,0.54038,0.89033,0.87472,0.91171,0.86091,0.67711,0.65631,0.69507,0.59295
6053000501,53.0,0.68736,0.0,0.8992,0.0,0.0371,1.0,0.29716,0.0,0.10303,1.0,0.0,1.0,0.00589,1.0,0.9769,0.0,0.0,1.0,0.01721,1.0,0.06295,1.0,0.0,1.0,0.0,1.0,0.90353,0.0,0.0,1.0,0.00226,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.00241,0.0,1.0,0.00394,0.00548,4916.0,0.51172,9606.87131,0.65711,0.65253,0.73504,0.66605,0.55907,0.57142,0.75887,0.54627,0.90561,0.9004,0.99988,0.86898,0.60089,0.60592,0.73461,0.58637
6053000502,53.0,0.43827,0.0,0.97231,0.0,0.04582,1.0,0.25454,0.0,0.10473,1.0,0.01889,0.0,0.00717,1.0,0.86657,0.0,0.00167,1.0,0.09302,0.0,0.06671,1.0,0.0,1.0,0.0,1.0,0.7867,0.0,0.0,1.0,0.0012,1.0,0.0,1.0,0.0,1.0,0.01626,1.0,0.00263,1.0,0.0,1.0,0.0,1.0,0.00557,0.0,1.0,0.04704,0.00723,4298.0,2.83587,1515.58197,0.74733,0.71923,0.6637,0.74067,0.66375,0.6421,0.51085,0.51847,0.93814,0.92908,0.92023,0.88392,0.70948,0.68614,0.67105,0.63649
6053000600,53.0,0.62637,0.0,0.96452,0.0,0.0258,1.0,0.28291,0.0,0.086,0.0,0.0,1.0,0.0,1.0,0.97521,0.0,0.0,1.0,0.02109,0.0,0.06163,1.0,0.0,1.0,0.0,1.0,0.91359,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.00498,0.0,1.0,0.00696,0.01183,6886.0,1.07884,6382.79864,0.73265,0.73472,0.73684,0.70548,0.61752,0.61402,0.7037,0.50694,0.89744,0.89818,0.88,0.83032,0.624,0.6135,0.69445,0.61556
