Unnamed: 0,Unnamed: 0.1,State,Locality,Precincts (Or Locality-wide),name,address,lat,lon,Is Early Voting,Is Drop Off,manual
,,CA,CALAVERAS COUNTY,,Mark Twain Union Elementary School District Office,981 Tuolumne Avenue  Angels Camp  CA 95222,38.07294,-120.55024,,,
,,CA,CALAVERAS COUNTY,,Government Center Elections Office,981 Tuolumne Avenue Angels Camp CA 95222,38.19086,-120.66708,,,
,,CA,CALAVERAS COUNTY,,Jenny Lind Veterans Memorial Hall ,300 Daphne Street  Valley Springs  CA 95252,38.18982,-120.83208,,,
,,CA,CALAVERAS COUNTY,,Mokelumne Hill Town Hall ,8283 Main Street  Mokelumne Hill  CA 95245,38.30094,-120.70619,,,
