name,address,Is Early Voting,Precincts (Or Locality-wide),Is Drop Off,lon,lat
Costa Mesa Senior Center,695 W 19TH ST COSTA MESA CA 92627,False,Locality wide location,False,-117.92719,33.64304
Courtyard Center,12732 MAIN ST GARDEN GROVE CA 92840,False,Locality wide location,False,-117.94076,33.77802
"Cypress College, Theater Arts",9200 VALLEY VIEW ST CYPRESS CA 90630,False,Locality wide location,False,-118.02323,33.82828
Cypress Community Center,5700 ORANGE AVE CYPRESS CA 90630,False,Locality wide location,False,-118.0337,33.82349
Cypress Senior Center,9031 GRINDLAY ST CYPRESS CA 90630,False,Locality wide location,False,-118.04171,33.8304
Dana Point Branch Library,33841 NIGUEL RD DANA POINT CA 92629,False,Locality wide location,False,-117.71603,33.47694
Dana Point Community Center,34052 DEL OBISPO ST DANA POINT CA 92629,False,Locality wide location,False,-117.68476,33.46747
Danish Lutheran Church & Cultural Center,16881 BASTANCHURY RD YORBA LINDA CA 92886,False,Locality wide location,False,-117.83932,33.89958
Deerfield Community Center,55 DEERWOOD W IRVINE CA 92604,False,Locality wide location,False,-117.79216,33.69034
Delhi Center,505 E CENTRAL AVE SANTA ANA CA 92707,False,Locality wide location,False,-117.86141,33.71456
Discovery Cube,2500 N MAIN ST SANTA ANA CA 92707,False,Locality wide location,False,-117.86786,33.77025
Dorothy Visser Senior Center,117 AVENIDA VICTORIA SAN CLEMENTE CA 92672,False,Locality wide location,False,-117.61229,33.4258
Downtown Anaheim Youth Center,225 S PHILADELPHIA ST ANAHEIM CA 92805,False,Locality wide location,False,-117.91131,33.83471
East Anaheim Community Center,8201 E SANTA ANA CANYON RD ANAHEIM CA 92808,False,Locality wide location,False,-117.74636,33.8688
Edgar Park Meeting Room,6202 CERULEAN AVE GARDEN GROVE CA 92845,False,Locality wide location,False,-118.02639,33.7773
Edison Community Center,21377 MAGNOLIA ST HUNTINGTON BEACH CA 92646,False,Locality wide location,False,-117.97183,33.65223
El Modena Branch Library,380 S HEWES ST ORANGE CA 92869,False,Locality wide location,False,-117.80613,33.78236
El Salvador Community Center,1825 W CIVIC CENTER DR SANTA ANA CA 92703,False,Locality wide location,False,-117.89446,33.7518
El Toro Branch Library,24672 RAYMOND WAY LAKE FOREST CA 92630,False,Locality wide location,False,-117.69981,33.61948
Evangelical Formosan Church Of Irvine,17422 ARMSTRONG AVE IRVINE CA 92614,False,Locality wide location,False,-117.84754,33.69133
Foothill Ranch Library,27002 CABRIOLE FOOTHILL RANCH CA 92610,False,Locality wide location,False,-117.65944,33.68067
Freedom Hall at Mile Square Park,16801 EUCLID ST FOUNTAIN VALLEY CA 92708,False,Locality wide location,False,-117.93827,33.71903
Fullerton Joint Union High School District,1051 W BASTANCHURY RD FULLERTON CA 92833,False,Locality wide location,False,-117.94426,33.88867
Fullerton Public Library,353 W COMMONWEALTH AVE FULLERTON CA 92832,False,Locality wide location,False,-117.93,33.87078
Garden Grove Sports and Rec Center,13641 DEODARA DR GARDEN GROVE CA 92844,False,Locality wide location,False,-117.96654,33.76412
Gilbert Community Center,2120 W ORANGETHORPE AVE FULLERTON CA 92833,False,Locality wide location,False,-117.96625,33.85885
Golden West College,15744 GOLDENWEST ST HUNTINGTON BEACH CA 92647,False,Locality wide location,False,-118.00464,33.73256
Grace Evangelical Lutheran Church,6550 FAIRMONT BLVD YORBA LINDA CA 92887,False,Locality wide location,False,-117.77762,33.86684
Great Park,8000 GREAT PARK BOULEVARD IRVINE CA 92618,True,Locality wide location,False,-117.73461,33.67607
Harvard Community Center,14701 HARVARD AVE IRVINE CA 92606,False,Locality wide location,False,-117.79967,33.70753
Haskett Branch Library,2650 W BROADWAY ANAHEIM CA 92804,False,Locality wide location,False,-117.97862,33.8282
Hillcrest Community Center,1155 N LEMON ST FULLERTON CA 92831,False,Locality wide location,False,-117.92074,33.88143
Honda Center,2695 E KATELLA AVE ANAHEIM CA 92806,False,Locality wide location,False,-117.87675,33.80791
Huntington Beach Central Library,7111 TALBERT AVE HUNTINGTON BEACH CA 92648,False,Locality wide location,False,-118.00452,33.70194
Huntington Beach City School District,8750 DORSETT DR HUNTINGTON BEACH CA 92646,False,Locality wide location,False,-117.97515,33.65498
Huntington Beach Civic Center,2000 MAIN ST HUNTINGTON BEACH CA 92648,False,Locality wide location,False,-118.00019,33.6783
Iglesia Park Community Center,24671 VIA IGLESIA ALISO VIEJO CA 92656,False,Locality wide location,False,-117.72293,33.60389
Independence Park,801 W VALENCIA DR FULLERTON CA 92832,False,Locality wide location,False,-117.93922,33.86744
Influence Church,8163 E. KAISER BLVD. ANAHEIM CA 92808,True,Locality wide location,False,-117.74424,33.86655
Irvine Civic Center,1 CIVIC CENTER PLAZA IRVINE CA 92606,False,Locality wide location,False,-117.82629,33.68619
Irvine Valley College - Gym,5500 IRVINE CENTER DR IRVINE CA 92618,False,Locality wide location,False,-117.77844,33.67446
Islamic Institute of Orange County,1220 N STATE COLLEGE BLVD ANAHEIM CA 92806,False,Locality wide location,False,-117.88876,33.85171
John Wayne Airport - Administration Office,3160 AIRWAY AVE COSTA MESA CA 92626,False,Locality wide location,False,-117.87107,33.6785
La Habra City School District,500 N WALNUT ST LA HABRA CA 90631,False,Locality wide location,False,-117.95012,33.9359
La Habra Community Center,101 W LA HABRA BLVD LA HABRA CA 90631,False,Locality wide location,False,-117.94715,33.93251
La Habra United Methodist Church,631 N EUCLID ST LA HABRA CA 90631,False,Locality wide location,False,-117.94639,33.93796
La Palma Community Center,7821 WALKER ST LA PALMA CA 90623,False,Locality wide location,False,-118.03777,33.8488
La Sala Auditorium,31495 EL CAMINO REAL SAN JUAN CAPISTRANO CA 92675,False,Locality wide location,False,-117.66333,33.50526
Ladera Ranch Farmers Market,28275 AVENDALE BOULEVARD LADERA RANCH CA 92694,True,Locality wide location,False,-117.63617,33.55165
Laguna Beach Community Center & Susi Q Center,380 3RD ST LAGUNA BEACH CA 92651,False,Locality wide location,False,-117.78035,33.54364
Laguna Beach Volleyball Club,30282 ESPERANZA RANCHO SANTA MARGARITA CA 92688,False,Locality wide location,False,-117.60158,33.62969
Laguna Hills Community Center,25555 ALICIA PKWY LAGUNA HILLS CA 92653,False,Locality wide location,False,-117.70004,33.59203
Laguna Niguel City Hall,30111 CROWN VALLEY PKWY LAGUNA NIGUEL CA 92677,False,Locality wide location,False,-117.71562,33.52352
Laguna Woods City Hall,24264 EL TORO RD LAGUNA WOODS CA 92637,False,Locality wide location,False,-117.72336,33.61047
Lake Forest Civic Center,100 CIVIC CENTER DR LAKE FOREST CA 92630,False,Locality wide location,False,-117.6795,33.65944
Lake Forest Sports Park,28000 RANCHO PKWY LAKE FOREST CA 92630,False,Locality wide location,False,-117.65714,33.6634
Lang Park,21540 WESLEY DR LAGUNA BEACH CA 92651,False,Locality wide location,False,-117.75383,33.51366
Las Lomas Community Center,10 FEDERATION WAY IRVINE CA 92603,False,Locality wide location,False,-117.82897,33.63008
Los Alamitos Unified School District,10293 BLOOMFIELD ST LOS ALAMITOS CA 90720,False,Locality wide location,False,-118.06423,33.81611
Los Olivos Community Center,101 ALFONSO IRVINE CA 92618,False,Locality wide location,False,-117.74585,33.63585
Main Street Branch Library,525 MAIN ST HUNTINGTON BEACH CA 92648,False,Locality wide location,False,-117.99917,33.66201
Marina Park Community Center,1600 W BALBOA BLVD NEWPORT BEACH CA 92663,False,Locality wide location,False,-117.92327,33.60818
Messiah Lutheran Church,6625 DALE ST BUENA PARK CA 90621,False,Locality wide location,False,-117.98553,33.86471
Michael E. Rodgers Senior Center,1706 ORANGE AVE HUNTINGTON BEACH CA 92648,False,Locality wide location,False,-118.00996,33.66782
Midway City Community Center,14900 PARK LN MIDWAY CITY CA 92655,False,Locality wide location,False,-117.97858,33.74624
Miriam Warne Community Building,14491 BEACH BLVD WESTMINSTER CA 92683,False,Locality wide location,False,-117.99003,33.75238
Mission Lutheran Church,24360 YOSEMITE RD LAGUNA NIGUEL CA 92677,False,Locality wide location,False,-117.70417,33.55006
Mission Viejo Church Of Christ,26558 MARGUERITE PKWY MISSION VIEJO CA 92692,False,Locality wide location,False,-117.65758,33.57414
Mission Viejo City Hall,200 CIVIC CENTER MISSION VIEJO CA 92691,False,Locality wide location,False,-117.65994,33.59636
Murdy Community Center,7000 NORMA DR HUNTINGTON BEACH CA 92647,False,Locality wide location,False,-118.00475,33.71874
Newport Beach Civic Center,100 CIVIC CENTER DR NEWPORT BEACH CA 92660,False,Locality wide location,False,-117.87249,33.60954
Newport Coast Community Center,6401 SAN JOAQUIN HILLS RD NEWPORT COAST CA 92657,False,Locality wide location,False,-117.82647,33.60932
Newport Harbor Lutheran Church,798 DOVER DR NEWPORT BEACH CA 92660,False,Locality wide location,False,-117.90568,33.62147
Norman P. Murray Community & Senior Center,24932 VETERANS WAY MISSION VIEJO CA 92692,False,Locality wide location,False,-117.65169,33.6015
Northwood Community Center,4531 BRYAN AVE IRVINE CA 92620,False,Locality wide location,False,-117.76851,33.71155
OASIS Senior Center,801 NARCISSUS AVE CORONA DEL MAR CA 92625,False,Locality wide location,False,-117.8669,33.59994
"Ocean View District Office, Bldg E-PDC","17200 PINEHURST LN, BLDG E HUNTINGTON BEACH CA 92647",False,Locality wide location,False,-118.02103,33.71329
Orange County First Assembly Of God,1440 E SANTA CLARA AVE SANTA ANA CA 92705,False,Locality wide location,False,-117.84882,33.76686
Orange County Islamic Foundation (OCIF),23581 MADERO MISSION VIEJO CA 92691,False,Locality wide location,False,-117.67587,33.62057
Orange County Registrar of Voters,1300 S GRAND AVE BLDG C SANTA ANA CA 92705,False,Locality wide location,False,-117.85192,33.73303
Orange County Water District,18700 WARD ST FOUNTAIN VALLEY CA 92708,False,Locality wide location,False,-117.94472,33.69323
Orange Public Library,407 E CHAPMAN AVE ORANGE CA 92866,False,Locality wide location,False,-117.84955,33.78825
Orange Unified School District Office,1401 N HANDY ST ORANGE CA 92867,False,Locality wide location,False,-117.82689,33.81104
Our Redeemer Church,12301 MAGNOLIA ST GARDEN GROVE CA 92841,False,Locality wide location,False,-117.97634,33.78351
Ponderosa Family Resource Center,320 E ORANGEWOOD AVE ANAHEIM CA 92802,False,Locality wide location,False,-117.90392,33.79598
Public Works Maintenance Yard,1580 W COMMONWEALTH AVE FULLERTON CA 92833,False,Locality wide location,False,-117.94975,33.86965
Quail Hill Community Center,39 SHADY CANYON DR IRVINE CA 92603,False,Locality wide location,False,-117.78358,33.65051
Rancho Santa Margarita Branch Library,30902 LA PROMESA RANCHO SANTA MARGARITA CA 92688,False,Locality wide location,False,-117.59241,33.64062
Reata Park & Event Center,28632 ORTEGA HWY SAN JUAN CAPISTRANO CA 92675,False,Locality wide location,False,-117.62904,33.51668
Resurrection Lutheran Church,9812 HAMILTON AVE HUNTINGTON BEACH CA 92646,False,Locality wide location,False,-117.95625,33.64999
Roosevelt-Walker Community Center,816 E CHESTNUT AVE SANTA ANA CA 92701,False,Locality wide location,False,-117.8573,33.74231
Rush Park,3021 BLUME DR LOS ALAMITOS CA 90720,False,Locality wide location,False,-118.08113,33.7834
Saddleback College - PE 200 Gymnasium,28000 MARGUERITE PKWY MISSION VIEJO CA 92692,False,Locality wide location,False,-117.66411,33.55403
Saddleback Gateway-Library of the Canyons,7531 E SANTIAGO CANYON RD SILVERADO CA 92676,False,Locality wide location,False,-117.66764,33.74346
San Clemente Community Center,100 N CALLE SEVILLE SAN CLEMENTE CA 92672,False,Locality wide location,False,-117.61777,33.42425
"San Clemente Outlets, Suite 512","101 W AVENIDA VISTA HERMOSA, SUITE 512 SAN CLEMENTE CA 92672",False,Locality wide location,False,-117.62726,33.43883
San Juan Capistrano Community Center,25925 CAMINO DEL AVION SAN JUAN CAPISTRANO CA 92675,False,Locality wide location,False,-117.67593,33.4878
Santa Ana College - Gymnasium,1530 W 17TH ST SANTA ANA CA 92706,False,Locality wide location,False,-117.88945,33.75788
Santiago Canyon College - Gym,8045 E CHAPMAN AVE ORANGE CA 92869,False,Locality wide location,False,-117.76616,33.79573
Savanna School District,1330 S KNOTT AVE ANAHEIM CA 92804,False,Locality wide location,False,-118.00945,33.81377
Sea Country Senior and Community Center,24602 ALISO CREEK RD LAGUNA NIGUEL CA 92677,False,Locality wide location,False,-117.70008,33.55633
Seal Beach Senior Center,707 ELECTRIC AVE SEAL BEACH CA 90740,False,Locality wide location,False,-118.10483,33.74365
Shepherd of the Hills,26001 MUIRLANDS BLVD MISSION VIEJO CA 92691,False,Locality wide location,False,-117.6755,33.60065
Shepherd of the Hills RSM,30605 AVENIDA DE LAS FLORES RANCHO SANTA MARGARITA CA 92688,False,Locality wide location,False,-117.60041,33.63823
Sikh Center of Orange County,2514 W WARNER AVE SANTA ANA CA 92704,False,Locality wide location,False,-117.90353,33.71466
Sofia University,3333 HARBOR BLVD COSTA MESA CA 92626,False,Locality wide location,False,-117.92212,33.69351
"Soka University of America, Founders Hall",1 UNIVERSITY CIR ALISO VIEJO CA 92656,False,Locality wide location,False,-117.73342,33.55582
South Coast Chinese Cultural Center,9 TRUMAN ST IRVINE CA 92620,False,Locality wide location,False,-117.76686,33.69636
Southwest Senior Center,2201 W MCFADDEN AVE SANTA ANA CA 92704,False,Locality wide location,False,-117.89863,33.73505
Sports Center at Grijalva Park,368 N PROSPECT ST ORANGE CA 92869,False,Locality wide location,False,-117.82052,33.79251
St. Andrew's Episcopal Church,1231 E CHAPMAN AVE FULLERTON CA 92831,False,Locality wide location,False,-117.90526,33.87429
St. Anthony Mary Claret Catholic Church,1450 E LA PALMA AVE ANAHEIM CA 92805,False,Locality wide location,False,-117.89831,33.84626
Stanton Central Park,10660 WESTERN AVE STANTON CA 90680,False,Locality wide location,False,-118.00133,33.80759
Stanton Community Center at City Hall,7800 KATELLA AVE STANTON CA 90680,False,Locality wide location,False,-117.99366,33.80074
Steve Ambriz Memorial Park,611 RIVERBEND PKWY ORANGE CA 92865,False,Locality wide location,False,-117.85729,33.83651
Sunkist Branch Library,901 S SUNKIST ST ANAHEIM CA 92806,False,Locality wide location,False,-117.881,33.82814
Surf City Church,2721 DELAWARE ST HUNTINGTON BEACH CA 92648,False,Locality wide location,False,-117.99363,33.68216
Sway Ballroom Dance,25260 LA PAZ RD LAGUNA HILLS CA 92653,False,Locality wide location,False,-117.68011,33.59465
Taft Avenue Community Church,1350 E TAFT AVE ORANGE CA 92865,False,Locality wide location,False,-117.83989,33.81543
The Center at Founders Village,17967 BUSHARD ST FOUNTAIN VALLEY CA 92708,False,Locality wide location,False,-117.96343,33.70212
The Guest House,11 BRIOSO ST RANCHO MISSION VIEJO CA 92694,False,Locality wide location,False,-117.62437,33.52572
The Volare Resort,111 AVENIDA DE LA ESTRELLA SAN CLEMENTE CA 92672,False,Locality wide location,False,-117.61126,33.42728
Thomas Lasorda Jr Field House,4701 CASA LOMA AVE YORBA LINDA CA 92886,False,Locality wide location,False,-117.8251,33.89355
Trabuco Canyon Water District,32003 DOVE CANYON DR TRABUCO CA 92679,False,Locality wide location,False,-117.57329,33.64115
Tustin Family & Youth Center,14722 NEWPORT AVE TUSTIN CA 92780,False,Locality wide location,False,-117.82972,33.72986
Tynes Gym,2101 TUFFREE BLVD PLACENTIA CA 92870,False,Locality wide location,False,-117.86864,33.90038
UCI Student Center,311 W PELTASON DR IRVINE CA 92617,False,Locality wide location,False,-117.8421,33.64887
University Hills Community Center,1083 CALIFORNIA AVE IRVINE CA 92617,False,Locality wide location,False,-117.83597,33.63594
"Valtek Precision, Inc. (Warehouse)",23211 LA PALMA AVE YORBA LINDA CA 92887,False,Locality wide location,False,-117.73049,33.87679
Walter Knott Education Center,7300 LA PALMA AVE BUENA PARK CA 90620,False,Locality wide location,False,-118.00539,33.84625
West Anaheim Youth Center,320 S BEACH BLVD ANAHEIM CA 92804,False,Locality wide location,False,-117.99276,33.82895
West Coast Islamic Society,1717 S BROOKHURST ST ANAHEIM CA 92804,False,Locality wide location,False,-117.95954,33.8056
West Haven Park,12252 WEST ST GARDEN GROVE CA 92840,False,Locality wide location,False,-117.92244,33.78434
Westminster Branch Library,8180 13TH ST WESTMINSTER CA 92683,False,Locality wide location,False,-117.98649,33.7552
Westminster Christian Assembly,14642 BUSHARD ST WESTMINSTER CA 92683,False,Locality wide location,False,-117.96326,33.74964
Westminster Community Services Building,8200 WESTMINSTER BLVD WESTMINSTER CA 92683,False,Locality wide location,False,-117.98581,33.75702
Yorba Linda Water District,1717 E MIRALOMA AVE PLACENTIA CA 92870,False,Locality wide location,False,-117.82771,33.86312
Zion Lutheran Church,222 N EAST ST ANAHEIM CA 92805,False,Locality wide location,False,-117.90183,33.84021
