name,address,Is Early Voting,Precincts (Or Locality-wide),Is Drop Off,lon,lat
Brentwood Community Center,35 OAK ST BRENTWOOD CA 94513,False,"Brentwood802, Brentwood803, Brentwood806, Brentwood807, Brentwood108, Brentwood112, Brentwood120, Brentwood131, Brentwood133",False,-121.69277,37.93456
Brickyard Landing Clubhouse,1223 BRICKYARD COVE LN RICHMOND CA 94801,False,Richmond103,False,-122.38088,37.91309
Broadway Baptist Church,2965 19TH ST SAN PABLO CA 94806,False,"SanPablo107, SanPablo108, SanPablo803, SanPablo110, SanPablo804",False,-122.34534,37.97391
Carmen Dragon Elementary,4721 VISTA GRANDE DR ANTIOCH CA 94531,False,"Antioch801, Antioch138, Antioch152",False,-121.75396,37.96642
Church of Christ - Macdonald Ave,4709 MACDONALD AVE RICHMOND CA 94805,False,"Richmond124, Richmond144",False,-122.32511,37.93277
Church of the Valley,19001 SAN RAMON VALLEY BLVD SAN RAMON CA 94583,False,"SanRamon103, SanRamon104, SanRamon105, SanRamon106, SanRamon130",False,-121.96071,37.74921
Clarion Hotel,1050 BURNETT AVE CONCORD CA 94520,False,"PleasantHill801, PleasantHill802, PleasantHill803, PleasantHill804",False,-122.06044,37.97536
Clayton Endeavor Hall,6008 CENTER ST CLAYTON CA 94517,False,"Clayton102, Clayton103, Clayton101",False,-121.93653,37.94027
Clayton Valley Charter High School,1101 ALBERTA WAY CONCORD CA 94521,False,"Concord139, Concord131, Concord137, Concord138",False,-121.96947,37.95024
Club Los Meganos,1700 TRILOGY PKWY BRENTWOOD CA 94513,False,"Brentwood121, Brentwood126, Brentwood127, Brentwood128",False,-121.72939,37.89894
Community of Christ Church,1786 2ND AVE WALNUT CREEK CA 94597,False,"WalnutCreek111, WalnutCreek112, WalnutCreek102, WalnutCreek114, WalnutCreek131, WalnutCreek144, WalnutCreek803, WalnutCreek809, WalnutCreek808, WalnutCreek811, WalnutCreek813",False,-122.07214,37.92242
Concord Blvd Chapel - LDS,3700 CONCORD BLVD CONCORD CA 94519,False,"Concord120, Concord121, Concord112, Concord807",False,-122.00715,37.97716
Concord High School,4200 CONCORD BLVD CONCORD CA 94521,False,"Concord130, Concord123, Concord133, Concord128, Concord129, Concord134",False,-121.98759,37.97839
Concord Historical Society,1928 CLAYTON RD CONCORD CA 94520,False,"Concord116, Concord118, Concord166, Concord801, Concord825",False,-122.03531,37.97353
Contra Costa County Clerk-Recorder-Elections Office,555 ESCOBAR ST MARTINEZ CA 94553,False,Locality wide location,False,-122.13846,38.01752
Contra Costa Farm Bureau Building,5554 CLAYTON RD CONCORD CA 94521,False,"Concord158, Concord157, Concord160, Concord167, Concord822",False,-121.95189,37.94883
Cornerstone Fellowship - Brentwood,6641 LONE TREE WAY BRENTWOOD CA 94513,False,"BlackDiamond805, BlackDiamond801, BlackDiamond802, Brentwood101, Brentwood103, Brentwood104, Brentwood105, Brentwood113, Brentwood114, Brentwood115, Brentwood116, Brentwood129, Brentwood132",False,-121.72936,37.96138
Crockett Community Auditorium,850 POMONA ST CROCKETT CA 94525,False,"Crockett101, Crockett102, Crockett801, Oleum801, PortCosta801",False,-122.21863,38.0527
Dallas Ranch Middle School,1401 MOUNT HAMILTON DR ANTIOCH CA 94531,False,"Antioch121, Antioch122, Antioch109",False,-121.7986,37.96864
Danville Town Hall Meeting,201 FRONT ST DANVILLE CA 94526,False,"Danville807, Danville104, Danville105, Danville106, Danville123",False,-121.99792,37.82142
Davis Park Multipurpose Room,1651 FOLSOM AVE SAN PABLO CA 94806,False,"SanPablo101, SanPablo102, SanPablo109",False,-122.35241,37.96091
De Anza High School,5000 VALLEY VIEW RD RICHMOND CA 94803,False,"Richmond156, Richmond802, Richmond806, Richmond834, Richmond138, Richmond139, Richmond141, Richmond142, Richmond835, Richmond841",False,-122.28736,37.96795
Delta View Elementary,2916 RIO VERDE DR PITTSBURG CA 94565,False,"Pittsburg101, Pittsburg102, Pittsburg132, Pittsburg802",False,-121.96677,38.01169
Diablo Country Club,1700 CLUB HOUSE RD DIABLO CA 94528,False,"BlackHawk101, BlackHawk102, BlackHawk106, BlackHawk109, BlackHawk801, BlackHawk802, Diablo101",False,-121.95791,37.83617
Dougherty Station Community Center,17011 BOLLINGER CANYON RD SAN RAMON CA 94582,False,"SanRamon824, SanRamon122, SanRamon123, Tassajara801, SanRamon137, Tassajara804, SanRamon144, SanRamon814, SanRamon815",False,-121.91011,37.75333
Dougherty Valley Performing Arts Center,10550 ALBION RD SAN RAMON CA 94582,False,"SanRamon108, SanRamon111, SanRamon124, SanRamon133, SanRamon134, SanRamon135, SanRamon138, SanRamon139, SanRamon140, SanRamon142, SanRamon143, SanRamon145, SanRamon813, SanRamon817, SanRamon818, SanRamon819, SanRamon820, SanRamon822, SanRamon823",False,-121.90242,37.76921
Easter Hill Methodist Church,3911 CUTTING BLVD RICHMOND CA 94804,False,"Richmond114, Richmond820, Richmond821, Richmond822, Richmond824, Richmond828",False,-122.33223,37.92569
El Cerrito City Hall,10890 SAN PABLO AVE EL CERRITO CA 94530,False,"ElCerrito111, ElCerrito112, ElCerrito115",False,-122.31097,37.91571
El Cerrito Community Center,7007 MOESER LN EL CERRITO CA 94530,False,"ElCerrito105, ElCerrito107, ElCerrito108, ElCerrito110",False,-122.30335,37.91477
El Rancho Restaurant,1450 MONUMENT BLVD CONCORD CA 94520,False,"Concord815, Concord816",False,-122.04455,37.95189
Event Center,1021 STANLEY DOLLAR DR WALNUT CREEK CA 94595,False,"WalnutCreek101, WalnutCreek103, WalnutCreek127, WalnutCreek129, WalnutCreek120, WalnutCreek121",False,-122.06808,37.8631
Excelsior School,14401 BYRON HWY BYRON CA 94514,False,"Byron101, Byron801, Byron802, Byron803, MarshCreek801, MarshCreek802, MarshCreek803",False,-121.64051,37.87616
Fair Oaks Church,1925 RISDON RD CONCORD CA 94518,False,"Concord154, Concord149, Concord152, Concord164, Concord814, Concord818, Concord819, Concord820, Concord821",False,-122.03418,37.94463
Faith Christian Fellowship,860 BANCROFT RD WALNUT CREEK CA 94598,False,"WalnutCreek142, WalnutCreek814",False,-122.04435,37.93235
Filipino-American Association Cultural Center,345 CENTRAL AVE PITTSBURG CA 94565,False,"Pittsburg124, Pittsburg123, Pittsburg125, Pittsburg126, Pittsburg127, Pittsburg129, Pittsburg803, Pittsburg804",False,-121.88388,38.02488
First Christian Church - Concord,3039 WILLOW PASS RD CONCORD CA 94519,False,"Concord107, Concord108, Concord109, Concord805, Concord806, Concord808",False,-122.0227,37.98116
First Lutheran Church,4000 CONCORD BLVD CONCORD CA 94519,False,"Concord113, Concord114, Concord122, Concord115, Concord809",False,-121.99814,37.97725
Freedom High School,1050 NEROLY RD OAKLEY CA 94561,False,"Oakley112, Oakley115, Oakley116, Oakley813, Oakley814, Oakley817, Oakley818, Oakley823, Oakley824",False,-121.71997,37.96933
Golden Hills Community Church - Antioch,1800 WOODLAND DR ANTIOCH CA 94509,False,"Antioch128, Antioch116, Antioch811, Antioch812, Antioch813",False,-121.79847,38.00472
Golden Hills Community Church - Brentwood,2401 SHADY WILLOW LN BRENTWOOD CA 94513,False,"Brentwood801, Brentwood106, Brentwood808, Brentwood109, Brentwood809, Brentwood810, Brentwood130",False,-121.73843,37.96016
Golf Club Rd Chapel - LDS,2201 GOLF CLUB RD PITTSBURG CA 94565,False,"Pittsburg103, Pittsburg104, Pittsburg105, Pittsburg106, Pittsburg107",False,-121.91078,38.01404
Grace Bible Fellowship of Antioch,3415 OAKLEY RD ANTIOCH CA 94509,False,"Antioch130, Antioch823",False,-121.75703,37.99895
Grace Episcopal Church,130 MUIR STATION RD MARTINEZ CA 94553,False,"Martinez106, Martinez107, Martinez818, Martinez117, Martinez118, Martinez837, Martinez827",False,-122.12382,37.99075
Grace Lutheran Church,195 ALVARADO AVE PITTSBURG CA 94565,False,"Pittsburg109, Pittsburg110, Pittsburg111, Pittsburg113",False,-121.89991,38.01127
Greenbrook Elementary,1475 HARLAN DR DANVILLE CA 94526,False,"Danville804, Danville805, Danville806, Danville111, Danville117, Danville118, Danville119, Danville126",False,-121.97446,37.79142
Harvest House - Suite K,2395 MONUMENT BLVD CONCORD CA 94520,False,"Concord117, Concord147, Concord813",False,-122.03532,37.95962
Heather Farms Park,301 N SAN CARLOS DR WALNUT CREEK CA 94598,False,"WalnutCreek106, WalnutCreek107, WalnutCreek108, WalnutCreek110, WalnutCreek135, WalnutCreek143",False,-122.04268,37.91991
Hercules By The Bay - Clubhouse,1199 SANTA FE HERCULES CA 94547,False,"Hercules101, Hercules102, Hercules109",False,-122.28907,38.01292
Hercules Community Center,2001 REFUGIO VALLEY RD HERCULES CA 94547,False,"Hercules104, Hercules105, Hercules106, Hercules107, Oleum802",False,-122.24842,37.99961
Hercules Library,109 CIVIC DR HERCULES CA 94547,False,"Hercules103, Hercules108, Hercules110, Hercules111, Hercules113, Hercules114, Hercules115, Hercules802",False,-122.26517,38.00957
Hillcrest Congregational Church,404 GREGORY LN PLEASANT HILL CA 94523,False,"PleasantHill108, PleasantHill109, PleasantHill110",False,-122.07402,37.94763
Hilltop Community Church,3118 SHANE DR RICHMOND CA 94806,False,"Richmond155, Richmond133, Richmond134, Richmond136, Richmond153, Richmond819, Rollingwood101, Rollingwood801",False,-122.32696,37.97565
Hilltop Mall,2200 HILLTOP MALL RD RICHMOND CA 94806,False,"Giant808, Giant805, Giant801, Giant802, Giant803, Giant806, Giant804, Giant810, Giant807, Giant809, Giant811, Giant812, Giant813, Giant814, Giant815, NorthRichmond102, NorthRichmond801, NorthRichmond802, NorthRichmond803, Richmond813, Richmond815, Richmond817, Richmond818, Richmond823",False,-122.32953,37.98088
Holy Cross Lutheran Church,1092 ALBERTA WAY CONCORD CA 94521,False,"Concord156, Concord161",False,-121.96844,37.94689
Holy Shepherd Lutheran Church,433 MORAGA WAY ORINDA CA 94563,False,"Caldecott801, Canyon801, Orinda101, Orinda104, Orinda107",False,-122.16365,37.86033
Hope Center,2275 MORELLO AVE PLEASANT HILL CA 94523,False,"PleasantHill106, PleasantHill103, PleasantHill104, PleasantHill105",False,-122.08064,37.96092
Hyatt House Pleasant Hill,2611 CONTRA COSTA BLVD PLEASANT HILL CA 94523,False,"PleasantHill115, PleasantHill116, PleasantHill119, Waldon101, Waldon104, Waldon801, Waldon802, Waldon803, Waldon804",False,-122.06124,37.9428
John Muir Elementary,615 GREYSTONE DR ANTIOCH CA 94509,False,"Antioch120, Antioch156, Antioch125, Antioch126, Antioch804, Antioch807, Antioch808",False,-121.79602,37.9768
Kensington Community Center,59 ARLINGTON AVE KENSINGTON CA 94707,False,"Kensington101, Kensington102, Kensington103, Kensington104, Kensington801, Kensington802, Kensington803, Richmond805",False,-122.28067,37.91383
Knightsen Elementary,1923 DELTA RD KNIGHTSEN CA 94548,False,"Knightsen801, Knightsen802, Knightsen803, Knightsen804, Knightsen805, Knightsen806, Knightsen807, Knightsen808, Knightsen809",False,-121.66004,37.96812
Lafayette Christian Church,584 GLENSIDE DR LAFAYETTE CA 94549,False,"Lafayette107, Lafayette112, Lafayette113, Lafayette114, Lafayette117",False,-122.09737,37.87149
Las Lomas High School,1460 S MAIN ST WALNUT CREEK CA 94596,False,"Saranap802, Saranap101, Saranap102, Saranap103, Saranap105, Saranap106, Saranap801, WalnutCreek807, WalnutCreek806",False,-122.05636,37.89125
Laurel Ridge Community Church,2459 LAUREL RD OAKLEY CA 94561,False,"Oakley110, Oakley801, Oakley811, Oakley812, Oakley815, Oakley816, Oakley831",False,-121.7403,37.9825
Lefty Gomez Recreation Bldg,470 PARKER AVE RODEO CA 94572,False,"Rodeo103, Rodeo104",False,-122.26718,38.0314
Local 302 IBEW,1875 ARNOLD DR MARTINEZ CA 94553,False,"Martinez108, Martinez109, Martinez110, Martinez111, Martinez125, Martinez822, Martinez851",False,-122.08779,37.99206
Lone Tree Elementary School,1931 MOKELUMNE DR ANTIOCH CA 94531,False,"Antioch802, Antioch142, Antioch143",False,-121.78839,37.96322
Marina Bay - Harbor Master Bldg,1340 MARINA WAY S RICHMOND CA 94804,False,"Richmond104, Richmond105, Richmond848",False,-122.35472,37.91366
Martinez City Hall,525 HENRIETTA ST MARTINEZ CA 94553,False,"Martinez104, Martinez816, Martinez817, Martinez101, Martinez801, Martinez806, Martinez807, Martinez808, Martinez809, Martinez811, Martinez814, Martinez830, Martinez831, Martinez832, Martinez833",False,-122.13535,38.01408
Martinez United Methodist Church,100 CHURCH ST MARTINEZ CA 94553,False,"Alhambra101, Alhambra801, Alhambra802, Alhambra803, Alhambra804, Alhambra805, Alhambra806, Martinez802, Martinez803, Martinez804, Martinez805, Martinez848, Martinez829, Martinez840, Martinez850, Martinez843, Martinez844, Martinez845, Martinez846, Martinez847, Pacheco801",False,-122.12248,37.98602
Mc Clarren Chapel - LDS,1101 MCCLARREN RD BRENTWOOD CA 94513,False,"Brentwood804, Brentwood117, Brentwood118, Brentwood119, Brentwood134, Brentwood135",False,-121.70766,37.92971
Mehran Restaurant,3841 RAILROAD AVE PITTSBURG CA 94565,False,"NortonValley801, NortonValley803, Pittsburg112, Pittsburg117, Pittsburg115, Pittsburg118, Pittsburg133",False,-121.89388,38.0029
Moraga Library,1500 SAINT MARYS RD MORAGA CA 94556,False,"Moraga101, Moraga105, Moraga103, Moraga108, Moraga106, Moraga107, SaintMarys801",False,-122.12266,37.84077
Moraga Valley Presbyterian Church,10 MORAGA VALLEY LN MORAGA CA 94556,False,"Moraga104, Moraga102",False,-122.13832,37.84074
Mt Diablo Unitarian Universalist Church,55 ECKLEY LN WALNUT CREEK CA 94596,False,"ShellRidge801, ShellRidge802, WalnutCreek124, WalnutCreek109, WalnutCreek126, WalnutCreek137, WalnutCreek802",False,-122.04561,37.9001
Nevin Community Center,598 NEVIN AVE RICHMOND CA 94801,False,"Richmond119, Richmond149, Richmond838",False,-122.36402,37.93659
New Destiny Church,1411 E LELAND RD PITTSBURG CA 94565,False,"Pittsburg135, Pittsburg805, Pittsburg806, Pittsburg807",False,-121.8672,38.00887
New Hope Church,2120 OLIVERA CT CONCORD CA 94520,False,"Clyde801, Clyde802, Concord101, Concord102, Concord103, Concord104, Concord105, Concord106, Concord802, Concord803, Concord824, Tesoro801",False,-122.04139,37.99725
Nick Rodriguez Center,213 F ST ANTIOCH CA 94509,False,"Antioch101, Antioch103, Antioch114, Antioch115, Antioch820",False,-121.81231,38.01653
Norris Canyon Estates Clubhouse,3051 ASHBOURNE CIR SAN RAMON CA 94583,False,NorrisCanyon101,False,-121.99403,37.74878
North Gate Rd Chapel - LDS,100 N GATE RD WALNUT CREEK CA 94598,False,"CastleRock801, WalnutCreek138, WalnutCreek118, WalnutCreek119, WalnutCreek139, WalnutCreek130, WalnutCreek132",False,-122.00409,37.9137
O'hara Park Middle School,1100 OHARA AVE OAKLEY CA 94561,False,"Oakley103, Oakley109, Oakley120, Oakley122, Oakley804, Oakley825, Oakley827, Oakley828",False,-121.71176,37.98922
Oakhurst Country Club,1001 PEACOCK CREEK DR CLAYTON CA 94517,False,"Clayton104, Clayton105, Clayton106, BrionesValley801, BrionesValley802, Clayton107, BrionesValley803, BrionesValley804, BrionesValley805",False,-121.92703,37.94139
Old Maple Hall,13831 SAN PABLO AVE SAN PABLO CA 94806,False,"SanPablo106, SanPablo111, SanPablo103, SanPablo104, SanPablo105, SanPablo801, SanPablo802",False,-122.34109,37.95864
Open Door United Methodist Church,6226 ARLINGTON BLVD RICHMOND CA 94805,False,"EastRichmond101, EastRichmond102, EastRichmond103, EastRichmond801, EastRichmond802, EastRichmond803, Richmond804, Richmond849",False,-122.31618,37.94461
Opportunity Junction,3102 DELTA FAIR BLVD ANTIOCH CA 94509,False,"Antioch104, Antioch147",False,-121.83767,38.00198
Orinda City Hall,22 ORINDA WAY ORINDA CA 94563,False,"Orinda111, Orinda801, Orinda103, Orinda108",False,-122.18618,37.88214
Our Savior's Lutheran Church,1035 CAROL LN LAFAYETTE CA 94549,False,"Lafayette109, Lafayette110, Lafayette111",False,-122.10318,37.89226
Pacheco Community Center,5800 PACHECO BLVD PACHECO CA 94553,False,"Pacheco101, Pacheco102, Pacheco802, Pacheco803, Pacheco804, Pacheco805",False,-122.06852,37.98503
Parchester Community Center,900 WILLIAMS DR RICHMOND CA 94806,False,"Richmond807, Richmond131, Richmond132, Richmond811, Richmond842, Richmond843, Richmond847",False,-122.35304,37.98305
Peace Lutheran Church,3201 CAMINO TASSAJARA DANVILLE CA 94506,False,"Danville803, Danville103, Danville110, Danville114, Danville115, Danville116, Danville127, Danville130",False,-121.92751,37.80079
Pinole Senior Center,2500 CHARLES AVE PINOLE CA 94564,False,"Pinole103, Pinole105, Pinole107, Pinole108",False,-122.28989,38.00741
Pinole Valley Community Church,2885 PINOLE VALLEY RD PINOLE CA 94564,False,"Pinole106, Pinole109, Pinole110, Pinole111, Pinole112, Pinole801, Pinole803",False,-122.28455,37.99291
Pittsburg City Hall,65 CIVIC AVE PITTSBURG CA 94565,False,"Pittsburg121, Pittsburg122, Pittsburg128, Pittsburg130, Pittsburg131",False,-121.89175,38.01993
Pittsburg Youth Development Center,1001 STONEMAN AVE PITTSBURG CA 94565,False,"Pittsburg116, Pittsburg114, Pittsburg119, Pittsburg134, Pittsburg136",False,-121.87632,38.00571
Plumbers Assembly Hall,1308 ROMAN WAY MARTINEZ CA 94553,False,"Martinez835, Martinez115, Martinez116, Martinez824, Martinez825, Martinez826, Martinez839, Martinez849, Martinez841",False,-122.10891,37.99261
Public Works Building,255 GLACIER DR MARTINEZ CA 94553,False,"Martinez114, Martinez120, Martinez126, Martinez842, Martinez852, Martinez853",False,-122.08685,37.98805
Refuge Church,1187 MEADOW LN CONCORD CA 94520,False,"Concord145, Concord146",False,-122.04233,37.95934
Richmond Annex Senior Center,5801 HUNTINGTON AVE RICHMOND CA 94804,False,Richmond145,False,-122.31029,37.90723
Richmond Korean Baptist Church,5711 JEFFERSON AVE RICHMOND CA 94804,False,"Richmond108, Richmond110",False,-122.31496,37.91738
Richmond Memorial Auditorium,403 CIVIC CENTER PLAZA RICHMOND CA 94804,False,"Richmond122, Richmond123, Richmond125, Richmond126, Richmond809, Richmond810, Richmond814, Richmond839, Richmond840, Richmond830",False,-122.34406,37.93692
Richmond Senior Citizens Center,2525 MACDONALD AVE RICHMOND CA 94804,False,"Richmond121, Richmond812, Richmond143, Richmond150, Richmond816, Richmond836, Richmond826, Richmond829",False,-122.34481,37.9358
Richmond Veterans Building,968 23RD ST RICHMOND CA 94804,False,"Richmond831, Richmond832, Richmond833, Richmond129, Richmond152",False,-122.34715,37.94686
Rio Grande Chapel - LDS,3015 RIO GRANDE DR ANTIOCH CA 94509,False,"Antioch119, Antioch105, Antioch107, Antioch108, Antioch110, Antioch111, Antioch112, Antioch810, Antioch822, Antioch816, BlackDiamond804",False,-121.82806,37.99056
San Ramon Community Center,12501 ALCOSTA BLVD SAN RAMON CA 94583,False,"SanRamon107, SanRamon106, SanRamon110, SanRamon125, SanRamon128, SanRamon129, SanRamon132, SanRamon146, SanRamon802, SanRamon803, SanRamon804, SanRamon805, SanRamon806, SanRamon810, SanRamon811, SanRamon812, SanRamon821",False,-121.95362,37.76646
San Ramon Valley Fire Protection Dist,1500 BOLLINGER CANYON RD SAN RAMON CA 94583,False,"LasTrampas801, SanRamon102, SanRamon101, SanRamon126, SanRamon136, SanRamon801",False,-121.99485,37.77207
San Ramon Valley United Methodist Church,902 DANVILLE BLVD ALAMO CA 94507,False,"Alamo102, Alamo106, Alamo801, Alamo802, Alamo803, Alamo804, Alamo805, Alamo806, Alamo807, Alamo808, Alamo809, Alamo810, Alamo811",False,-122.01664,37.83555
Scout Hall,3090 RANCH LN BETHEL ISLAND CA 94511,False,"BethelIsland807, BethelIsland804, BethelIsland102, BethelIsland801, BethelIsland802, BethelIsland805, BethelIsland803, BethelIsland806",False,-121.63887,38.01493
Seventh Day Adventist Church - Pleasant Hill,800 GRAYSON RD PLEASANT HILL CA 94523,False,"BrionesHills102, BrionesHills801, BrionesHills802, BrionesHills803, BrionesHills804, BrionesHills805",False,-122.08878,37.94621
Shadelands Art Center,111 N WIGET LN WALNUT CREEK CA 94598,False,"WalnutCreek804, WalnutCreek145, WalnutCreek801, WalnutCreek805, WalnutCreek810, WalnutCreek812",False,-122.02439,37.92509
Shannon Elementary,685 MARLESTA RD PINOLE CA 94564,False,"Pinole102, Pinole104, Pinole802",False,-122.3117,38.00018
Somersville Town Center,2550 SOMERSVILLE RD ANTIOCH CA 94509,False,Antioch102,False,-121.84285,38.00178
St Andrews Presbyterian Church,1601 MARY DR PLEASANT HILL CA 94523,False,"PleasantHill107, PleasantHill806, PleasantHill807, PleasantHill808, PleasantHill805",False,-122.06648,37.96094
St Callistus Church,3580 SAN PABLO DAM RD RICHMOND CA 94803,False,"ElSobrante106, ElSobrante107, ElSobrante810, ElSobrante801, ElSobrante802, ElSobrante803, ElSobrante101, ElSobrante102, ElSobrante104, ElSobrante804, ElSobrante105, ElSobrante805, ElSobrante806, ElSobrante807, ElSobrante808, ElSobrante809",False,-122.31903,37.96326
St Demetrios Greek Orthodox Church,1955 KIRKER PASS RD CONCORD CA 94521,False,"AyersRanch801, AyersRanch802, AyersRanch803, Concord135, Concord136, Concord159, Concord804",False,-121.94398,37.96218
St Jerome Catholic Church,308 CARMEL AVE EL CERRITO CA 94530,False,"ElCerrito109, ElCerrito113",False,-122.29042,37.90289
St John's Community Center,6500 GLADYS AVE EL CERRITO CA 94530,False,"ElCerrito104, ElCerrito106, ElCerrito114",False,-122.3121,37.91947
St John's Lutheran Church,1360 E TREGALLAS RD ANTIOCH CA 94509,False,"Antioch155, Antioch131, Antioch132, Antioch134, Antioch117, Antioch150, Antioch806, Antioch153",False,-121.78639,37.99495
St Luke Missionary Baptist Church,165 S 7TH ST RICHMOND CA 94804,False,"Richmond116, Richmond117, Richmond147, Richmond825, Richmond827",False,-122.36322,37.9297
St Mark's United Methodist Church,451 MORAGA WAY ORINDA CA 94563,False,"Orinda113, Orinda105, Orinda106",False,-122.16126,37.8592
St Matthew Lutheran Church,399 WIGET LN WALNUT CREEK CA 94598,False,"WalnutCreek113, WalnutCreek115, WalnutCreek140, WalnutCreek141",False,-122.0226,37.91955
St Patricks Church,907 7TH ST RODEO CA 94572,False,"Rodeo101, Rodeo102",False,-122.26251,38.02858
St Peter Christian Methodist Episcopal Church,5324 CYPRESS AVE EL CERRITO CA 94530,False,"ElCerrito101, ElCerrito102, ElCerrito103",False,-122.31894,37.91936
St Stephens Episcopal Church,66 SAINT STEPHENS DR ORINDA CA 94563,False,"Orinda109, Orinda110, Orinda112, Orinda102",False,-122.17181,37.89836
St Timothy Episcopal Church,1550 DIABLO RD DANVILLE CA 94526,False,"Danville801, Danville802, Danville101, Danville107, Danville120, Danville121, Danville122, Danville129",False,-121.97135,37.83677
Stone Valley Rd Chapel - LDS,2949 STONE VALLEY RD ALAMO CA 94507,False,"Alamo103, Alamo104, Alamo105, Alamo109, Alamo110, Alamo111, Alamo112, MountDiablo801, MountDiablo802, MountDiablo101",False,-121.98739,37.8439
Sunny Glen Senior Community,9000 CRAYDON CIR SAN RAMON CA 94583,False,"SanRamon112, SanRamon114, SanRamon115, SanRamon116, SanRamon118, SanRamon120, SanRamon121, SanRamon825, SanRamon141, SanRamon807, SanRamon809",False,-121.92433,37.72774
The Bay Church,4725 EVORA RD BAY POINT CA 94565,False,"BayPoint802, BayPoint105, BayPoint106, BayPoint107, Baypoint109, Nichols801",False,-121.98188,38.02304
The Rock Church- Brentwood,1770 ADAMS LN BRENTWOOD CA 94513,False,"Brentwood107, Brentwood110, Brentwood111",False,-121.70485,37.95358
The Rock Church- Danville,2615 CAMINO TASSAJARA DANVILLE CA 94526,False,"Danville108, Danville109, Danville112, Danville113, Danville124, Danville125",False,-121.94878,37.80769
Town of Discovery Bay Community Center,1601 DISCOVERY BAY BLVD DISCOVERY BAY CA 94505,False,"DiscoveryBay103, DiscoveryBay104, DiscoveryBay106, DiscoveryBay107, DiscoveryBay801, DiscoveryBay802, DiscoveryBay803, DiscoveryBay804, DiscoveryBay805, DiscoveryBay806, DiscoveryBay807, DiscoveryBay808, DiscoveryBay809, DiscoveryBay810, DiscoveryBay811, DiscoveryBay812",False,-121.60134,37.9027
Triangle Court Community Center,960 TRIANGLE CT RICHMOND CA 94801,False,Richmond130,False,-122.36094,37.94837
Valley Christian Church,1411 LA VISTA AVE CONCORD CA 94521,False,"Concord132, Concord125, Concord126, Concord140",False,-122.0052,37.96614
