Unnamed: 0,Unnamed: 0.1,State,Locality,Precincts (Or Locality-wide),name,address,lat,lon,Is Early Voting,Is Drop Off,manual
,,CA,TUOLUMNE COUNTY,,Tuolumne County Elections Department,2 South Green Street Sonora CA 95370,37.98488,-120.38399,,,
,,CA,TUOLUMNE COUNTY,,Tuolumne Memorial Hall,18375 Fir Dr. Tuolumne Ca 95383,38.03731,-120.2277,,,
,,CA,TUOLUMNE COUNTY,,Wilson Realty Building,18125 Main Street Jamestown Ca 95327,37.95155,-120.42374,,,
,,CA,TUOLUMNE COUNTY,,Groveland Library,18990 Hwy 120 Groveland Ca 95321,37.84045,-120.22562,,,
,,CA,TUOLUMNE COUNTY,,Twain Harte Bible Church,18995 Twain Harte Drive Twain Harte CA 95383,38.03843,-120.22316,,,
