name,address,Is Early Voting,Precincts (Or Locality-wide),Is Drop Off,lon,lat
ALEJANDRO RIVERA SENIOR APTS,"2151 ROCKWOOD AVE., CALEXICO, CA 92231 2151 ROCKWOOD AVE CALEXICO CA 92231",False,VOTING PRECINCT 121018,False,-115.49575,32.68792
CALEXICO FAMILY APARTMENTS,"2301 ANDRADE AVE., CALEXICO, CA 92231 2301 ANDRADE AVE CALEXICO CA 92231",False,VOTING PRECINCT 121012,False,-115.48317,32.69261
CALEXICO METHODIST CHURCH,"1070 BLAIR AVE., CALEXICO, CA 92231 1070 BLAIR AVE CALEXICO CA 92231",False,VOTING PRECINCT 121010,False,-115.49034,32.67873
CALEXICO NEIGHBORHOOD HOUSE HALL,"426 E 4TH ST., CALEXICO, CA 92231 426 E 4TH ST CALEXICO CA 92231",False,VOTING PRECINCT 121013,False,-115.4927,32.66858
CALIPATRIA CITY HALL,"125 N PARK ST., CALIPATRIA, CA 92233 125 N PARK ST CALIPATRIA CA 92233",False,VOTING PRECINCT 432019,False,-115.51606,33.12655
CALWORKS,"2895 S. 4TH ST., BLDG """"A"""", EL CENTRO, CA 2895 S 4TH ST B EL CENTRO CA 92243",False,VOTING PRECINCT 547239,False,-115.5507,32.76886
CAMARENA LIBRARY,"850 ENCINAS, CALEXICO, CA 92231 850 ENCINAS CALEXICO CA 92231",False,VOTING PRECINCT 121019,False,-115.48765,32.67527
CENTRAL BAPTIST CHURCH,"1290 S IMPERIAL AVE., EL CENTRO, CA 1290 S IMPERIAL AVE EL CENTRO CA 92243",False,VOTING PRECINCT 247229,False,-115.57014,32.78201
CENTRAL BAPTIST CHURCH,1290 S IMPERIAL AVENUE 1290 S IMPERIAL AVE EL CENTRO CA 92243,False,VOTING PRECINCT 245226,False,-115.57019,32.78267
CENTRAL BAPTIST CHURCH,"1290S IMPERIAL AVE., EL CENTRO, CA 92243 1290 S IMPERIAL AVE EL CENTRO CA 92243",False,VOTING PRECINCT 245205,False,-115.57019,32.78267
CESAR CHAVEZ ELEMENTARY SCHOOL,"1251 ZAPATA ST., CALEXICO, CA 92231 1251 ZAPATA ST CALEXICO CA 92231",False,VOTING PRECINCT 521042,False,-115.47595,32.68973
CHRIST COMMUNITY CHURCH,"590 W. ORANGE AVE., EL CENTRO, CA 92243 590 W ORANGE AVE EL CENTRO CA 92243",False,"VOTING PRECINCT 245217, VOTING PRECINCT 245220",False,-115.55671,32.789
CONRAD HARRISON YOUTH CENTER,"750 PARK AVE., EL CENTRO, CA 92243 750 PARK AVE EL CENTRO CA 92243",False,VOTING PRECINCT 245214,False,-115.56026,32.79615
CONRAD HARRISON YOUTH CENTER,"750 PARK AVE., EL CENTRO, CA 92243 750 PARK AVE EL CENTRO CA 92243",False,VOTING PRECINCT 345201,False,-115.56026,32.79615
CORFMAN SCHOOL,"701 W MC CABE RD., EL CENTRO, CA 92243 701 W MC CABE RD EL CENTRO CA 92243",False,VOTING PRECINCT 247234,False,-115.59627,32.75168
County Election Dept,940 W MAIN ST ROOM 206 EL CENTRO CA 92243,False,Locality wide location,False,-115.57202,32.8302
DE ANZA SCHOOL,"1530 S WATERMAN AVE., EL CENTRO, CA 1530 S WATERMAN AVE EL CENTRO CA 92243",False,VOTING PRECINCT 245228,False,-115.57463,32.77891
