name,address,Is Early Voting,Precincts (Or Locality-wide),Is Drop Off,lon,lat
San Geronimo Valley Community Center,6350 SIR FRANCIS DRAKE BLVD SAN GERONIMO CA 94963,True,C-41210,False,-122.67456,38.01653
San Rafael Community Center,618 B ST SAN RAFAEL CA 94901,False,"C-10913, C-20913, C-20914",False,-122.52922,37.96944
San Rafael Community Center,618 B ST SAN RAFAEL CA 94901,True,"C-10913, C-20913, C-20914",False,-122.52922,37.96944
Sausalito City Hall,420 LITHO ST SAUSALITO CA 94965,False,"C-31005, C-31006",False,-122.48887,37.85965
Sausalito City Hall,420 LITHO ST SAUSALITO CA 94965,True,"C-31005, C-31006",False,-122.48887,37.85965
St Luke Presbyterian Church,10 BAYVIEW DR SAN RAFAEL CA 94901,False,"C-10912, C-11219",False,-122.48087,37.97589
St Luke Presbyterian Church,10 BAYVIEW DR SAN RAFAEL CA 94901,True,"C-10912, C-11219",False,-122.48087,37.97589
St Sebastian's Church,373 BON AIR RD KENTFIELD CA 94904,False,"C-20406, C-20408, C-21219, C-40405",False,-122.53423,37.9502
St Sebastian's Church,373 BON AIR RD KENTFIELD CA 94904,True,"C-20406, C-20408, C-21219, C-40405",False,-122.53423,37.9502
Tam Valley Community Center,203 MARIN AVE MILL VALLEY CA 94941,False,"C-31211, C-31212, C-31213, C-31217",False,-122.52673,37.87618
Tam Valley Community Center,203 MARIN AVE MILL VALLEY CA 94941,True,"C-31211, C-31212, C-31213, C-31217",False,-122.52673,37.87618
Tiburon Town Hall,1505 TIBURON BLVD TIBURON CA 94920,False,"C-31108, C-31109, C-31219",False,-122.46083,37.87677
Tiburon Town Hall,1505 TIBURON BLVD TIBURON CA 94920,True,"C-31108, C-31109, C-31219",False,-122.46083,37.87677
West Marin Health & Human Services Center,1 6TH ST POINT REYES STATION CA 94956,False,C-41209,False,-122.80814,38.06949
West Marin Health & Human Services Center,1 6TH ST POINT REYES STATION CA 94956,True,C-41209,False,-122.80814,38.06949
Whistlestop,930 TAMALPAIS AVE SAN RAFAEL CA 94901,False,"C-10911, C-10914, C-20915",False,-122.52298,37.97192
Whistlestop,930 TAMALPAIS AVE SAN RAFAEL CA 94901,True,"C-10911, C-10914, C-20915",False,-122.52298,37.97192
Albert J. Boro Community Center,50 CANAL ST CLASSROOM 4 & 5 SAN RAFAEL CA 94901,True,Locality wide location,False,-122.49776,37.96805
American Legion Hall,120 VETERANS PLACE SAN ANSELMO CA 94960,True,Locality wide location,False,-122.56629,37.98446
Belvedere Community Center,450 SAN RAFAEL AVE HANDS ROOM BELVEDERE CA 94920,True,Locality wide location,False,-122.46553,37.8742
Bolinas Community Center,14 WHARF RD MAIN HALL BOLINAS CA 94924,True,Locality wide location,False,-122.68571,37.9093
Embassy Suites Hotel,101 MC INNIS PARKWAY SAN RAFAEL BALLROOM SAN RAFAEL CA 94903,True,Locality wide location,False,-122.53242,38.00473
Fairfax Womens Club,46 PARK RD MAIN ROOM FAIRFAX CA 94930,True,Locality wide location,False,-122.59208,37.9863
First Presbyterian Church of San Anselmo,72 KENSINGTON RD DUNCAN HALL SAN ANSELMO CA 94960,True,Locality wide location,False,-122.56668,37.97054
First Presbyterian Church of San Rafael,1510 FIFTH AVE CANOLES LOUNGE SAN RAFAEL CA 94901,True,Locality wide location,False,-122.50333,37.96506
Hamilton Community Center,503 SOUTH PALM DR WEST WING NOVATO CA 94949,True,Locality wide location,False,-122.51806,38.05706
Homestead Valley Community Center,315 MONTFORD AVE UPSTAIRS SUITE MILL VALLEY CA 94941,True,Locality wide location,False,-122.54513,37.89715
Marguerita C. Johnson Senior Center,640 DRAKE AVE MULTI-PURPOSE ROOM MARIN CITY CA 94965,True,Locality wide location,False,-122.51511,37.87278
Marin County Office of Education,1111 LAS GALLINAS AVE FOUNDATION ROOM SAN RAFAEL CA 94903,True,Locality wide location,False,-122.55027,38.01351
Marinwood Community Center,775 MILLER CREEK RD RECEPTION HALL-WEST SECTION SAN RAFAEL CA 94903,True,Locality wide location,False,-122.55263,38.02755
Masonic Lodge,1122 MAGNOLIA AVE MAIN HALL LARKSPUR CA 94939,True,Locality wide location,False,-122.54724,37.94764
Mill Valley Community Center,180 CAMINO ALTO CASCADE ROOM MILL VALLEY CA 94941,True,Locality wide location,False,-122.52822,37.89906
Nativity of Christ Greek Orthodox Church,1110 HIGHLAND DR FELLOWSHIP HALL NOVATO CA 94949,True,Locality wide location,False,-122.55276,38.07117
Novato City Hall,901 SHERMAN AVENUE COUNCIL CHAMBERS NOVATO CA 94945,True,Locality wide location,False,-122.56819,38.10606
Novato Library,1730 NOVATO BLVD COMMUNITY ROOM NOVATO CA 94947,True,Locality wide location,False,-122.58104,38.10763
Novato School District Offices,1015 SEVENTH ST CONFERENCE ROOM 107 NOVATO CA 94945,True,Locality wide location,False,-122.56916,38.10828
Redwoods Presbyterian Church,110 MAGNOLIA AVE FELLOWSHIP HALL LARKSPUR CA 94939,True,Locality wide location,False,-122.53414,37.92966
San Geronimo Valley Cultural Center,6350 SIR FRANCIS DRAKE BLVD WEST ROOM SAN GERONIMO CA 94963,True,Locality wide location,False,-122.67456,38.01653
San Rafael Community Center,618 B ST ROOM 5 SAN RAFAEL CA 94901,True,Locality wide location,False,-122.5292,37.96947
Sausalito City Hall,420 LITHO ST EXERCISE ROOM SAUSALITO CA 94965,True,Locality wide location,False,-122.48887,37.85965
St. Luke Presbyterian Church,10 BAYVIEW DR BAYVIEW ROOM SAN RAFAEL CA 94901,True,Locality wide location,False,-122.48087,37.97589
St. Sebastians Church,373 BON AIR RD PARISH HALL KENTFIELD CA 94904,True,Locality wide location,False,-122.53423,37.9502
Tam Valley Community Center,203 MARIN AVE MAIN AUDITORIUM HALL MILL VALLEY CA 94941,True,Locality wide location,False,-122.52673,37.87618
Tiburon Town Hall,1505 TIBURON BLVD COUNCIL CHAMBERS TIBURON CA 94920,True,Locality wide location,False,-122.4609,37.87673
West Marin Health & Human Services Center,1 SIXTH STREET COMMUNITY ROOM POINT REYES STATION CA 94956,True,Locality wide location,False,-122.80816,38.06951
Whistlestop,930 TAMALPAIS AVE CABOOSE ROOM 1 & 2 SAN RAFAEL CA 94901,True,Locality wide location,False,-122.52298,37.97192
