idnum,lon,lat,dens.cvap.std,dens.work.std,popDens.std,prc.CarAccess.std,prc.ElNonReg.std,prc.disabled.std,prc.latino.std,prc.nonEngProf.std,prc.pov.std,prc.youth.std,rate.vbm.std,dens.poll.std,center_score,droppoff_score
1234,-119.89471,36.9262,0.12118,0.97204,0.0,0.80709,0.03599,0.8058,0.69601,0.53729,0.35448,0.90911,1.0,0.0,0.598,0.63467
1463,-120.0476,36.94783,0.41636,0.99456,0.79959,0.78534,0.89694,0.40264,0.90445,0.82548,0.59037,0.57354,0.63801,0.99793,0.65793,0.64973
1627,-120.0926,36.9622,0.5668,0.92724,0.97566,0.52356,0.53703,0.33946,0.72501,0.56629,0.19316,0.42077,0.17633,0.99871,0.44633,0.43746
1800,-120.05662,36.97662,0.239,0.67918,0.99922,0.88581,0.86924,0.674,0.94537,0.94537,0.90808,0.88322,0.53832,0.96945,0.70696,0.69225
3661,-120.27309,37.11306,0.31616,0.67918,0.87752,0.85163,0.37882,0.41844,0.58674,0.36872,0.79337,0.83195,0.68358,0.97954,0.66842,0.66208
4857,-119.77697,37.20673,0.87131,0.67918,0.49715,0.75324,0.25893,0.7377,0.04816,0.04143,0.13956,0.19679,0.47566,0.87804,0.41789,0.43084
4944,-119.6957,37.21375,0.58441,0.97695,0.5202,0.3506,0.4073,0.74987,0.17478,0.0,0.16779,0.0,0.4855,0.99845,0.47862,0.49357
6056,-119.65003,37.32877,0.54661,0.97825,0.0,0.07794,0.28483,0.98006,0.21621,0.32574,0.69161,0.25712,1.0,0.0,0.60709,0.64618
