name,address,Is Early Voting,Precincts (Or Locality-wide),Is Drop Off,lon,lat
1ST CHURCH OF CHRIST SCIENTIST-SCHL RM,6165 LA FLECHA RANCHO SANTA FE CA 92067,False,"RANCHO SANTA FE, RANCHO SANTA FE, RANCHO SANTA FE, LOMAS SANTA FE, RANCHO SANTA FE, LOMAS SANTA FE",False,-117.2005,33.0208
1ST CHURCH OF CHRIST SCIENTIST-SCHL RM,6165 LA FLECHA RANCHO SANTA FE CA 92067,True,"RANCHO SANTA FE, RANCHO SANTA FE, RANCHO SANTA FE, LOMAS SANTA FE, RANCHO SANTA FE, LOMAS SANTA FE",False,-117.2005,33.0208
ADA W HARRIS ELEM SCHOOL-MPR,1508 WINDSOR RD SCHL CARDIFF BY THE SEA CA 92007,False,ENCINITAS,False,-117.274,33.03139
ADA W HARRIS ELEM SCHOOL-MPR,1508 WINDSOR RD SCHL CARDIFF BY THE SEA CA 92007,True,ENCINITAS,False,-117.274,33.03139
ALLIED GARDENS REC CENTER-GYM,5155 GREENBRIER AVE SAN DIEGO CA 92120,False,"SAN CARLOS, NAVAJO, SAN CARLOS",False,-117.08065,32.79599
ALLIED GARDENS REC CENTER-GYM,5155 GREENBRIER AVE SAN DIEGO CA 92120,True,"SAN CARLOS, NAVAJO, SAN CARLOS",False,-117.08065,32.79599
ALPINE ELEMENTARY SCHOOL-AUDITORIUM,1850 ALPINE BLVD SCHL ALPINE CA 91901,False,"ALPINE, ALPINE",False,-116.77418,32.83871
ALPINE ELEMENTARY SCHOOL-AUDITORIUM,1850 ALPINE BLVD SCHL ALPINE CA 91901,True,"ALPINE, ALPINE",False,-116.77418,32.83871
AVIARA OAKS ELEM SCHOOL-AUDITORIUM,6900 AMBROSIA LN SCHL CARLSBAD CA 92011,False,"CARLSBAD, CARLSBAD, CARLSBAD, CARLSBAD",False,-117.27673,33.1027
AVIARA OAKS ELEM SCHOOL-AUDITORIUM,6900 AMBROSIA LN SCHL CARLSBAD CA 92011,True,"CARLSBAD, CARLSBAD, CARLSBAD, CARLSBAD",False,-117.27673,33.1027
BANCROFT COMMUNITY SCHOOL-MPR,8805 TYLER ST SPRING VALLEY CA 91977,False,"SPRING VALLEY, SPRING VALLEY",False,-117.00759,32.72962
BANCROFT COMMUNITY SCHOOL-MPR,8805 TYLER ST SPRING VALLEY CA 91977,True,"SPRING VALLEY, SPRING VALLEY",False,-117.00759,32.72962
BAY PARK ELEM SCHOOL-AUDITORIUM,2433 DENVER ST SAN DIEGO CA 92110,False,"MISSION VALLEY, LINDA VISTA, CLAIREMONT S",False,-117.20353,32.78754
BAY PARK ELEM SCHOOL-AUDITORIUM,2433 DENVER ST SAN DIEGO CA 92110,True,"MISSION VALLEY, LINDA VISTA, CLAIREMONT S",False,-117.20353,32.78754
BELL MIDDLE SCHOOL-ASSEMBLY/DINING,620 BRIARWOOD RD SCHL SAN DIEGO CA 92139,False,"PARADISE HILLS, PARADISE HILLS",False,-117.03863,32.68814
BELL MIDDLE SCHOOL-ASSEMBLY/DINING,620 BRIARWOOD RD SCHL SAN DIEGO CA 92139,True,"PARADISE HILLS, PARADISE HILLS",False,-117.03863,32.68814
BETHUNE ELEMENTARY SCHOOL-AUDITORIUM,6835 BENJAMIN HOLT RD SAN DIEGO CA 92114,False,ENCANTO E,False,-117.04937,32.68886
BETHUNE ELEMENTARY SCHOOL-AUDITORIUM,6835 BENJAMIN HOLT RD SAN DIEGO CA 92114,True,ENCANTO E,False,-117.04937,32.68886
BONITA VISTA HIGH SCHOOL-CAFETERIA,751 OTAY LAKES RD SCHL CHULA VISTA CA 91913,False,"BONITA, CHULA VISTA, CHULA VISTA",False,-116.99956,32.64591
BONITA VISTA HIGH SCHOOL-CAFETERIA,751 OTAY LAKES RD SCHL CHULA VISTA CA 91913,True,"BONITA, CHULA VISTA, CHULA VISTA",False,-116.99956,32.64591
BONITA VISTA MIDDLE SCHOOL-CAFETERIA,650 OTAY LAKES RD SCHL CHULA VISTA CA 91910,False,"CHULA VISTA, CHULA VISTA",False,-117.00674,32.64821
BONITA VISTA MIDDLE SCHOOL-CAFETERIA,650 OTAY LAKES RD SCHL CHULA VISTA CA 91910,True,"CHULA VISTA, CHULA VISTA",False,-117.00674,32.64821
BONSALL COMMUNITY CTR-MAIN RM,31505 OLD RIVER RD SCHL BONSALL CA 92003,True,"FALLBROOK, GOPHER CANYON, FALLBROOK, BONSALL, BONSALL, RHO MONSERATE, BONSALL",False,-117.21994,33.28675
BONSALL COMMUNITY CTR-MAIN RM,31505 OLD RIVER RD SCHL BONSALL CA 92003,False,"GOPHER CANYON, FALLBROOK, BONSALL, BONSALL, RHO MONSERATE, FALLBROOK, BONSALL",False,-117.21994,33.28675
BORREGO SPRINGS HIGH SCHOOL-GYM,2281 DIEGUENO RD SCHL BORREGO SPRINGS CA 92004,False,BORREGO SPRINGS,False,-116.38222,33.26419
BORREGO SPRINGS HIGH SCHOOL-GYM,2281 DIEGUENO RD SCHL BORREGO SPRINGS CA 92004,True,BORREGO SPRINGS,False,-116.38222,33.26419
BOSTONIA REC CENTER - GYMNASIUM,1049 BOSTONIA ST EL CAJON CA 92021,False,"EL CAJON, EL CAJON, EL CAJON, EL CAJON",False,-116.9333,32.80923
BOSTONIA REC CENTER - GYMNASIUM,1049 BOSTONIA ST EL CAJON CA 92021,True,"EL CAJON, EL CAJON, EL CAJON, EL CAJON",False,-116.9333,32.80923
BREEZE HILL ELEM SCHOOL-MPR,1111 MELROSE WAY SCHL VISTA CA 92081,False,"VISTA, VISTA, VISTA, VISTA",False,-117.25471,33.18507
BREEZE HILL ELEM SCHOOL-MPR,1111 MELROSE WAY SCHL VISTA CA 92081,True,"VISTA, VISTA, VISTA, VISTA",False,-117.25471,33.18507
CABRILLO ELEMENTARY SCHOOL-AUDITORIUM,3120 TALBOT ST SAN DIEGO CA 92106,False,"HARBOR, HARBOR",False,-117.23344,32.72168
CABRILLO ELEMENTARY SCHOOL-AUDITORIUM,3120 TALBOT ST SAN DIEGO CA 92106,True,"HARBOR, HARBOR",False,-117.23344,32.72168
