geoid,countyfp,prc_nonengprof_final,prc_nonengprof_final_unreliable_flag,prc_caraccess_final,prc_caraccess_final_unreliable_flag,prcdisabled_final,prcdisabled_final_unreliable_flag,prc_pov_final,prc_pov_final_unreliable_flag,prc_youth_final,prc_youth_final_unreliable_flag,prc_asian,prc_asian_unreliable_flag,prc_black,prc_black_unreliable_flag,prc_latino,prc_latino_unreliable_flag,prc_native,prc_native_unreliable_flag,prc_white,prc_white_unreliable_flag,prc_centralamerican,prc_centralamerican_unreliable_flag,prc_cuban,prc_cuban_unreliable_flag,prc_dominican,prc_dominican_unreliable_flag,prc_mexican,prc_mexican_unreliable_flag,prc_puertorican,prc_puertorican_unreliable_flag,prc_southam,prc_southam_unreliable_flag,prc_asianindian,prc_asianindian_unreliable_flag,prc_chinese,prc_chinese_unreliable_flag,prc_filipino,prc_filipino_unreliable_flag,prc_japanese,prc_japanese_unreliable_flag,prc_korean,prc_korean_unreliable_flag,prc_vietnamese,prc_vietnamese_unreliable_flag,cvapdens,tot_elignonreg_prc_final,tot_elignonreg_prc_final_unreliable_flag,job_dens,pollvoter_dens,pop20,areakm,popdens,vbm_tot_2016,vbm_lat_2016,vbm_asn_2016,vbm_youth_2016,turnout_tot_2016,turnout_lat_2016,turnout_asn_2016,turnout_youth_2016,vbm_tot_2020,vbm_lat_2020,vbm_asn_2020,vbm_youth_2020,turnout_tot_2020,turnout_lat_2020,turnout_asn_2020,turnout_youth_2020
6025010101,25.0,0.05124,0.0,0.6,1.0,0.42857,1.0,0.8,0.0,0.14141,0.0,0.01233,0.0,0.21054,0.0,0.68407,0.0,0.01112,1.0,0.05608,0.0,0.0846,0.0,0.00483,1.0,0.00169,1.0,0.55016,0.0,0.0249,0.0,0.00677,1.0,0.0,1.0,0.0,1.0,0.0029,1.0,0.00314,1.0,0.0,1.0,0.00314,1.0,0.03755,0.93634,0.0,0.02654,0.00133,456.0,380.12608,1.1996,0.99853,0.99622,0.99982,0.99905,0.73846,0.6225,0.9351,0.67684,0.94755,0.90683,0.9673,0.95287,0.69969,0.59583,0.69716,0.64925
6025010102,25.0,0.28367,0.0,0.88632,0.0,0.08368,1.0,0.39265,0.0,0.09031,1.0,0.00097,1.0,0.06743,1.0,0.78846,0.0,0.0,1.0,0.12001,0.0,0.00487,1.0,0.0,1.0,0.0,1.0,0.77434,0.0,0.0,1.0,0.00049,1.0,0.00049,1.0,0.0,1.0,0.00049,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.02012,0.0814,0.0,0.01802,0.03346,4749.0,422.86236,11.2306,0.53022,0.49849,0.59265,0.72285,0.60174,0.57769,0.57136,0.5027,0.8176,0.82263,0.86542,0.85395,0.63933,0.62689,0.72683,0.58731
6025010200,25.0,0.21114,0.0,0.87551,0.0,0.18778,0.0,0.31386,0.0,0.10521,1.0,0.00367,1.0,0.02236,1.0,0.79949,0.0,0.01283,1.0,0.14223,0.0,0.0066,1.0,0.0,1.0,0.0,1.0,0.79289,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.00367,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0149,0.39082,0.0,0.01066,0.00637,2297.0,223.65312,10.27037,0.6162,0.56184,0.80554,0.74403,0.63004,0.6015,0.62068,0.41189,0.92835,0.93081,1.0,0.87941,0.6349,0.59551,0.78524,0.4592
6025010300,25.0,0.19779,0.0,0.9425,0.0,0.11133,1.0,0.21894,0.0,0.08986,1.0,0.02772,1.0,0.0,1.0,0.40542,0.0,0.00956,1.0,0.53913,0.0,0.00191,1.0,0.0,1.0,0.0,1.0,0.39968,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.02772,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.00732,0.47988,0.0,0.0179,0.00129,805.0,468.04614,1.71992,0.99776,0.99409,0.99827,0.99576,0.71072,0.58966,0.42075,0.52971,0.96153,0.96987,0.99934,0.96454,0.67332,0.5505,0.64569,0.5316
6025010401,25.0,0.42194,0.0,0.86871,0.0,0.1072,0.0,0.47391,0.0,0.11256,1.0,0.00698,1.0,0.00068,1.0,0.95495,0.0,0.0,1.0,0.03218,0.0,0.00205,1.0,0.0,1.0,0.0,1.0,0.91045,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.00123,1.0,0.0,1.0,0.00575,1.0,0.0,1.0,0.0,1.0,0.01178,0.09066,0.0,0.02534,0.01583,2752.0,2.31511,1188.71325,,,,,,,,,0.85861,0.86385,0.91695,0.8648,0.61256,0.608,0.67583,0.5058
6025010402,25.0,0.42194,0.0,0.86871,0.0,0.1072,0.0,0.47391,0.0,0.11256,1.0,0.00698,1.0,0.00068,1.0,0.95495,0.0,0.0,1.0,0.03218,0.0,0.00205,1.0,0.0,1.0,0.0,1.0,0.91045,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.00123,1.0,0.0,1.0,0.00575,1.0,0.0,1.0,0.0,1.0,0.01919,0.0,1.0,0.01412,0.02779,4381.0,3.85914,1135.22781,,,,,,,,,0.86488,0.8621,0.89083,0.8592,0.61704,0.61654,0.78024,0.50211
6025010500,25.0,0.30338,0.0,0.83984,0.0,0.23037,0.0,0.30565,0.0,0.06333,1.0,0.00189,1.0,0.02372,1.0,0.7879,0.0,0.00472,1.0,0.15443,0.0,0.00822,1.0,0.0,1.0,0.0,1.0,0.77968,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.00189,1.0,0.03854,0.15958,0.0,0.02148,0.04839,6733.0,3.62963,1855.0117,0.53256,0.52561,0.56174,0.52292,0.64336,0.61544,0.56216,0.47105,0.85346,0.86213,0.90788,0.84505,0.67572,0.63949,0.7316,0.57628
6025010600,25.0,0.24164,0.0,0.96601,0.0,0.15522,1.0,0.23628,0.0,0.04342,1.0,0.00565,1.0,0.00724,1.0,0.70026,0.0,0.00579,1.0,0.23693,0.0,0.0097,1.0,0.00217,1.0,0.0,1.0,0.67103,0.0,0.0,1.0,0.0,1.0,0.00564,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.04646,0.17908,0.0,0.04924,0.0526,7999.0,8.60962,929.07689,0.57406,0.54896,0.71142,0.67024,0.7141,0.64595,0.76221,0.53056,0.87689,0.87574,0.93394,0.87577,0.74978,0.6864,0.70176,0.609
6025010700,25.0,0.38293,0.0,0.97952,0.0,0.14536,0.0,0.3266,0.0,0.08664,1.0,0.0,1.0,0.01928,1.0,0.9433,0.0,0.0,1.0,0.03493,1.0,0.01565,1.0,0.0,1.0,0.0,1.0,0.9129,0.0,0.00227,1.0,0.00181,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.02054,0.0,1.0,0.01282,0.02238,4728.0,5.58585,846.42395,0.54443,0.54849,0.33902,0.64263,0.54471,0.54064,0.66179,0.44205,0.89292,0.89743,0.8649,0.89747,0.59425,0.57605,0.64098,0.50156
6025010800,25.0,0.15939,1.0,0.9902,0.0,0.10963,0.0,0.0984,1.0,0.05319,1.0,0.02216,1.0,0.04521,1.0,0.3023,0.0,0.0,1.0,0.61259,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.29965,0.0,0.00266,1.0,0.0,1.0,0.0,1.0,0.00443,1.0,0.03191,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.00852,0.18151,0.0,0.02295,0.0115,1299.0,289.98093,4.4796,0.71279,0.71669,0.5308,0.86341,0.71852,0.62061,0.52327,0.56867,0.83189,0.85093,0.72,0.83728,0.74206,0.66717,0.6306,0.62844
6025010900,25.0,0.37785,0.0,0.90301,0.0,0.16934,0.0,0.2377,0.0,0.11818,1.0,0.0,1.0,0.00627,1.0,0.8254,0.0,0.0,1.0,0.165,0.0,0.01854,1.0,0.0,1.0,0.0,1.0,0.79085,0.0,0.0032,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.002,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.04247,0.26428,0.0,0.02583,0.04792,6411.0,16.20152,395.70367,0.62686,0.60761,0.59636,0.61445,0.66125,0.62506,0.71381,0.52233,0.85555,0.86252,0.82591,0.85297,0.66895,0.62586,0.72034,0.57006
6025011001,25.0,0.18699,0.0,0.95828,0.0,0.04596,1.0,0.09165,0.0,0.11645,1.0,0.0233,0.0,0.01515,1.0,0.7564,0.0,0.00357,1.0,0.1978,0.0,0.01859,1.0,0.0,1.0,0.0,1.0,0.70467,0.0,0.00431,1.0,0.0095,1.0,0.0,1.0,0.00013,1.0,0.00283,1.0,0.0,1.0,0.02014,0.0,0.0,1.0,0.03489,0.30873,0.0,0.02408,0.0416,6369.0,168.60367,37.77498,,,,,,,,,0.84031,0.83974,0.85088,0.83443,0.70336,0.68197,0.77461,0.63347
6025011002,25.0,0.18699,0.0,0.95828,0.0,0.04596,1.0,0.09165,0.0,0.11645,1.0,0.0233,0.0,0.01515,1.0,0.7564,0.0,0.00357,1.0,0.1978,0.0,0.01859,1.0,0.0,1.0,0.0,1.0,0.70467,0.0,0.00431,1.0,0.0095,1.0,0.0,1.0,0.00013,1.0,0.00283,1.0,0.0,1.0,0.02014,0.0,0.0,1.0,0.0528,0.0,1.0,0.04855,0.07871,9452.0,11.53065,819.72815,,,,,,,,,0.86466,0.86155,0.92835,0.86239,0.71362,0.68998,0.85634,0.61139
6025011100,25.0,0.30301,0.0,0.94245,0.0,0.1135,0.0,0.24832,0.0,0.16615,1.0,0.0083,1.0,0.02655,1.0,0.70017,0.0,0.00498,1.0,0.21332,0.0,0.00545,1.0,0.0,1.0,0.00427,1.0,0.66485,0.0,0.00735,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0083,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.02737,0.39516,0.0,0.01695,0.01665,3296.0,201.78001,16.33462,0.78442,0.67214,0.94546,0.76112,0.65189,0.60839,0.58088,0.5372,0.89816,0.88777,0.95162,0.87776,0.66755,0.61212,0.6507,0.53939
6025011201,25.0,0.24021,0.0,0.97481,0.0,0.09796,0.0,0.09225,0.0,0.10291,1.0,0.01961,1.0,0.02378,1.0,0.85121,0.0,0.00113,1.0,0.09399,0.0,0.01013,1.0,0.00418,1.0,0.0,1.0,0.82275,0.0,0.00675,1.0,0.0,1.0,1e-05,1.0,0.00402,1.0,0.00771,1.0,0.00241,1.0,0.0,1.0,0.00963,1.0,0.03652,0.00559,0.0,0.03378,0.05,8265.0,14.44631,572.11829,0.64977,0.64487,0.70448,0.66588,0.69536,0.66819,0.63377,0.55126,0.87754,0.86845,0.89697,0.85236,0.6916,0.66216,0.77134,0.63566
6025011202,25.0,0.40081,0.0,0.92928,0.0,0.15971,0.0,0.40379,0.0,0.12656,1.0,0.00907,1.0,0.00515,1.0,0.93939,0.0,0.00249,1.0,0.0439,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.91824,0.0,0.00498,1.0,0.00995,1.0,0.00907,1.0,0.0,1.0,0.00196,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.02429,0.11901,0.0,0.01787,0.02888,5516.0,1.64438,3354.46579,0.60062,0.5893,0.61514,0.60711,0.58911,0.58313,0.61105,0.39369,0.86337,0.86324,0.85836,0.82367,0.58141,0.56536,0.60493,0.48557
6025011301,25.0,0.40637,0.0,0.97549,0.0,0.03915,1.0,0.22482,0.0,0.13254,0.0,0.00821,1.0,0.00282,1.0,0.9251,0.0,0.0,1.0,0.0608,0.0,0.00282,1.0,0.0006,1.0,0.0,1.0,0.90603,0.0,0.0,1.0,0.01129,1.0,0.0,1.0,0.0047,1.0,0.00051,1.0,0.00034,1.0,0.0,1.0,0.0,1.0,0.02115,0.10889,0.0,0.0368,0.02541,3556.0,2.59107,1372.40592,,,,,,,,,0.87329,0.87313,0.89604,0.86946,0.63062,0.62703,0.65911,0.52883
6025011302,25.0,0.40637,0.0,0.97549,0.0,0.03915,1.0,0.22482,0.0,0.13254,0.0,0.00821,1.0,0.00282,1.0,0.9251,0.0,0.0,1.0,0.0608,0.0,0.00282,1.0,0.0006,1.0,0.0,1.0,0.90603,0.0,0.0,1.0,0.01129,1.0,0.0,1.0,0.0047,1.0,0.00051,1.0,0.00034,1.0,0.0,1.0,0.0,1.0,0.01033,0.85558,0.0,0.03489,0.00182,1675.0,16.93404,98.9132,,,,,,,,,0.85186,0.84083,0.82759,0.83333,0.48907,0.47253,0.76316,0.3665
6025011303,25.0,0.40637,0.0,0.97549,0.0,0.03915,1.0,0.22482,0.0,0.13254,0.0,0.00821,1.0,0.00282,1.0,0.9251,0.0,0.0,1.0,0.0608,0.0,0.00282,1.0,0.0006,1.0,0.0,1.0,0.90603,0.0,0.0,1.0,0.01129,1.0,0.0,1.0,0.0047,1.0,0.00051,1.0,0.00034,1.0,0.0,1.0,0.0,1.0,0.02621,0.56831,0.0,0.03359,0.01656,4559.0,109.20444,41.74739,,,,,,,,,0.86288,0.86969,0.88288,0.85726,0.63259,0.62092,0.55445,0.46709
6025011400,25.0,0.33238,0.0,0.9011,0.0,0.14908,0.0,0.386,0.0,0.11422,1.0,0.0,1.0,0.02713,1.0,0.91969,0.0,0.0,1.0,0.0326,1.0,0.00153,1.0,0.0,1.0,0.0,1.0,0.91575,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.00263,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.02438,0.17948,0.0,0.03619,0.02723,4495.0,3.98795,1127.14647,0.55583,0.56648,0.39558,0.57165,0.56317,0.55444,0.5968,0.44684,0.86062,0.86335,0.78778,0.88169,0.57482,0.56415,0.75747,0.48242
6025011500,25.0,0.34813,0.0,0.77978,0.0,0.16873,0.0,0.39336,0.0,0.12944,0.0,0.01542,0.0,0.01333,1.0,0.90621,0.0,0.00128,1.0,0.04898,0.0,0.01108,1.0,0.00064,1.0,0.00064,1.0,0.87153,0.0,0.00241,1.0,0.0,1.0,0.01317,0.0,0.00128,1.0,0.00257,1.0,0.0,1.0,0.00064,1.0,0.0,1.0,0.03062,0.23849,0.0,0.08014,0.02549,6075.0,2.04098,2976.50451,0.58282,0.58632,0.66582,0.513,0.57044,0.56324,0.56811,0.41964,0.88342,0.87746,0.88575,0.82768,0.55703,0.54055,0.52852,0.47396
6025011600,25.0,0.33137,0.0,0.90382,0.0,0.18883,0.0,0.22032,0.0,0.08939,1.0,0.00035,1.0,0.04207,1.0,0.87448,0.0,0.00332,1.0,0.06215,0.0,0.0,1.0,0.0007,1.0,0.0,1.0,0.87378,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.00035,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0324,0.0636,0.0,0.04722,0.0414,6640.0,2.04674,3244.18189,0.59251,0.59082,0.74912,0.59354,0.62767,0.61464,0.6865,0.48198,0.86019,0.85667,0.9508,0.79065,0.60566,0.58062,0.65831,0.45387
