provider,lat,lon,num_stops_per_week,score
City of San Luis Obispo Transit,35.27612,-120.65488,18.0,1.0
City of San Luis Obispo Transit,35.2438,-120.64067,16.0,1.0
City of San Luis Obispo Transit,35.26889,-120.65564,16.0,1.0
City of San Luis Obispo Transit,35.25469,-120.64601,16.0,1.0
City of San Luis Obispo Transit,35.26486,-120.6525,16.0,1.0
City of San Luis Obispo Transit,35.25023,-120.64389,16.0,1.0
City of San Luis Obispo Transit,35.27457,-120.66052,16.0,1.0
City of San Luis Obispo Transit,35.25797,-120.64753,16.0,1.0
City of San Luis Obispo Transit,35.27023,-120.65672,16.0,1.0
City of San Luis Obispo Transit,35.26273,-120.65087,16.0,1.0
City of San Luis Obispo Transit,35.24725,-120.64262,16.0,1.0
City of San Luis Obispo Transit,35.29208,-120.66135,23.0,1.0
City of San Luis Obispo Transit,35.29133,-120.66052,18.0,1.0
City of San Luis Obispo Transit,35.26056,-120.67913,57.0,2.0
City of San Luis Obispo Transit,35.26149,-120.67813,57.0,2.0
City of San Luis Obispo Transit,35.26312,-120.70191,16.0,1.0
City of San Luis Obispo Transit,35.28293,-120.66243,226.0,4.0
City of San Luis Obispo Transit,35.29438,-120.66588,18.0,1.0
City of San Luis Obispo Transit,35.29402,-120.66618,23.0,1.0
City of San Luis Obispo Transit,35.29394,-120.6699,40.0,1.0
City of San Luis Obispo Transit,35.29423,-120.67702,41.0,1.0
City of San Luis Obispo Transit,35.29421,-120.67372,41.0,1.0
City of San Luis Obispo Transit,35.29403,-120.68208,40.0,1.0
City of San Luis Obispo Transit,35.28265,-120.70646,23.0,1.0
City of San Luis Obispo Transit,35.28279,-120.70654,18.0,1.0
City of San Luis Obispo Transit,35.29426,-120.68277,23.0,1.0
City of San Luis Obispo Transit,35.29424,-120.68443,18.0,1.0
City of San Luis Obispo Transit,35.2942,-120.67018,41.0,1.0
City of San Luis Obispo Transit,35.29127,-120.65304,35.0,1.0
City of San Luis Obispo Transit,35.29407,-120.65301,17.0,1.0
City of San Luis Obispo Transit,35.29431,-120.65332,23.0,1.0
City of San Luis Obispo Transit,35.28918,-120.65239,23.0,1.0
City of San Luis Obispo Transit,35.28941,-120.65228,17.0,1.0
City of San Luis Obispo Transit,35.2911,-120.65338,46.0,1.0
City of San Luis Obispo Transit,35.29817,-120.67779,23.0,1.0
City of San Luis Obispo Transit,35.2983,-120.67775,17.0,1.0
City of San Luis Obispo Transit,35.29831,-120.68071,17.0,1.0
City of San Luis Obispo Transit,35.30255,-120.66758,17.0,1.0
City of San Luis Obispo Transit,35.2672,-120.67057,16.0,1.0
City of San Luis Obispo Transit,35.25154,-120.67101,16.0,1.0
City of San Luis Obispo Transit,35.25413,-120.66947,16.0,1.0
City of San Luis Obispo Transit,35.24848,-120.6728,16.0,1.0
City of San Luis Obispo Transit,35.27039,-120.67003,16.0,1.0
City of San Luis Obispo Transit,35.27111,-120.67014,16.0,1.0
City of San Luis Obispo Transit,35.2443,-120.67532,16.0,1.0
City of San Luis Obispo Transit,35.2748,-120.64693,16.0,1.0
City of San Luis Obispo Transit,35.26978,-120.64244,16.0,1.0
City of San Luis Obispo Transit,35.27852,-120.6502,16.0,1.0
City of San Luis Obispo Transit,35.27169,-120.64418,16.0,1.0
City of San Luis Obispo Transit,35.30229,-120.66324,64.0,2.0
City of San Luis Obispo Transit,35.30235,-120.66358,17.0,1.0
City of San Luis Obispo Transit,35.26648,-120.63988,16.0,1.0
City of San Luis Obispo Transit,35.26342,-120.64218,16.0,1.0
City of San Luis Obispo Transit,35.26507,-120.64091,16.0,1.0
City of San Luis Obispo Transit,35.25069,-120.68567,16.0,1.0
City of San Luis Obispo Transit,35.24706,-120.68307,16.0,1.0
City of San Luis Obispo Transit,35.26524,-120.70026,23.0,1.0
City of San Luis Obispo Transit,35.26465,-120.69995,34.0,1.0
City of San Luis Obispo Transit,35.26749,-120.70292,23.0,1.0
City of San Luis Obispo Transit,35.26693,-120.7027,18.0,1.0
City of San Luis Obispo Transit,35.24248,-120.6784,16.0,1.0
City of San Luis Obispo Transit,35.26162,-120.69641,34.0,1.0
City of San Luis Obispo Transit,35.26244,-120.69696,39.0,1.0
City of San Luis Obispo Transit,35.25801,-120.69175,39.0,1.0
City of San Luis Obispo Transit,35.25761,-120.6918,34.0,1.0
City of San Luis Obispo Transit,35.25976,-120.69376,39.0,1.0
City of San Luis Obispo Transit,35.25999,-120.69443,34.0,1.0
City of San Luis Obispo Transit,35.27393,-120.70888,23.0,1.0
City of San Luis Obispo Transit,35.27378,-120.7091,18.0,1.0
City of San Luis Obispo Transit,35.25932,-120.68398,34.0,1.0
City of San Luis Obispo Transit,35.25952,-120.6841,23.0,1.0
City of San Luis Obispo Transit,35.26429,-120.67628,23.0,1.0
City of San Luis Obispo Transit,35.26382,-120.67639,34.0,1.0
City of San Luis Obispo Transit,35.26116,-120.68053,23.0,1.0
City of San Luis Obispo Transit,35.27498,-120.66874,16.0,1.0
City of San Luis Obispo Transit,35.27772,-120.66432,16.0,1.0
City of San Luis Obispo Transit,35.27917,-120.66196,32.0,1.0
City of San Luis Obispo Transit,35.28232,-120.65668,16.0,1.0
City of San Luis Obispo Transit,35.2804,-120.65984,32.0,1.0
City of San Luis Obispo Transit,35.28935,-120.65273,18.0,1.0
City of San Luis Obispo Transit,35.28578,-120.65882,18.0,1.0
City of San Luis Obispo Transit,35.28587,-120.65895,23.0,1.0
City of San Luis Obispo Transit,35.28931,-120.65317,23.0,1.0
City of San Luis Obispo Transit,35.2869,-120.6572,23.0,1.0
City of San Luis Obispo Transit,35.2868,-120.65708,18.0,1.0
City of San Luis Obispo Transit,35.2846,-120.66083,18.0,1.0
City of San Luis Obispo Transit,35.28577,-120.65495,17.0,1.0
City of San Luis Obispo Transit,35.28599,-120.65489,23.0,1.0
City of San Luis Obispo Transit,35.28714,-120.65315,17.0,1.0
City of San Luis Obispo Transit,35.28733,-120.65318,23.0,1.0
City of San Luis Obispo Transit,35.28359,-120.65847,23.0,1.0
City of San Luis Obispo Transit,35.28327,-120.65863,17.0,1.0
City of San Luis Obispo Transit,35.27861,-120.66623,16.0,1.0
City of San Luis Obispo Transit,35.27601,-120.66389,16.0,1.0
City of San Luis Obispo Transit,35.26133,-120.63776,16.0,1.0
City of San Luis Obispo Transit,35.26126,-120.64317,16.0,1.0
City of San Luis Obispo Transit,35.25878,-120.63319,16.0,1.0
City of San Luis Obispo Transit,35.29443,-120.68357,17.0,1.0
City of San Luis Obispo Transit,35.29791,-120.68356,17.0,1.0
City of San Luis Obispo Transit,35.30042,-120.65749,17.0,1.0
City of San Luis Obispo Transit,35.30026,-120.65776,23.0,1.0
City of San Luis Obispo Transit,35.27339,-120.66787,16.0,1.0
City of San Luis Obispo Transit,35.25605,-120.67294,16.0,1.0
City of San Luis Obispo Transit,35.2618,-120.70069,16.0,1.0
City of San Luis Obispo Transit,35.29271,-120.67401,63.0,2.0
City of San Luis Obispo Transit,35.29284,-120.67747,63.0,2.0
City of San Luis Obispo Transit,35.25063,-120.63374,16.0,1.0
City of San Luis Obispo Transit,35.23934,-120.63754,16.0,1.0
City of San Luis Obispo Transit,35.27574,-120.65634,18.0,1.0
City of San Luis Obispo Transit,35.27528,-120.65638,23.0,1.0
City of San Luis Obispo Transit,35.27243,-120.65607,18.0,1.0
City of San Luis Obispo Transit,35.27258,-120.65627,23.0,1.0
City of San Luis Obispo Transit,35.27883,-120.65652,18.0,1.0
City of San Luis Obispo Transit,35.29311,-120.66776,17.0,1.0
City of San Luis Obispo Transit,35.28182,-120.65917,50.0,1.0
City of San Luis Obispo Transit,35.27751,-120.65536,18.0,1.0
