name,address,Is Early Voting,Precincts (Or Locality-wide),Is Drop Off,lon,lat
California Conservation Corps,1949 APACHE AVE SOUTH LAKE TAHOE CA 96150,False,Locality wide location,False,-120.0116,38.85588
California Conservation Corps,4411 STATE HWY 193 GREENWOOD CA 95635,False,Locality wide location,False,-120.90391,38.90719
California Welcome Center,2085 VINE ST SUITE 105 EL DORADO HILLS CA 95762,False,Locality wide location,False,-121.06267,38.65164
Cameron Park CSD,2502 COUNTRY CLUB DR CAMERON PARK CA 95682,False,Locality wide location,False,-121.00375,38.66084
El Dorado County Building C,2850 FAIRLANE CT PLACERVILLE CA 95667,False,Locality wide location,False,-120.82993,38.72782
El Dorado County Child Support,3883 PONDEROSA RD SHINGLE SPRINGS CA 95682,False,Locality wide location,False,-120.93757,38.66694
El Dorado Hills Library,7455 SILVA VALLEY PKWY EL DORADO HILLS CA 95762,False,Locality wide location,False,-121.06459,38.67204
Fire Station 85,1050 WILSON BLVD EL DORADO HILLS CA 95762,False,Locality wide location,False,-121.07523,38.6677
Lake Tahoe Community College,1 COLLEGE DR SOUTH LAKE TAHOE CA 96150,False,Locality wide location,False,-119.97262,38.92674
Lions Club,4701 MISSOURI FLAT RD PLACERVILLE CA 95667,False,Locality wide location,False,-120.8232,38.69339
Pioneer Park Community Center,6740 FAIRPLAY RD SOMERSET CA 95684,False,Locality wide location,False,-120.70288,38.60824
Pollock Pines Community Center,2675 SANDERS DR POLLOCK PINES CA 95726,False,Locality wide location,False,-120.59091,38.75954
Town Hall,549 MAIN ST PLACERVILLE CA 95667,False,Locality wide location,False,-120.79762,38.72951
